synapse_id,pre_id,post_id,compartment,gray_type,x_um,y_um,z_um
442,30030,30013,distal_dendrite,symmetric,457.4,216.6,248.6
443,30030,30038,distal_dendrite,uncertain,396.4,123.9,184.7
444,30030,30038,distal_dendrite,uncertain,393.0,141.4,186.8
445,30030,30048,distal_dendrite,symmetric,124.3,252.7,279.7
446,30030,30048,distal_dendrite,uncertain,100.0,282.3,280.2
447,30030,30051,spine,symmetric,355.8,328.6,185.2
448,30030,30073,uncertain,uncertain,200.3,96.1,130.6
449,30030,30073,distal_dendrite,symmetric,184.0,111.6,92.1
450,30030,30107,uncertain,uncertain,279.7,309.3,-5.3
451,30030,30107,distal_dendrite,symmetric,242.1,269.7,-7.2
452,30030,30111,distal_dendrite,symmetric,225.2,393.9,56.1
453,30030,30124,spine,symmetric,376.1,171.2,186.5
454,30030,30129,distal_dendrite,symmetric,82.6,342.5,112.6
455,30030,30150,distal_dendrite,symmetric,340.1,268.8,222.7
456,30031,30157,distal_dendrite,asymmetric,302.8,458.2,284.4
457,30031,30181,spine,asymmetric,182.7,492.0,111.4
458,30031,30181,distal_dendrite,asymmetric,146.0,452.0,58.4
459,30032,30018,soma,symmetric,428.4,382.0,273.6
460,30032,30018,soma,symmetric,381.3,363.0,190.9
461,30032,30018,proximal_dendrite,symmetric,410.3,355.4,200.2
462,30032,30019,soma,symmetric,3.5,483.4,176.9
463,30032,30025,soma,uncertain,217.9,344.8,259.3
464,30032,30027,soma,uncertain,265.6,320.7,319.1
465,30032,30027,proximal_dendrite,symmetric,287.6,303.8,283.9
466,30032,30027,soma,symmetric,260.2,340.1,290.2
467,30032,30027,soma,symmetric,283.8,304.3,278.6
468,30032,30035,soma,uncertain,81.4,380.7,128.6
469,30032,30035,soma,symmetric,47.9,284.8,166.3
470,30032,30035,soma,symmetric,41.1,331.3,144.5
471,30032,30052,proximal_dendrite,symmetric,48.1,365.5,300.1
472,30032,30063,soma,symmetric,123.6,363.1,192.7
473,30032,30063,distal_dendrite,symmetric,111.8,400.8,167.5
474,30032,30078,soma,symmetric,157.2,160.1,408.0
475,30032,30129,soma,symmetric,138.5,299.3,130.2
476,30032,30133,soma,symmetric,-42.2,328.4,224.3
477,30032,30133,soma,symmetric,98.5,313.3,249.8
478,30032,30139,proximal_dendrite,symmetric,47.1,354.7,139.1
479,30032,30139,proximal_dendrite,symmetric,-4.1,362.8,122.2
480,30032,30139,proximal_dendrite,symmetric,-45.3,354.4,85.1
481,30032,30173,soma,symmetric,156.2,195.3,375.5
482,30032,30173,proximal_dendrite,symmetric,150.8,181.2,347.2
483,30032,30190,soma,symmetric,251.0,316.4,121.6
484,30032,30190,soma,symmetric,244.0,321.7,96.3
485,30032,30190,distal_dendrite,symmetric,291.4,357.5,132.8
486,30032,30195,distal_dendrite,symmetric,260.9,466.5,7.0
487,30032,30196,soma,symmetric,77.8,393.6,184.8
488,30033,30001,soma,asymmetric,140.3,505.1,197.9
489,30033,30013,spine,asymmetric,385.5,149.2,216.9
490,30033,30013,spine,asymmetric,401.6,168.8,209.8
491,30033,30013,spine,uncertain,375.6,179.4,176.3
492,30033,30069,distal_dendrite,asymmetric,423.1,371.7,376.0
493,30033,30080,soma,asymmetric,116.5,250.2,249.4
494,30033,30121,distal_dendrite,asymmetric,327.4,356.3,232.6
495,30033,30121,spine,asymmetric,321.5,400.3,245.3
496,30033,30121,spine,asymmetric,336.1,368.2,253.5
497,30033,30121,distal_dendrite,asymmetric,293.0,378.5,225.0
498,30033,30121,distal_dendrite,asymmetric,326.1,375.6,230.3
499,30033,30121,spine,asymmetric,314.3,361.9,209.5
500,30033,30123,spine,asymmetric,371.5,430.2,370.4
501,30033,30123,spine,asymmetric,329.0,421.2,362.9
502,30033,30141,distal_dendrite,asymmetric,263.5,180.2,363.6
503,30033,30141,spine,asymmetric,254.6,203.0,292.5
504,30033,30141,spine,asymmetric,273.2,260.3,350.9
505,30033,30171,spine,asymmetric,411.5,373.7,346.1
506,30034,30011,soma,symmetric,346.0,142.2,208.9
507,30034,30015,soma,symmetric,88.0,374.2,256.3
508,30034,30015,uncertain,uncertain,86.6,432.8,275.9
509,30034,30015,distal_dendrite,symmetric,52.4,468.7,230.1
510,30034,30015,distal_dendrite,symmetric,79.3,466.0,323.6
511,30034,30035,soma,symmetric,-10.4,312.6,133.0
512,30034,30035,soma,symmetric,3.9,339.8,157.6
513,30034,30040,soma,symmetric,242.0,392.9,285.3
514,30034,30048,proximal_dendrite,symmetric,196.8,257.8,257.1
515,30034,30048,soma,symmetric,149.9,294.1,296.0
516,30034,30053,proximal_dendrite,uncertain,231.9,376.7,362.9
517,30034,30080,soma,symmetric,174.7,284.2,197.1
518,30034,30080,soma,symmetric,159.3,252.2,210.1
519,30034,30080,uncertain,uncertain,163.9,244.5,245.4
520,30034,30080,soma,symmetric,150.1,275.7,207.6
521,30034,30080,soma,symmetric,184.3,277.5,273.2
522,30034,30089,proximal_dendrite,symmetric,125.5,154.2,211.6
523,30034,30089,soma,symmetric,77.3,190.9,262.9
524,30034,30089,distal_dendrite,symmetric,99.4,150.2,184.7
525,30034,30089,distal_dendrite,symmetric,55.7,134.0,209.1
526,30034,30112,distal_dendrite,symmetric,269.1,162.9,236.8
527,30034,30130,soma,symmetric,79.9,458.4,203.3
528,30034,30130,distal_dendrite,symmetric,118.9,400.7,211.5
529,30034,30130,soma,symmetric,107.7,408.7,251.2
530,30034,30130,soma,symmetric,86.5,374.4,253.2
531,30034,30130,proximal_dendrite,symmetric,99.9,446.2,199.8
532,30034,30139,soma,symmetric,-5.0,364.8,118.3
533,30034,30141,soma,symmetric,270.5,250.0,329.8
534,30034,30141,distal_dendrite,symmetric,188.7,282.4,327.3
535,30034,30154,soma,symmetric,80.2,242.3,282.6
536,30034,30156,soma,symmetric,178.9,481.1,90.0
537,30034,30163,proximal_dendrite,symmetric,37.7,317.4,271.0
538,30034,30163,soma,symmetric,68.6,327.4,289.5
539,30034,30163,soma,symmetric,87.0,310.4,329.4
540,30034,30166,proximal_dendrite,symmetric,158.7,258.7,336.8
541,30034,30166,proximal_dendrite,symmetric,175.7,296.4,385.4
542,30034,30166,soma,symmetric,111.3,345.9,328.8
543,30034,30175,soma,symmetric,-4.2,282.5,263.4
544,30034,30175,distal_dendrite,symmetric,8.2,367.1,363.3
545,30034,30175,soma,symmetric,33.3,272.5,315.9
546,30034,30175,soma,symmetric,56.9,301.5,279.1
547,30034,30178,proximal_dendrite,symmetric,222.1,416.4,273.7
548,30034,30178,soma,symmetric,367.9,472.8,305.0
549,30034,30180,proximal_dendrite,uncertain,383.0,448.4,213.4
550,30034,30181,proximal_dendrite,symmetric,214.0,496.3,16.8
551,30034,30197,proximal_dendrite,symmetric,344.8,346.9,212.6
552,30034,30198,soma,symmetric,8.6,223.7,182.5
553,30034,30198,proximal_dendrite,symmetric,-6.8,230.9,196.4
554,30034,30198,soma,symmetric,-5.3,245.8,187.3
555,30035,30069,proximal_dendrite,asymmetric,330.5,433.3,384.6
556,30035,30128,proximal_dendrite,asymmetric,143.9,530.1,177.9
557,30035,30128,proximal_dendrite,asymmetric,197.5,533.1,120.0
558,30035,30156,spine,asymmetric,251.6,545.7,150.9
559,30035,30163,soma,asymmetric,56.6,354.4,283.0
560,30035,30164,spine,asymmetric,286.9,321.8,141.2
561,30035,30169,distal_dendrite,asymmetric,21.5,310.9,162.7
562,30035,30169,proximal_dendrite,asymmetric,29.3,252.8,171.8
563,30035,30169,proximal_dendrite,asymmetric,55.2,270.9,177.6
564,30036,30027,spine,asymmetric,273.9,338.5,324.4
565,30036,30046,proximal_dendrite,asymmetric,293.7,458.9,195.6
566,30036,30057,distal_dendrite,asymmetric,289.0,277.7,369.9
567,30036,30140,proximal_dendrite,asymmetric,34.1,295.4,369.6
568,30036,30148,spine,asymmetric,269.0,147.7,196.0
569,30036,30194,distal_dendrite,asymmetric,12.4,441.9,249.3
570,30036,30196,soma,asymmetric,66.6,417.9,213.6
571,30036,30196,proximal_dendrite,asymmetric,26.9,378.8,260.9
572,30037,30057,proximal_dendrite,asymmetric,265.3,359.5,318.6
573,30037,30057,proximal_dendrite,asymmetric,269.2,327.9,373.7
574,30037,30057,soma,asymmetric,324.8,346.6,305.7
575,30037,30098,distal_dendrite,asymmetric,193.1,450.9,54.7
576,30037,30098,proximal_dendrite,asymmetric,124.0,387.6,-19.8
577,30037,30134,proximal_dendrite,asymmetric,292.0,276.4,156.0
578,30037,30134,distal_dendrite,asymmetric,326.5,321.2,158.7
579,30037,30134,proximal_dendrite,asymmetric,324.4,268.1,93.4
580,30038,30005,spine,asymmetric,318.6,153.2,14.3
581,30038,30011,spine,asymmetric,266.2,189.6,235.1
582,30038,30011,spine,asymmetric,275.0,168.2,249.5
583,30038,30013,distal_dendrite,asymmetric,413.2,215.0,234.7
584,30038,30013,spine,asymmetric,387.0,207.9,220.6
585,30038,30109,spine,asymmetric,366.6,155.2,157.3
586,30038,30111,proximal_dendrite,asymmetric,217.8,384.1,27.6
587,30038,30111,proximal_dendrite,asymmetric,230.7,384.7,60.1
588,30039,30001,distal_dendrite,asymmetric,104.8,512.9,201.0
589,30039,30001,distal_dendrite,asymmetric,85.1,550.9,222.2
590,30039,30022,proximal_dendrite,asymmetric,392.8,456.9,223.8
591,30039,30022,proximal_dendrite,asymmetric,374.2,358.6,202.3
592,30039,30022,proximal_dendrite,asymmetric,391.4,414.9,224.1
593,30039,30022,proximal_dendrite,asymmetric,361.1,447.2,214.5
594,30039,30022,distal_dendrite,asymmetric,382.5,456.8,221.3
595,30039,30022,distal_dendrite,asymmetric,321.9,386.5,228.3
596,30039,30022,proximal_dendrite,asymmetric,307.3,414.5,252.0
597,30039,30045,spine,asymmetric,350.7,289.3,128.1
598,30039,30072,proximal_dendrite,asymmetric,83.1,445.0,366.5
599,30039,30072,soma,asymmetric,99.6,429.6,348.2
600,30039,30072,distal_dendrite,asymmetric,46.8,414.5,376.4
601,30039,30072,soma,asymmetric,109.4,416.7,334.4
602,30039,30072,proximal_dendrite,asymmetric,81.0,449.3,349.8
603,30039,30074,spine,asymmetric,25.6,106.4,63.1
604,30039,30074,spine,asymmetric,29.6,155.2,8.2
605,30039,30074,spine,asymmetric,53.5,137.8,47.4
606,30039,30115,distal_dendrite,asymmetric,327.1,505.3,49.0
607,30039,30115,spine,asymmetric,334.6,478.2,87.1
608,30039,30122,distal_dendrite,asymmetric,130.3,441.8,87.8
609,30039,30128,proximal_dendrite,asymmetric,153.1,520.3,87.4
610,30039,30128,distal_dendrite,asymmetric,161.2,488.1,82.0
611,30039,30128,proximal_dendrite,asymmetric,142.2,561.5,135.3
612,30039,30128,soma,asymmetric,147.6,496.0,170.9
613,30039,30128,soma,asymmetric,131.0,509.3,55.9
614,30039,30147,distal_dendrite,asymmetric,133.3,386.8,140.5
615,30039,30147,proximal_dendrite,uncertain,79.2,415.0,122.3
616,30039,30147,distal_dendrite,asymmetric,150.9,333.8,158.7
617,30039,30160,distal_dendrite,asymmetric,312.3,374.7,183.0
618,30039,30160,soma,asymmetric,289.9,420.3,138.4
619,30039,30160,distal_dendrite,asymmetric,327.9,358.2,182.0
620,30040,30002,proximal_dendrite,asymmetric,289.9,417.5,183.8
621,30040,30017,spine,asymmetric,57.8,254.2,290.5
622,30040,30025,spine,asymmetric,180.9,394.4,266.8
623,30040,30025,spine,asymmetric,205.1,396.2,302.2
624,30040,30046,soma,asymmetric,225.5,518.9,199.4
625,30040,30057,distal_dendrite,asymmetric,338.0,355.5,314.9
626,30040,30057,proximal_dendrite,asymmetric,325.8,296.1,384.0
627,30040,30063,spine,asymmetric,192.0,370.9,210.7
628,30040,30063,distal_dendrite,asymmetric,149.6,362.2,202.5
629,30040,30085,spine,asymmetric,181.8,352.8,348.7
630,30040,30136,spine,asymmetric,341.9,424.0,91.1
631,30040,30140,proximal_dendrite,asymmetric,20.3,348.4,348.5
632,30040,30140,proximal_dendrite,asymmetric,103.6,355.2,337.5
633,30040,30140,distal_dendrite,asymmetric,8.7,305.6,383.3
634,30040,30140,distal_dendrite,asymmetric,42.3,344.4,409.2
635,30041,30009,proximal_dendrite,symmetric,238.1,276.9,213.5
636,30041,30009,soma,symmetric,233.3,366.9,180.8
637,30041,30009,proximal_dendrite,symmetric,240.2,398.3,188.7
638,30041,30036,soma,symmetric,102.5,343.9,408.2
639,30041,30036,soma,symmetric,174.0,264.8,429.8
640,30041,30085,soma,symmetric,173.9,342.4,340.1
641,30041,30107,soma,symmetric,249.8,313.2,31.2
642,30041,30116,soma,symmetric,344.2,131.3,32.5
643,30041,30116,soma,symmetric,323.7,97.4,74.7
644,30041,30122,soma,symmetric,101.2,431.0,114.1
645,30041,30122,soma,symmetric,112.1,482.6,98.5
646,30041,30122,proximal_dendrite,symmetric,195.4,460.7,73.9
647,30041,30130,soma,symmetric,115.0,424.6,263.5
648,30041,30130,soma,symmetric,66.7,435.7,278.8
649,30041,30156,soma,symmetric,168.4,489.7,181.4
650,30041,30156,soma,symmetric,212.1,512.6,133.4
651,30041,30156,distal_dendrite,symmetric,219.4,472.6,142.9
652,30041,30156,soma,symmetric,212.0,490.3,211.5
653,30041,30157,soma,symmetric,288.6,490.3,214.2
654,30041,30157,proximal_dendrite,symmetric,281.4,470.9,305.9
655,30041,30159,soma,symmetric,64.6,450.1,84.4
656,30041,30159,uncertain,uncertain,4.1,456.4,81.0
657,30042,30056,proximal_dendrite,asymmetric,231.7,449.7,106.8
658,30042,30085,distal_dendrite,uncertain,140.9,372.0,352.7
659,30042,30097,proximal_dendrite,asymmetric,3.4,397.0,176.7
660,30042,30114,spine,asymmetric,140.9,447.4,89.7
661,30043,30002,proximal_dendrite,uncertain,296.3,420.0,114.4
662,30043,30009,distal_dendrite,asymmetric,248.2,395.9,175.9
663,30043,30056,distal_dendrite,asymmetric,230.6,454.0,172.1
664,30043,30071,spine,asymmetric,158.7,108.1,206.3
665,30043,30087,spine,asymmetric,173.5,231.1,115.2
666,30043,30099,spine,asymmetric,368.6,93.8,93.7
667,30043,30158,distal_dendrite,asymmetric,345.7,404.8,270.5
668,30043,30176,distal_dendrite,asymmetric,283.6,227.5,339.1
669,30043,30176,spine,asymmetric,213.0,250.6,371.8
670,30043,30190,spine,asymmetric,214.9,338.6,147.3
671,30044,30012,soma,asymmetric,373.6,515.7,398.0
672,30044,30032,proximal_dendrite,asymmetric,45.1,409.3,282.4
673,30044,30032,proximal_dendrite,asymmetric,63.5,345.4,210.9
674,30044,30032,soma,asymmetric,43.2,397.8,233.6
675,30044,30032,distal_dendrite,asymmetric,102.2,368.7,214.8
676,30044,30032,proximal_dendrite,asymmetric,31.7,395.5,217.2
677,30045,30018,distal_dendrite,asymmetric,347.9,350.6,164.5
678,30045,30018,spine,asymmetric,366.9,381.6,186.6
679,30045,30022,proximal_dendrite,asymmetric,365.6,477.2,259.2
680,30045,30024,proximal_dendrite,asymmetric,356.9,446.7,206.7
681,30045,30034,proximal_dendrite,asymmetric,141.3,350.7,309.8
682,30045,30055,spine,asymmetric,227.1,383.7,249.5
683,30045,30055,spine,asymmetric,377.4,383.4,268.1
684,30045,30070,distal_dendrite,asymmetric,254.3,386.3,101.0
685,30045,30070,distal_dendrite,asymmetric,234.0,479.2,31.2
686,30045,30084,spine,asymmetric,380.2,384.8,109.8
687,30045,30118,proximal_dendrite,asymmetric,251.4,312.6,369.1
688,30045,30118,distal_dendrite,asymmetric,239.0,300.3,398.9
689,30045,30118,proximal_dendrite,asymmetric,263.9,259.5,437.8
690,30045,30118,distal_dendrite,asymmetric,194.5,243.6,397.5
691,30045,30168,proximal_dendrite,asymmetric,179.8,459.6,92.5
692,30045,30168,proximal_dendrite,asymmetric,233.3,433.9,32.3
693,30045,30168,proximal_dendrite,asymmetric,172.3,425.5,159.7
694,30045,30168,proximal_dendrite,asymmetric,207.5,448.7,54.7
695,30045,30168,distal_dendrite,asymmetric,236.9,431.3,88.3
696,30045,30168,proximal_dendrite,asymmetric,198.7,415.9,71.1
697,30045,30168,proximal_dendrite,asymmetric,161.6,451.9,109.9
698,30045,30200,spine,asymmetric,364.5,168.9,17.0
699,30046,30033,distal_dendrite,symmetric,357.8,331.2,384.3
700,30046,30053,distal_dendrite,symmetric,257.8,375.0,361.9
701,30046,30053,distal_dendrite,symmetric,290.8,403.4,309.5
702,30046,30106,distal_dendrite,symmetric,9.7,490.9,359.0
703,30046,30106,distal_dendrite,symmetric,24.9,476.8,369.3
704,30046,30111,distal_dendrite,symmetric,240.8,381.9,79.4
705,30046,30123,distal_dendrite,symmetric,355.0,449.0,398.5
706,30046,30144,distal_dendrite,symmetric,137.2,266.1,150.7
707,30046,30151,distal_dendrite,symmetric,380.2,446.8,267.2
708,30046,30151,distal_dendrite,symmetric,359.9,379.5,260.4
709,30046,30151,distal_dendrite,symmetric,357.9,386.1,250.0
710,30046,30151,distal_dendrite,symmetric,308.9,370.6,218.7
711,30046,30156,distal_dendrite,symmetric,216.7,478.0,64.8
712,30046,30156,spine,uncertain,175.3,476.9,166.0
713,30046,30164,distal_dendrite,symmetric,318.3,323.7,84.8
714,30046,30164,distal_dendrite,symmetric,301.7,317.2,82.7
715,30046,30164,distal_dendrite,symmetric,330.2,309.7,63.1
716,30047,30037,soma,symmetric,152.4,446.8,14.6
717,30047,30037,soma,symmetric,166.1,446.5,45.4
718,30047,30037,soma,symmetric,107.8,410.8,57.4
719,30047,30084,soma,symmetric,352.3,433.6,81.9
720,30047,30085,soma,symmetric,238.6,373.2,270.8
721,30047,30085,soma,symmetric,212.5,402.2,368.6
722,30047,30085,soma,symmetric,157.6,433.1,282.1
723,30047,30085,uncertain,uncertain,186.9,366.4,328.4
724,30047,30125,soma,symmetric,260.4,398.2,341.4
725,30047,30164,soma,symmetric,391.3,351.9,149.9
726,30047,30164,soma,symmetric,333.8,345.4,80.0
727,30047,30164,proximal_dendrite,symmetric,290.8,351.4,62.9
728,30047,30164,proximal_dendrite,symmetric,328.8,342.3,76.1
729,30047,30181,proximal_dendrite,symmetric,201.8,420.0,96.2
730,30047,30181,proximal_dendrite,symmetric,152.4,418.0,78.5
731,30047,30181,soma,symmetric,149.2,412.2,73.9
732,30047,30181,soma,uncertain,160.8,481.0,59.7
733,30047,30181,soma,symmetric,149.3,456.5,106.2
734,30047,30190,soma,symmetric,244.7,321.4,177.3
735,30047,30191,distal_dendrite,symmetric,119.1,470.2,266.4
736,30047,30191,soma,symmetric,240.6,450.2,285.4
737,30047,30198,uncertain,uncertain,15.1,273.4,146.9
738,30047,30198,proximal_dendrite,symmetric,6.1,273.4,204.5
739,30048,30071,spine,asymmetric,145.9,47.1,179.6
740,30048,30118,proximal_dendrite,asymmetric,227.7,296.6,382.5
741,30048,30140,distal_dendrite,asymmetric,80.6,345.6,338.3
742,30048,30140,soma,asymmetric,71.2,329.2,305.1
743,30048,30140,distal_dendrite,asymmetric,23.2,302.6,327.4
744,30048,30140,proximal_dendrite,asymmetric,33.4,287.0,455.9
745,30048,30153,distal_dendrite,asymmetric,120.4,127.1,352.2
746,30048,30153,proximal_dendrite,asymmetric,158.5,146.0,372.7
747,30048,30175,distal_dendrite,asymmetric,48.4,321.2,338.0
748,30048,30189,spine,asymmetric,64.8,128.4,256.5
749,30049,30080,distal_dendrite,symmetric,104.9,263.1,242.2
750,30049,30080,proximal_dendrite,symmetric,165.1,281.7,172.8
751,30049,30080,proximal_dendrite,uncertain,125.8,220.4,214.4
752,30049,30080,distal_dendrite,symmetric,161.1,277.1,227.1
753,30049,30097,distal_dendrite,symmetric,-17.1,374.2,191.0
754,30049,30169,distal_dendrite,uncertain,49.0,332.8,190.0
755,30049,30184,proximal_dendrite,symmetric,67.3,241.6,162.5
756,30049,30184,proximal_dendrite,uncertain,63.3,262.6,213.1
757,30049,30184,distal_dendrite,symmetric,76.3,244.5,134.6
758,30050,30020,proximal_dendrite,asymmetric,227.1,240.4,333.7
759,30050,30032,proximal_dendrite,asymmetric,107.8,400.8,214.5
760,30050,30032,distal_dendrite,asymmetric,94.6,359.2,223.8
761,30050,30049,distal_dendrite,asymmetric,49.8,255.1,213.3
762,30050,30095,spine,asymmetric,107.2,126.0,167.7
763,30050,30095,spine,asymmetric,88.6,95.7,176.8
764,30050,30095,spine,uncertain,84.3,113.4,167.0
765,30050,30095,distal_dendrite,asymmetric,48.2,143.7,170.0
766,30050,30132,soma,asymmetric,81.4,311.3,36.9
767,30050,30132,proximal_dendrite,asymmetric,66.9,408.3,112.3
768,30050,30132,proximal_dendrite,asymmetric,119.4,359.6,70.2
769,30050,30132,distal_dendrite,asymmetric,82.6,373.9,54.5
770,30050,30183,proximal_dendrite,asymmetric,184.9,208.7,305.1
771,30050,30183,spine,asymmetric,110.4,252.9,343.1
772,30050,30183,spine,asymmetric,169.2,183.9,238.6
773,30050,30183,spine,asymmetric,109.4,182.8,281.7
774,30051,30045,distal_dendrite,asymmetric,286.2,374.3,123.3
775,30051,30045,spine,asymmetric,269.7,339.8,51.9
776,30051,30111,soma,asymmetric,211.4,354.8,25.7
777,30051,30147,proximal_dendrite,asymmetric,87.6,355.8,129.2
778,30051,30147,proximal_dendrite,asymmetric,79.0,416.1,144.4
779,30051,30160,proximal_dendrite,asymmetric,317.9,321.7,173.0
780,30051,30160,soma,uncertain,299.9,375.2,185.5
781,30051,30160,proximal_dendrite,asymmetric,275.8,338.1,129.3
782,30052,30066,proximal_dendrite,uncertain,218.3,367.4,23.8
783,30052,30072,distal_dendrite,asymmetric,86.9,465.0,342.1
784,30052,30072,soma,uncertain,93.2,381.3,347.6
785,30052,30132,proximal_dendrite,asymmetric,73.9,321.2,32.3
786,30052,30142,distal_dendrite,asymmetric,78.0,389.6,238.5
787,30052,30142,proximal_dendrite,asymmetric,28.5,392.5,189.5
788,30052,30142,distal_dendrite,asymmetric,121.9,369.9,250.6
789,30052,30142,proximal_dendrite,uncertain,62.2,381.6,246.5
790,30052,30142,proximal_dendrite,asymmetric,84.4,327.7,206.6
791,30052,30146,soma,asymmetric,146.6,421.1,375.3
792,30053,30077,spine,asymmetric,368.0,260.6,302.9
793,30053,30077,distal_dendrite,asymmetric,340.0,274.1,328.5
794,30053,30080,proximal_dendrite,asymmetric,174.2,294.0,235.8
795,30053,30184,proximal_dendrite,asymmetric,81.7,185.1,173.1
796,30053,30196,proximal_dendrite,asymmetric,35.0,407.4,157.6
797,30053,30196,soma,asymmetric,69.9,384.5,238.4
798,30053,30200,spine,asymmetric,346.2,107.2,28.5
799,30054,30076,spine,asymmetric,45.7,257.1,178.6
800,30054,30076,spine,asymmetric,-18.8,183.6,160.6
801,30054,30154,distal_dendrite,asymmetric,117.6,218.6,342.7
802,30054,30154,spine,asymmetric,81.9,241.6,304.6
803,30054,30160,proximal_dendrite,asymmetric,335.8,344.5,118.6
804,30054,30160,proximal_dendrite,asymmetric,292.8,404.7,104.7
805,30054,30163,proximal_dendrite,asymmetric,69.8,272.7,293.8
806,30054,30163,soma,asymmetric,33.9,303.2,291.6
807,30054,30184,distal_dendrite,uncertain,111.2,277.5,161.9
808,30054,30184,soma,asymmetric,127.3,208.0,121.3
809,30054,30196,distal_dendrite,asymmetric,67.7,358.8,204.0
810,30054,30196,distal_dendrite,uncertain,54.5,352.9,186.7
811,30054,30196,distal_dendrite,asymmetric,10.8,380.4,274.7
812,30054,30196,distal_dendrite,asymmetric,52.1,423.4,236.6
813,30054,30196,distal_dendrite,asymmetric,116.6,365.1,236.0
814,30054,30196,proximal_dendrite,asymmetric,56.4,330.1,194.0
815,30054,30196,proximal_dendrite,asymmetric,146.9,349.9,214.3
816,30055,30022,proximal_dendrite,asymmetric,337.1,446.0,272.5
817,30055,30022,proximal_dendrite,asymmetric,395.5,422.7,231.5
818,30055,30022,distal_dendrite,asymmetric,352.6,429.7,221.7
819,30055,30041,proximal_dendrite,asymmetric,135.5,551.7,79.7
820,30055,30041,distal_dendrite,asymmetric,168.4,463.0,102.3
821,30055,30076,spine,asymmetric,41.1,195.9,235.7
822,30055,30076,spine,asymmetric,2.1,229.2,118.0
823,30055,30076,spine,asymmetric,45.2,220.2,185.2
824,30055,30076,spine,asymmetric,38.8,214.9,179.2
825,30055,30196,distal_dendrite,asymmetric,54.8,360.3,206.5
826,30056,30013,soma,symmetric,365.0,169.3,199.8
827,30056,30028,soma,symmetric,475.0,113.8,234.8
828,30056,30028,uncertain,uncertain,384.0,213.6,263.0
829,30056,30030,distal_dendrite,symmetric,307.5,132.2,88.9
830,30056,30030,proximal_dendrite,symmetric,288.6,159.1,85.0
831,30056,30030,proximal_dendrite,uncertain,390.2,131.6,105.2
832,30056,30030,soma,symmetric,322.5,175.6,84.0
833,30056,30042,distal_dendrite,uncertain,28.6,422.7,118.9
834,30056,30122,proximal_dendrite,symmetric,110.4,497.0,98.4
835,30056,30129,soma,symmetric,119.9,300.7,135.7
836,30056,30129,distal_dendrite,symmetric,95.5,347.0,148.0
837,30056,30136,proximal_dendrite,symmetric,277.6,391.3,62.2
838,30056,30145,distal_dendrite,symmetric,255.4,461.2,203.2
839,30056,30156,soma,symmetric,178.2,440.5,122.7
840,30056,30156,proximal_dendrite,symmetric,138.1,470.3,173.1
841,30056,30190,soma,uncertain,234.4,294.6,178.6
842,30056,30190,proximal_dendrite,symmetric,250.9,313.7,99.8
843,30056,30190,soma,symmetric,247.5,341.1,104.1
844,30056,30193,proximal_dendrite,symmetric,66.1,466.4,367.4
845,30057,30013,proximal_dendrite,symmetric,360.8,162.3,170.2
846,30057,30016,proximal_dendrite,uncertain,406.3,262.1,382.5
847,30057,30016,proximal_dendrite,symmetric,400.9,310.8,350.8
848,30057,30016,soma,uncertain,405.4,270.2,393.2
849,30057,30036,distal_dendrite,symmetric,108.6,263.0,346.7
850,30057,30036,soma,symmetric,84.0,287.7,344.1
851,30057,30036,soma,symmetric,147.7,306.3,320.7
852,30057,30036,proximal_dendrite,symmetric,132.5,274.5,357.2
853,30057,30036,soma,symmetric,192.9,306.9,307.0
854,30057,30036,uncertain,uncertain,122.0,326.7,338.9
855,30057,30037,proximal_dendrite,uncertain,118.1,456.3,22.7
856,30057,30044,soma,symmetric,327.6,455.1,352.1
857,30057,30044,soma,symmetric,298.6,481.0,331.8
858,30057,30060,soma,symmetric,162.4,481.1,406.0
859,30057,30077,distal_dendrite,symmetric,344.0,282.6,331.2
860,30057,30079,soma,symmetric,105.5,371.5,232.8
861,30057,30094,proximal_dendrite,symmetric,286.5,212.7,252.1
862,30057,30094,soma,symmetric,249.3,164.5,240.1
863,30057,30104,proximal_dendrite,symmetric,235.4,183.6,192.7
864,30057,30104,soma,symmetric,196.6,213.4,197.1
865,30057,30114,proximal_dendrite,symmetric,92.7,478.0,119.8
866,30057,30114,soma,symmetric,114.1,473.0,131.7
867,30057,30114,soma,symmetric,82.4,500.0,127.3
868,30057,30114,soma,symmetric,125.4,392.8,113.0
869,30057,30118,soma,symmetric,237.3,249.0,376.5
870,30057,30118,soma,symmetric,251.1,312.1,438.4
871,30057,30125,soma,symmetric,270.6,497.5,360.5
872,30057,30125,soma,symmetric,293.4,423.6,316.4
873,30057,30131,uncertain,uncertain,147.3,314.2,60.9
874,30057,30131,soma,symmetric,198.3,265.5,24.0
875,30057,30141,soma,symmetric,181.8,250.7,348.9
876,30057,30148,soma,symmetric,317.7,116.2,247.8
877,30057,30148,soma,symmetric,364.4,103.6,275.2
878,30057,30152,distal_dendrite,uncertain,429.9,340.1,300.2
879,30057,30152,soma,symmetric,412.4,337.6,318.4
880,30057,30158,distal_dendrite,symmetric,332.1,384.3,234.8
881,30057,30161,soma,symmetric,311.6,216.2,299.5
882,30057,30172,proximal_dendrite,symmetric,362.2,394.4,187.6
883,30057,30173,proximal_dendrite,symmetric,191.1,205.6,301.9
