fragment_id,parent_neuron_id,block_100um,proofread_batch,x_um,y_um,path_length_um,caliber_mean_um,caliber_var,branch_count,tortuosity,pre_synapses,post_synapses,mito_volume_fraction,mean_intensity,label,contains_error
H0253,90072,domain2,D2,,,47.8,0.76,0.04,3,0.804,3,1,0.031,88.7,axon,1
H0254,90025,domain2,D2,,,75.1,0.197,0.0708,1,1.054,0,2,0.062,89.0,smooth_dendrite,0
H0255,90004,domain2,D2,,,34.4,0.37,0.022,8,0.569,1,2,0.149,94.9,smooth_dendrite,0
H0256,90055,domain2,D2,,,53.0,0.213,0.0321,5,1.113,0,2,0.129,105.7,smooth_dendrite,0
H0257,90106,domain2,D2,,,20.9,0.177,0.0434,2,1.656,1,1,0.034,99.8,smooth_dendrite,0
H0258,90062,domain2,D2,,,41.7,0.703,0.0265,1,0.82,0,7,0.072,87.3,spiny_dendrite,0
H0259,90074,domain2,D2,,,21.4,0.36,0.1087,2,0.36,1,3,0.069,93.3,smooth_dendrite,1
H0260,90128,domain2,D2,,,17.7,0.162,0.0291,5,1.223,4,1,0.043,85.9,axon,0
H0261,90103,domain2,D2,,,21.1,0.42,0.011,1,0.567,3,0,0.04,99.1,axon,0
H0262,90141,domain2,D2,,,21.4,1.061,0.0214,5,2.567,0,1,0.009,98.9,glia_process,0
H0263,90073,domain2,D2,,,13.1,0.563,0.0712,6,1.936,0,1,0.014,90.5,glia_process,0
H0264,90040,domain2,D2,,,18.0,0.758,0.1411,4,2.011,0,0,0.024,99.5,glia_process,0
H0265,90014,domain2,D2,,,60.5,0.358,0.0403,7,0.552,2,1,0.023,91.5,axon,0
H0266,90049,domain2,D2,,,55.5,0.497,0.0259,4,1.308,0,1,0.059,96.2,smooth_dendrite,0
H0267,90139,domain2,D2,,,37.3,1.226,0.0297,2,1.705,0,1,0.011,85.6,glia_process,0
H0268,90106,domain2,D2,,,23.9,0.635,0.0742,3,1.129,0,0,0.041,104.0,glia_process,0
H0269,90147,domain2,D2,,,146.8,0.312,0.1075,7,1.456,1,2,0.091,90.3,merged_object,1
H0270,90031,domain2,D2,,,38.8,0.558,0.0703,2,0.781,0,3,0.118,100.8,smooth_dendrite,0
H0271,90007,domain2,D2,,,100.4,0.68,0.1117,4,1.347,1,8,0.028,93.8,merged_object,1
H0272,90041,domain2,D2,,,27.9,0.778,0.0344,3,1.878,1,0,0.022,100.3,axon,1
H0273,90137,domain2,D2,,,33.5,0.145,0.0179,3,0.63,3,2,0.026,97.1,axon,1
H0274,90124,domain2,D2,,,21.3,0.19,0.084,5,0.936,0,0,0.017,101.0,glia_process,0
H0275,90132,domain2,D2,,,16.6,0.256,0.0354,5,1.152,0,0,0.02,96.0,glia_process,0
H0276,90010,domain2,D2,,,20.7,0.784,0.0401,8,1.071,2,3,0.072,104.4,merged_object,1
H0277,90020,domain2,D2,,,9.6,0.505,0.0305,2,1.59,0,7,0.058,100.0,spiny_dendrite,0
H0278,90092,domain2,D2,,,5.5,0.185,0.0141,2,0.569,3,1,0.051,92.9,axon,1
H0279,90070,domain2,D2,,,19.1,0.795,0.0329,3,1.985,1,3,0.012,89.6,spiny_dendrite,0
H0280,90017,domain2,D2,,,19.1,0.82,0.0525,2,0.404,0,6,0.08,94.6,spiny_dendrite,1
H0281,90046,domain2,D2,,,17.1,0.115,0.0895,1,1.725,1,2,0.053,99.1,smooth_dendrite,0
H0282,90145,domain2,D2,,,92.7,0.424,0.059,6,1.503,2,1,0.032,98.8,axon,1
H0283,90149,domain2,D2,,,30.8,0.302,0.1104,2,1.508,0,0,0.031,101.3,glia_process,1
H0284,90060,domain2,D2,,,11.0,0.159,0.0561,8,1.164,0,2,0.057,85.1,smooth_dendrite,0
H0285,90118,domain2,D2,,,22.8,1.355,0.0334,5,0.956,1,1,0.031,96.2,spiny_dendrite,0
H0286,90028,domain2,D2,,,17.0,0.607,0.0485,2,1.229,1,2,0.061,94.0,spiny_dendrite,0
H0287,90023,domain2,D2,,,7.3,0.63,0.0958,2,2.028,0,0,0.073,96.8,glia_process,0
H0288,90045,domain2,D2,,,25.3,0.164,0.0171,2,1.918,0,2,0.063,96.6,smooth_dendrite,1
H0289,90093,domain2,D2,,,22.4,0.657,0.0345,6,1.093,2,3,0.036,101.9,spiny_dendrite,1
H0290,90117,domain2,D2,,,48.7,0.856,0.0932,4,1.828,1,8,0.021,93.4,spiny_dendrite,0
H0291,90032,domain2,D2,,,35.1,0.219,0.0163,2,4.383,2,1,0.009,86.7,axon,0
H0292,90130,domain2,D2,,,16.1,0.664,0.0125,3,2.189,4,1,0.053,82.6,axon,1
H0293,90065,domain2,D2,,,22.5,0.269,0.0063,2,2.327,3,2,0.021,98.9,axon,0
H0294,90061,domain2,D2,,,12.2,0.318,0.0155,4,1.701,3,2,0.059,84.7,axon,0
H0295,90045,domain2,D2,,,52.8,0.358,0.1297,3,1.539,0,6,0.052,82.7,spiny_dendrite,0
H0296,90064,domain2,D2,,,43.8,0.218,0.2579,8,1.151,0,0,0.042,89.7,glia_process,0
H0297,90077,domain2,D2,,,50.2,0.226,0.1281,3,1.947,7,14,0.097,90.5,merged_object,1
H0298,90079,domain2,D2,,,25.0,0.664,0.1058,8,1.032,0,1,0.037,102.5,glia_process,1
H0299,90125,domain2,D2,,,49.0,0.363,0.0208,2,1.254,0,10,0.038,90.4,spiny_dendrite,1
H0300,90104,domain2,D2,,,28.6,0.336,0.0097,4,0.849,2,1,0.032,87.0,axon,1
H0301,90115,domain2,D2,,,40.6,0.525,0.0089,6,0.325,2,1,0.025,107.1,axon,0
H0302,90123,domain2,D2,,,109.3,0.433,0.0239,2,0.519,1,1,0.016,95.8,axon,1
H0303,90135,domain2,D2,,,140.2,0.656,0.0244,1,1.089,4,1,0.047,94.3,axon,0
H0304,90119,domain2,D2,,,78.5,0.47,0.0101,2,0.722,4,1,0.038,106.5,axon,0
H0305,90030,domain2,D2,,,56.8,0.227,0.073,2,1.023,1,1,0.042,97.7,smooth_dendrite,0
H0306,90031,domain2,D2,,,32.4,0.269,0.0132,2,2.056,3,1,0.04,103.1,axon,1
H0307,90057,domain2,D2,,,39.1,0.234,0.0971,1,0.988,0,1,0.052,88.8,smooth_dendrite,0
H0308,90062,domain2,D2,,,20.4,0.289,0.0082,4,1.284,1,1,0.023,95.8,axon,0
H0309,90099,domain2,D2,,,26.5,0.262,0.012,6,0.736,3,1,0.066,106.8,axon,0
H0310,90088,domain2,D2,,,31.6,0.458,0.1256,5,0.729,1,1,0.028,95.2,smooth_dendrite,0
H0311,90140,domain2,D2,,,39.9,0.956,0.16,3,3.234,0,3,0.056,83.0,spiny_dendrite,1
H0312,90023,domain2,D2,,,55.9,0.175,0.0337,3,1.298,2,1,0.034,97.7,axon,0
H0313,90028,domain2,D2,,,92.0,0.91,0.0193,4,1.125,1,6,0.062,93.8,spiny_dendrite,1
H0314,90094,domain2,D2,,,26.7,2.377,0.0467,3,1.495,0,7,0.112,99.4,spiny_dendrite,0
H0315,90024,domain2,D2,,,88.3,0.742,0.0598,4,1.874,0,12,0.052,83.5,spiny_dendrite,0
H0316,90034,domain2,D2,,,45.0,0.579,0.0181,2,1.457,4,1,0.019,93.3,axon,0
H0317,90080,domain2,D2,,,18.0,0.555,0.0345,2,1.913,1,1,0.045,102.5,smooth_dendrite,0
H0318,90073,domain2,D2,,,31.1,0.282,0.0093,2,1.808,4,1,0.02,86.4,axon,0
H0319,90150,domain2,D2,,,37.7,0.736,0.0397,1,3.156,2,1,0.083,85.2,axon,0
H0320,90084,domain2,D2,,,74.2,0.379,0.2013,6,1.479,1,4,0.096,85.0,merged_object,1
H0321,90129,domain2,D2,,,36.6,0.723,0.019,3,0.783,2,2,0.064,86.5,axon,0
H0322,90056,domain2,D2,,,28.7,0.387,0.0615,5,2.962,0,0,0.022,88.4,glia_process,0
H0323,90079,domain2,D2,,,28.1,0.197,0.0191,2,1.166,6,1,0.043,93.5,axon,1
H0324,90141,domain2,D2,,,18.2,0.404,0.054,6,1.249,1,1,0.049,96.4,smooth_dendrite,1
H0325,90112,domain2,D2,,,19.1,0.577,0.0979,3,1.292,1,5,0.035,98.8,spiny_dendrite,1
H0326,90113,domain2,D2,,,38.0,0.861,0.0998,2,0.592,0,5,0.028,101.0,spiny_dendrite,0
H0327,90134,domain2,D2,,,43.1,0.704,0.0066,6,0.899,4,1,0.026,88.3,axon,0
H0328,90135,domain2,D2,,,74.4,0.509,0.0168,1,1.434,2,1,0.032,75.0,axon,1
H0329,90026,domain2,D2,,,21.3,0.635,0.0644,6,1.483,0,1,0.02,79.3,glia_process,0
H0330,90099,domain2,D2,,,35.7,0.532,0.1649,3,3.763,0,1,0.008,103.2,glia_process,0
H0331,90140,domain2,D2,,,19.7,0.464,0.017,1,1.193,1,2,0.06,97.4,axon,0
H0332,90141,domain2,D2,,,33.7,0.312,0.0589,2,0.676,4,2,0.062,87.1,axon,0
H0333,90059,domain2,D2,,,37.0,0.356,0.0222,6,3.005,0,9,0.095,103.7,spiny_dendrite,1
H0334,90003,domain2,D2,,,38.9,0.341,0.0684,4,1.573,3,2,0.033,110.1,axon,0
H0335,90058,domain2,D2,,,27.5,0.383,0.0137,6,0.809,3,1,0.038,90.0,axon,0
H0336,90137,domain2,D2,,,36.5,0.461,0.0486,1,0.922,0,2,0.25,86.9,smooth_dendrite,1
H0337,90141,domain2,D2,,,26.6,0.136,0.0247,5,1.511,1,8,0.042,98.6,spiny_dendrite,1
H0338,90047,domain2,D2,,,30.0,0.47,0.0482,2,0.812,0,3,0.038,88.3,spiny_dendrite,1
H0339,90002,domain2,D2,,,15.4,0.306,0.0393,3,0.551,2,1,0.012,82.7,axon,0
H0340,90133,domain2,D2,,,31.3,0.375,0.0678,3,0.651,0,0,0.025,100.5,glia_process,0
H0341,90138,domain2,D2,,,36.4,0.233,0.0135,5,0.889,2,2,0.15,80.4,axon,0
H0342,90029,domain2,D2,,,20.6,0.39,0.0104,5,1.933,2,1,0.024,101.5,axon,0
H0343,90139,domain2,D2,,,37.3,0.423,0.0185,2,0.484,6,3,0.083,103.8,axon,0
H0344,90092,domain2,D2,,,12.9,0.153,0.0226,3,3.127,2,0,0.025,92.4,axon,0
H0345,90127,domain2,D2,,,26.6,0.351,0.019,3,0.685,1,1,0.054,89.3,smooth_dendrite,1
H0346,90050,domain2,D2,,,33.4,0.192,0.0155,1,0.764,2,0,0.04,92.1,axon,0
H0347,90044,domain2,D2,,,24.9,0.25,0.037,1,0.77,1,1,0.058,103.3,smooth_dendrite,0
H0348,90096,domain2,D2,,,27.1,0.441,0.0767,2,5.356,1,0,0.026,91.7,glia_process,0
H0349,90118,domain2,D2,,,37.5,0.378,0.0762,3,1.224,4,1,0.063,90.0,axon,1
H0350,90103,domain2,D2,,,43.6,0.332,0.0817,4,2.401,0,0,0.025,96.7,glia_process,0
H0351,90064,domain2,D2,,,25.5,1.326,0.0219,1,3.196,0,1,0.045,92.0,smooth_dendrite,0
H0352,90048,domain2,D2,,,25.4,0.277,0.0153,2,1.028,3,1,0.063,99.0,axon,0
H0353,90110,domain2,D2,,,70.6,1.021,0.0124,4,2.057,2,1,0.112,81.8,axon,0
H0354,90094,domain2,D2,,,20.3,0.746,0.0841,4,0.819,1,1,0.031,89.0,smooth_dendrite,0
H0355,90032,domain2,D2,,,71.3,0.418,0.1108,4,0.808,7,3,0.045,97.4,merged_object,1
H0356,90075,domain2,D2,,,16.9,0.324,0.0362,3,0.568,3,1,0.036,81.0,axon,0
H0357,90114,domain2,D2,,,20.8,1.312,0.0749,3,1.201,1,4,0.221,106.0,spiny_dendrite,1
H0358,90149,domain2,D2,,,24.9,0.455,0.1974,3,1.488,0,1,0.041,84.9,glia_process,0
H0359,90025,domain2,D2,,,23.3,0.263,0.0196,8,2.027,4,1,0.025,103.2,axon,0
H0360,90029,domain2,D2,,,52.3,0.54,0.0537,3,1.409,1,2,0.031,94.1,axon,0
H0361,90139,domain2,D2,,,11.1,0.294,0.025,3,1.216,5,1,0.037,92.1,axon,0
H0362,90129,domain2,D2,,,86.5,0.694,0.0647,2,1.03,1,2,0.067,94.6,spiny_dendrite,0
H0363,90027,domain2,D2,,,33.0,0.261,0.0937,8,1.398,0,1,0.029,108.7,glia_process,0
H0364,90002,domain2,D2,,,47.4,0.597,0.0442,2,0.514,2,2,0.012,97.4,axon,0
H0365,90095,domain2,D2,,,40.1,0.431,0.0272,4,0.742,1,3,0.059,95.2,spiny_dendrite,1
H0366,90081,domain2,D2,,,34.9,0.295,0.0142,3,0.491,3,1,0.027,90.2,axon,0
H0367,90045,domain2,D2,,,45.5,0.277,0.0215,2,2.437,3,1,0.054,84.5,axon,0
H0368,90129,domain2,D2,,,21.7,0.618,0.1607,2,1.206,0,0,0.019,91.0,glia_process,1
H0369,90078,domain2,D2,,,17.8,0.343,0.1288,14,1.168,0,0,0.01,105.4,glia_process,0
H0370,90032,domain2,D2,,,47.6,0.404,0.1122,1,3.288,1,5,0.138,76.7,spiny_dendrite,1
H0371,90032,domain2,D2,,,40.6,0.202,0.0267,2,0.625,3,1,0.02,89.6,axon,0
H0372,90147,domain2,D2,,,65.5,0.406,0.0096,5,1.151,3,1,0.013,99.5,axon,0
H0373,90010,domain2,D2,,,34.1,0.231,0.0108,3,0.387,2,2,0.041,81.9,axon,1
H0374,90136,domain2,D2,,,89.7,0.402,0.0261,4,0.769,0,2,0.077,81.9,spiny_dendrite,1
H0375,90083,domain2,D2,,,17.6,0.375,0.0679,3,0.825,0,3,0.091,91.2,spiny_dendrite,0
H0376,90056,domain2,D2,,,24.1,0.127,0.1102,10,0.673,1,3,0.064,96.7,spiny_dendrite,0
H0377,90030,domain2,D2,,,22.6,0.464,0.0267,3,0.697,2,2,0.023,84.3,axon,0
H0378,90061,domain2,D2,,,19.7,0.341,0.0249,2,1.019,5,1,0.026,99.7,axon,0
H0379,90137,domain2,D2,,,60.0,0.422,0.1841,3,1.457,3,17,0.064,92.9,merged_object,1
H0380,90080,domain2,D2,,,15.8,0.531,0.0145,4,0.859,1,2,0.058,100.0,spiny_dendrite,1
H0381,90148,domain2,D2,,,68.7,0.269,0.017,1,2.119,1,1,0.07,87.5,axon,0
H0382,90069,domain2,D2,,,49.1,0.389,0.0272,5,0.933,0,3,0.029,100.8,smooth_dendrite,0
H0383,90042,domain2,D2,,,28.5,0.251,0.0101,2,1.5,2,1,0.04,90.8,axon,1
H0384,90047,domain2,D2,,,42.0,0.504,0.1031,1,1.3,0,5,0.073,89.2,spiny_dendrite,0
H0385,90053,domain2,D2,,,28.2,0.51,0.0267,2,1.41,2,3,0.117,102.3,axon,0
H0386,90135,domain2,D2,,,28.9,1.732,0.1318,3,2.215,1,1,0.053,97.0,spiny_dendrite,0
H0387,90003,domain2,D2,,,25.6,0.218,0.0111,4,1.486,1,1,0.064,82.9,axon,0
H0388,90129,domain2,D2,,,37.4,0.972,0.0428,4,0.85,1,4,0.05,108.5,spiny_dendrite,0
H0389,90103,domain2,D2,,,58.4,1.104,0.0344,4,1.308,0,1,0.024,85.8,glia_process,0
H0390,90129,domain2,D2,,,15.7,0.775,0.0359,3,4.37,0,6,0.039,86.1,spiny_dendrite,1
H0391,90090,domain2,D2,,,14.5,0.494,0.0092,2,0.828,5,3,0.011,89.9,axon,0
H0392,90021,domain2,D2,,,53.0,0.31,0.0287,1,1.295,3,2,0.052,83.6,axon,0
H0393,90144,domain2,D2,,,51.6,0.671,0.0142,3,0.674,3,1,0.052,95.3,axon,0
H0394,90006,domain2,D2,,,21.2,0.587,0.0733,4,1.96,1,7,0.033,103.9,spiny_dendrite,0
H0395,90111,domain2,D2,,,15.2,0.307,0.0436,5,1.489,1,1,0.104,105.1,smooth_dendrite,0
H0396,90049,domain2,D2,,,37.5,0.471,0.0093,3,0.762,3,2,0.041,79.1,axon,0
H0397,90051,domain2,D2,,,12.4,0.856,0.0775,3,0.745,0,1,0.013,91.8,glia_process,0
H0398,90012,domain2,D2,,,28.8,0.62,0.0288,2,2.441,0,7,0.038,93.9,spiny_dendrite,0
H0399,90107,domain2,D2,,,31.8,0.069,0.0077,4,1.783,1,1,0.027,91.3,axon,0
H0400,90086,domain2,D2,,,36.9,0.379,0.099,5,1.542,1,6,0.047,99.7,spiny_dendrite,0
H0401,90089,domain2,D2,,,21.9,0.356,0.0477,2,3.895,1,1,0.123,90.0,smooth_dendrite,0
H0402,90002,domain2,D2,,,32.4,0.271,0.0238,4,0.703,5,1,0.038,107.9,axon,0
H0403,90144,domain2,D2,,,54.0,0.327,0.0557,2,2.91,4,1,0.028,99.1,axon,0
H0404,90033,domain2,D2,,,26.6,0.252,0.0586,11,0.676,0,1,0.037,105.0,glia_process,0
H0405,90058,domain2,D2,,,28.0,0.114,0.0256,2,1.03,3,2,0.025,107.9,axon,0
H0406,90120,domain2,D2,,,88.2,0.235,0.0218,2,0.738,3,2,0.017,93.1,axon,0
H0407,90114,domain2,D2,,,53.8,0.371,0.0977,2,1.047,1,3,0.064,95.1,merged_object,1
H0408,90134,domain2,D2,,,25.6,0.352,0.0277,3,0.847,3,1,0.074,99.5,axon,0
H0409,90076,domain2,D2,,,43.2,0.238,0.0579,1,1.316,1,5,0.019,97.1,smooth_dendrite,0
H0410,90022,domain2,D2,,,62.1,0.168,0.0096,4,0.575,2,2,0.034,103.3,axon,0
H0411,90041,domain2,D2,,,34.1,0.549,0.1461,3,1.462,0,0,0.038,91.0,glia_process,0
H0412,90074,domain2,D2,,,41.6,0.295,0.0654,8,1.751,1,6,0.084,90.8,smooth_dendrite,0
H0413,90030,domain2,D2,,,49.5,0.388,0.0088,2,2.106,4,2,0.049,92.3,axon,0
H0414,90098,domain2,D2,,,20.2,0.297,0.0194,6,0.803,2,1,0.056,92.9,axon,0
H0415,90099,domain2,D2,,,32.5,0.385,0.0585,2,0.374,1,3,0.071,86.1,smooth_dendrite,0
H0416,90022,domain2,D2,,,66.3,0.726,0.0831,6,1.011,0,2,0.016,97.1,glia_process,0
H0417,90116,domain2,D2,,,30.8,0.838,0.0392,4,0.8,1,1,0.066,99.4,axon,1
H0418,90086,domain2,D2,,,22.7,0.309,0.017,3,1.074,0,4,0.082,101.1,smooth_dendrite,0
H0419,90032,domain2,D2,,,113.0,0.893,0.0437,2,0.636,2,1,0.116,97.5,axon,1
H0420,90141,domain2,D2,,,29.5,0.776,0.0746,4,1.146,0,2,0.05,90.9,smooth_dendrite,0
H0421,90149,domain2,D2,,,27.2,0.084,0.0556,3,0.823,1,2,0.198,105.9,smooth_dendrite,0
H0422,90150,domain2,D2,,,140.8,0.286,0.0112,3,1.776,5,2,0.027,107.2,axon,0
H0423,90086,domain2,D2,,,16.4,0.295,0.0497,4,1.039,1,7,0.067,91.2,spiny_dendrite,0
H0424,90089,domain2,D2,,,59.5,0.251,0.0329,4,1.195,0,1,0.07,92.9,smooth_dendrite,0
H0425,90021,domain2,D2,,,45.6,0.501,0.0244,2,1.633,0,1,0.054,77.2,smooth_dendrite,1
H0426,90047,domain2,D2,,,29.6,0.368,0.0174,2,1.195,4,1,0.024,83.4,axon,0
H0427,90029,domain2,D2,,,23.5,0.172,0.0482,2,2.206,0,3,0.066,110.7,smooth_dendrite,1
H0428,90012,domain2,D2,,,21.9,0.861,0.0088,3,0.794,3,0,0.019,99.7,axon,0
H0429,90054,domain2,D2,,,179.0,0.577,0.1449,6,0.591,2,5,0.052,93.0,merged_object,1
H0430,90107,domain2,D2,,,26.2,0.531,0.0925,3,1.553,1,4,0.041,98.0,merged_object,1
H0431,90074,domain2,D2,,,18.9,0.377,0.1297,4,1.759,0,2,0.016,89.2,glia_process,0
H0432,90108,domain2,D2,,,23.5,1.002,0.057,3,1.504,1,2,0.03,91.6,spiny_dendrite,0
H0433,90150,domain2,D2,,,27.0,0.553,0.0666,3,1.097,1,4,0.026,92.8,spiny_dendrite,0
H0434,90023,domain2,D2,,,34.3,0.862,0.0579,2,1.434,0,4,0.079,85.3,spiny_dendrite,0
H0435,90150,domain2,D2,,,77.2,0.49,0.0767,4,1.13,1,1,0.047,94.2,smooth_dendrite,1
H0436,90013,domain2,D2,,,50.2,0.51,0.0069,2,0.932,3,1,0.022,90.9,axon,1
H0437,90017,domain2,D2,,,23.0,0.393,0.017,1,1.065,1,1,0.012,92.2,axon,0
H0438,90137,domain2,D2,,,21.1,0.51,0.0294,2,2.389,3,1,0.07,101.1,axon,0
H0439,90129,domain2,D2,,,33.8,0.179,0.0712,4,0.939,3,4,0.011,100.0,axon,0
H0440,90116,domain2,D2,,,45.2,0.181,0.0504,2,0.956,1,1,0.1,84.1,smooth_dendrite,0
H0441,90125,domain2,D2,,,23.3,0.085,0.0263,2,0.794,1,0,0.01,100.5,axon,0
H0442,90138,domain2,D2,,,14.6,0.65,0.1085,7,0.877,0,3,0.031,90.0,spiny_dendrite,0
H0443,90070,domain2,D2,,,39.9,0.419,0.0615,8,0.948,5,1,0.044,84.0,axon,0
H0444,90007,domain2,D2,,,62.9,0.13,0.0293,5,0.705,1,0,0.058,90.6,axon,0
H0445,90096,domain2,D2,,,37.3,0.211,0.0555,3,1.293,1,2,0.152,93.7,smooth_dendrite,0
H0446,90123,domain2,D2,,,24.0,0.174,0.0128,1,0.963,2,2,0.103,102.0,axon,1
H0447,90022,domain2,D2,,,27.1,0.079,0.0126,3,0.497,2,1,0.062,91.6,axon,0
H0448,90065,domain2,D2,,,28.6,0.398,0.0174,3,0.853,1,8,0.017,95.4,spiny_dendrite,0
H0449,90053,domain2,D2,,,21.5,0.763,0.0716,6,0.747,0,2,0.059,97.2,smooth_dendrite,1
H0450,90150,domain2,D2,,,14.4,0.267,0.0366,6,0.767,1,7,0.032,87.3,spiny_dendrite,0
H0451,90124,domain2,D2,,,32.9,0.251,0.025,3,0.979,2,2,0.059,97.0,axon,0
H0452,90045,domain2,D2,,,30.6,0.234,0.0167,3,2.463,10,2,0.033,93.3,axon,0
H0453,90116,domain2,D2,,,20.0,0.463,0.0791,1,5.1,0,0,0.025,96.1,glia_process,0
H0454,90146,domain2,D2,,,24.1,0.756,0.0973,4,1.275,1,1,0.021,110.0,glia_process,0
H0455,90104,domain2,D2,,,48.8,1.389,0.0278,5,0.789,1,2,0.078,97.1,spiny_dendrite,0
H0456,90077,domain2,D2,,,13.5,0.254,0.0245,4,0.754,6,1,0.054,104.8,axon,1
H0457,90014,domain2,D2,,,15.9,0.234,0.3082,6,1.246,1,0,0.019,119.5,glia_process,0
H0458,90129,domain2,D2,,,24.4,0.651,0.0179,1,0.548,3,2,0.022,93.9,axon,1
H0459,90023,domain2,D2,,,49.8,0.44,0.0248,3,1.445,0,1,0.011,112.7,glia_process,0
H0460,90121,domain2,D2,,,21.8,0.535,0.0208,5,3.2,1,1,0.058,90.4,smooth_dendrite,0
H0461,90062,domain2,D2,,,106.6,0.547,0.0304,1,0.39,6,2,0.03,90.5,axon,1
H0462,90148,domain2,D2,,,24.8,0.295,0.1596,1,1.11,0,0,0.009,88.5,glia_process,0
H0463,90004,domain2,D2,,,26.0,0.082,0.0366,5,0.714,0,2,0.051,91.7,smooth_dendrite,0
H0464,90020,domain2,D2,,,17.7,0.376,0.0739,2,1.287,0,0,0.021,91.5,glia_process,1
H0465,90101,domain2,D2,,,36.9,0.344,0.0087,2,1.049,2,1,0.031,96.0,axon,1
H0466,90078,domain2,D2,,,10.4,0.168,0.0536,2,2.056,0,2,0.036,84.4,smooth_dendrite,0
H0467,90072,domain2,D2,,,33.1,0.116,0.0444,2,1.432,0,3,0.039,103.8,smooth_dendrite,0
H0468,90142,domain2,D2,,,48.9,0.739,0.0545,5,0.708,2,4,0.061,92.8,merged_object,1
H0469,90027,domain2,D2,,,41.2,0.268,0.0661,1,0.656,0,1,0.005,113.1,glia_process,0
H0470,90015,domain2,D2,,,32.6,1.802,0.0223,3,0.585,0,4,0.037,99.4,spiny_dendrite,0
H0471,90132,domain2,D2,,,21.5,0.288,0.0304,4,1.385,0,2,0.233,104.5,smooth_dendrite,0
H0472,90104,domain2,D2,,,19.7,0.278,0.0271,6,2.064,0,0,0.021,84.6,glia_process,0
H0473,90137,domain2,D2,,,15.0,0.813,0.0488,3,1.053,0,4,0.072,87.2,spiny_dendrite,1
H0474,90077,domain2,D2,,,27.7,0.222,0.0103,4,2.264,3,1,0.007,85.1,axon,0
H0475,90089,domain2,D2,,,66.7,0.776,0.0527,6,0.571,0,9,0.079,96.9,spiny_dendrite,1
H0476,90116,domain2,D2,,,37.8,0.239,0.0112,2,0.637,8,1,0.036,99.1,axon,0
H0477,90049,domain2,D2,,,18.4,0.534,0.0986,5,1.115,0,1,0.021,100.2,glia_process,0
H0478,90095,domain2,D2,,,36.7,0.314,0.0742,3,1.772,1,1,0.011,79.3,glia_process,0
H0479,90054,domain2,D2,,,40.5,0.453,0.0629,2,1.602,0,3,0.091,109.1,spiny_dendrite,0
H0480,90128,domain2,D2,,,17.4,0.381,0.0423,5,1.704,0,9,0.064,91.7,spiny_dendrite,0
H0481,90091,domain2,D2,,,45.2,0.417,0.0187,2,0.747,2,2,0.05,101.5,axon,0
H0482,90029,domain2,D2,,,81.1,1.032,0.061,2,1.053,0,9,0.128,86.4,spiny_dendrite,0
H0483,90015,domain2,D2,,,58.7,0.194,0.0374,8,0.782,0,1,0.064,87.6,smooth_dendrite,0
H0484,90127,domain2,D2,,,45.5,1.832,0.027,2,3.689,0,4,0.043,93.9,spiny_dendrite,0
H0485,90027,domain2,D2,,,31.3,0.33,0.0357,2,1.533,1,2,0.087,81.4,smooth_dendrite,0
H0486,90063,domain2,D2,,,39.3,0.538,0.0163,2,1.412,2,0,0.048,103.7,axon,1
H0487,90133,domain2,D2,,,21.4,0.557,0.0107,6,1.246,1,1,0.046,103.9,axon,0
H0488,90052,domain2,D2,,,29.9,0.447,0.1587,6,1.375,2,3,0.122,90.4,merged_object,1
H0489,90034,domain2,D2,,,53.1,0.768,0.0728,3,1.804,0,6,0.076,92.3,spiny_dendrite,0
H0490,90118,domain2,D2,,,14.1,0.094,0.0199,1,1.021,0,1,0.028,112.0,axon,0
H0491,90081,domain2,D2,,,135.1,0.25,0.032,3,1.302,3,2,0.015,87.9,axon,0
H0492,90145,domain2,D2,,,30.0,0.397,0.1667,6,3.001,1,4,0.06,90.0,merged_object,1
H0493,90136,domain2,D2,,,31.6,0.51,0.0455,13,0.534,1,6,0.036,102.2,spiny_dendrite,1
H0494,90032,domain2,D2,,,59.2,0.592,0.0189,2,1.849,3,1,0.05,107.9,axon,1
H0495,90077,domain2,D2,,,60.6,0.827,0.1804,2,1.949,0,0,0.077,94.8,glia_process,0
H0496,90092,domain2,D2,,,58.5,0.518,0.0222,4,1.06,1,3,0.064,91.7,spiny_dendrite,0
H0497,90028,domain2,D2,,,21.7,0.817,0.0422,3,1.425,4,1,0.06,102.3,axon,0
H0498,90092,domain2,D2,,,15.7,0.992,0.0347,4,2.091,4,1,0.064,85.5,axon,0
H0499,90124,domain2,D2,,,64.3,0.166,0.07,3,1.442,0,1,0.105,93.6,smooth_dendrite,0
H0500,90024,domain2,D2,,,41.2,0.283,0.0113,2,1.849,2,1,0.033,84.5,axon,1
H0501,90094,domain2,D2,,,72.6,0.21,0.0114,1,1.524,1,1,0.105,77.5,smooth_dendrite,0
H0502,90034,domain2,D2,,,11.5,0.397,0.0488,4,1.424,0,5,0.107,111.7,spiny_dendrite,0
H0503,90062,domain2,D2,,,20.7,0.655,0.0378,3,1.697,3,2,0.063,79.0,axon,0
H0504,90040,domain2,D2,,,50.7,0.525,0.0476,5,1.182,1,2,0.096,99.4,smooth_dendrite,0
H0505,90047,domain2,D2,,,34.3,0.316,0.0173,3,0.79,2,1,0.041,95.5,axon,0
H0506,90024,domain2,D2,,,8.6,0.147,0.0099,2,1.446,3,0,0.028,96.9,axon,0
