fragment_id,parent_neuron_id,block_100um,proofread_batch,x_um,y_um,path_length_um,caliber_mean_um,caliber_var,branch_count,tortuosity,pre_synapses,post_synapses,mito_volume_fraction,mean_intensity,label,contains_error
F0657,40207,5-6,B4,589.0,666.9,18.2,0.143,0.0474,2,0.834,1,1,0.044,128.5,axon,0
F0658,40276,4-3,B5,491.7,308.3,117.2,0.537,0.0224,5,1.787,1,4,0.079,111.5,axon,0
F0659,40401,3-2,B6,386.5,263.7,30.4,0.298,0.1191,3,0.874,1,3,0.148,120.5,smooth_dendrite,0
F0660,40410,7-1,B3,766.6,151.4,26.6,1.32,0.3123,7,2.713,1,6,0.144,103.5,merged_object,1
F0661,40262,7-4,B4,715.6,461.3,32.1,0.374,0.0647,3,0.675,0,8,0.071,123.8,spiny_dendrite,0
F0662,40386,0-2,B5,30.8,241.1,69.5,0.35,0.049,4,4.34,0,3,0.148,125.9,smooth_dendrite,0
F0663,40354,1-7,B1,163.6,774.3,122.8,0.398,0.0265,4,2.189,3,1,0.027,108.7,axon,1
F0664,40106,1-2,B4,135.9,205.7,20.4,0.432,0.034,1,1.46,0,5,0.218,120.3,spiny_dendrite,0
F0665,40315,3-4,B4,313.7,463.4,12.7,0.937,0.022,4,2.997,1,4,0.167,128.0,spiny_dendrite,0
F0666,40477,1-0,B3,172.7,63.8,19.2,0.546,0.0798,3,0.643,1,4,0.113,116.6,smooth_dendrite,0
F0667,40429,6-1,B6,631.1,106.0,83.5,0.626,0.078,3,0.699,1,9,0.217,116.7,smooth_dendrite,0
F0668,40003,3-5,B2,391.2,507.5,30.7,0.343,0.0265,6,2.173,4,1,0.062,127.8,axon,0
F0669,40365,3-0,B1,317.8,56.8,25.6,1.248,0.0222,4,0.843,1,4,0.101,125.1,smooth_dendrite,0
F0670,40075,2-7,B1,249.2,762.8,58.7,0.079,0.0223,9,0.946,4,1,0.027,131.7,axon,0
F0671,40361,4-3,B4,417.2,391.3,12.8,0.202,0.0349,2,0.499,0,2,0.082,110.8,smooth_dendrite,0
F0672,40147,0-0,B4,30.4,13.1,39.5,0.398,0.0328,4,0.612,0,24,0.027,122.9,spiny_dendrite,0
F0673,40033,2-4,B1,280.1,485.4,20.7,0.601,0.0159,2,1.375,4,1,0.121,126.8,axon,0
F0674,40175,4-2,B3,476.6,274.2,26.1,0.415,0.0201,3,1.059,1,8,0.071,131.0,spiny_dendrite,0
F0675,40330,4-0,B4,422.2,33.5,15.2,0.696,0.037,7,1.775,1,9,0.123,128.6,spiny_dendrite,0
F0676,40490,2-4,B1,256.5,455.9,49.3,0.899,0.0295,3,0.583,0,3,0.23,117.5,smooth_dendrite,0
F0677,40104,0-6,B6,93.5,645.3,20.2,0.135,0.0056,4,1.669,3,2,0.041,121.5,axon,0
F0678,40215,2-3,B2,289.6,349.0,62.6,1.047,0.0766,3,0.4,1,3,0.11,122.2,spiny_dendrite,0
F0679,40263,7-4,B5,757.7,443.0,18.1,0.524,0.083,1,1.796,0,6,0.079,125.8,spiny_dendrite,0
F0680,40390,6-1,B4,605.4,120.3,121.4,0.625,0.0149,3,1.99,5,0,0.077,104.8,axon,0
F0681,40474,1-4,B4,178.6,477.9,29.9,0.299,0.0483,1,0.317,0,5,0.042,124.2,smooth_dendrite,0
F0682,40065,1-3,B5,136.1,382.9,34.5,2.129,0.1684,2,5.043,1,13,0.035,145.6,spiny_dendrite,0
F0683,40334,2-2,B3,294.7,268.6,64.0,0.276,0.0587,1,1.736,0,4,0.176,111.2,smooth_dendrite,0
F0684,40069,6-4,B3,636.3,473.0,22.8,0.173,0.0603,2,0.808,0,2,0.109,123.0,spiny_dendrite,0
F0685,40038,7-5,B2,793.5,574.4,23.1,0.46,0.0104,1,1.809,3,1,0.083,120.2,axon,0
F0686,40455,3-0,B5,346.0,1.1,37.3,0.154,0.0209,4,1.611,2,1,0.116,117.2,axon,0
F0687,40109,5-5,B2,511.3,550.2,15.0,1.312,0.015,2,0.409,2,5,0.074,111.6,spiny_dendrite,0
F0688,40045,6-4,B6,612.1,431.9,16.2,0.186,0.0153,4,1.438,1,1,0.049,118.8,axon,1
F0689,40427,0-1,B6,66.2,140.0,5.6,0.347,0.0153,3,1.564,2,2,0.231,141.5,smooth_dendrite,0
F0690,40269,7-0,B4,783.4,0.9,10.6,0.446,0.0322,2,0.452,1,8,0.22,140.5,spiny_dendrite,0
F0691,40352,1-6,B3,107.1,612.2,144.6,1.435,0.4212,3,3.247,5,5,0.136,115.9,merged_object,1
F0692,40592,1-7,B6,159.4,797.4,37.3,0.435,0.0502,3,0.769,1,0,0.052,117.7,glia_process,0
F0693,40212,7-4,B6,738.0,451.4,14.9,0.559,0.1303,4,1.195,1,8,0.193,128.5,spiny_dendrite,0
F0694,40259,3-4,B6,322.0,474.4,85.8,0.198,0.0172,2,0.502,3,1,0.051,124.3,axon,0
F0695,40315,3-4,B4,339.7,484.9,10.6,0.628,0.0359,2,2.249,1,3,0.159,126.7,spiny_dendrite,0
F0696,40036,5-1,B1,590.9,170.5,20.0,2.482,0.0976,4,0.639,1,3,0.192,78.5,spiny_dendrite,0
F0697,40573,3-0,B5,348.4,10.9,22.1,0.275,0.0514,3,0.7,0,1,0.026,122.4,glia_process,1
F0698,40540,1-0,B2,155.0,96.1,62.5,0.732,0.0638,3,1.686,0,0,0.029,119.9,glia_process,0
F0699,40586,2-0,B6,243.9,42.6,40.5,0.467,0.2138,2,1.315,0,0,0.09,125.0,glia_process,1
F0700,40528,0-3,B4,65.0,313.4,12.8,0.305,0.1261,2,1.024,1,0,0.024,114.8,glia_process,0
F0701,40437,1-1,B4,159.2,117.1,65.6,0.463,0.0471,5,0.788,1,3,0.068,130.2,smooth_dendrite,0
F0702,40531,2-6,B3,255.2,647.0,23.5,0.339,0.0422,4,1.055,0,0,0.015,112.5,glia_process,0
F0703,40129,6-1,B4,615.2,118.3,14.0,0.351,0.0861,8,1.547,2,0,0.053,114.9,axon,0
F0704,40222,4-3,B6,477.2,307.1,41.9,1.544,0.0333,5,0.513,1,3,0.032,106.8,spiny_dendrite,0
F0705,40059,2-5,B1,281.8,514.6,24.8,0.153,0.0299,3,1.249,5,1,0.116,115.5,axon,1
F0706,40139,0-0,B3,44.7,80.2,38.4,0.417,0.0077,1,3.333,4,1,0.058,122.2,axon,0
F0707,40090,0-6,B2,50.4,671.7,43.0,0.302,0.0323,2,0.407,3,6,0.076,124.3,spiny_dendrite,0
F0708,40361,4-3,B4,461.6,313.5,8.2,0.29,0.0512,3,0.268,0,3,0.066,109.8,smooth_dendrite,0
F0709,40012,0-6,B1,2.6,617.7,50.3,0.443,0.0426,6,0.44,0,15,0.084,132.3,spiny_dendrite,0
F0710,40372,0-4,B5,95.2,435.3,28.8,0.188,0.0174,2,3.732,0,4,0.21,127.2,smooth_dendrite,0
F0711,40237,4-4,B6,495.6,405.7,12.6,0.809,0.1069,2,0.901,1,2,0.058,129.4,spiny_dendrite,1
F0712,40227,0-7,B2,67.9,784.6,19.0,0.365,0.036,6,1.586,0,6,0.203,120.1,spiny_dendrite,1
F0713,40252,7-2,B3,791.2,212.8,43.6,0.697,0.0154,1,0.859,2,1,0.042,114.5,axon,0
F0714,40112,0-6,B4,83.4,646.1,19.7,1.584,0.0741,3,3.015,1,1,0.104,122.9,spiny_dendrite,0
F0715,40375,4-7,B6,499.7,722.9,24.8,0.349,0.0192,7,0.843,0,2,0.062,125.0,smooth_dendrite,0
F0716,40200,1-7,B3,126.0,714.2,65.9,0.867,0.1371,11,0.686,2,3,0.132,107.8,merged_object,1
F0717,40221,2-1,B3,221.5,113.4,69.8,1.881,0.0275,2,0.72,0,3,0.087,125.6,spiny_dendrite,0
F0718,40016,3-3,B5,349.1,373.4,17.9,1.268,0.1168,6,1.038,0,4,0.06,108.5,spiny_dendrite,0
F0719,40193,7-7,B3,798.3,738.1,22.2,1.062,0.0273,5,0.992,1,8,0.085,130.1,spiny_dendrite,0
F0720,40519,1-3,B6,111.9,362.2,57.5,0.491,0.0507,2,2.249,0,0,0.022,150.5,glia_process,0
F0721,40503,2-2,B6,213.1,258.1,11.9,0.953,0.1908,2,0.906,0,0,0.027,108.3,glia_process,1
F0722,40392,2-1,B2,207.5,178.8,54.5,0.328,0.024,2,0.421,1,18,0.081,125.9,smooth_dendrite,0
F0723,40012,0-6,B1,14.0,636.8,74.6,0.291,0.0311,6,0.372,1,2,0.062,131.9,axon,0
F0724,40238,3-7,B6,375.3,784.3,32.1,0.544,0.0808,3,0.444,0,8,0.052,137.9,spiny_dendrite,0
F0725,40355,5-2,B4,548.7,278.2,12.3,0.31,0.0876,1,0.762,0,11,0.026,123.6,smooth_dendrite,0
F0726,40564,7-1,B2,721.5,120.1,13.6,0.275,0.1201,5,0.889,1,0,0.025,100.8,glia_process,1
F0727,40596,7-7,B5,797.5,725.6,28.8,0.338,0.0227,3,1.028,0,1,0.024,130.6,glia_process,0
F0728,40400,5-5,B5,531.0,595.9,68.3,0.283,0.021,4,1.11,0,6,0.031,119.2,smooth_dendrite,0
F0729,40038,7-5,B2,742.7,509.2,25.5,0.44,0.0119,1,2.515,2,1,0.099,117.2,axon,0
F0730,40492,0-3,B6,43.0,329.5,19.3,0.465,0.1071,8,1.314,1,4,0.037,118.5,smooth_dendrite,0
F0731,40192,5-3,B6,509.7,367.0,44.2,0.383,0.014,3,2.004,1,0,0.037,112.5,axon,0
F0732,40541,4-7,B3,417.9,745.9,8.0,0.397,0.0243,2,0.501,2,0,0.063,125.2,glia_process,0
F0733,40396,6-2,B4,616.0,292.2,47.4,0.477,0.0253,4,2.184,1,3,0.111,115.5,smooth_dendrite,0
F0734,40584,6-0,B1,678.6,40.6,21.5,0.602,0.0342,3,2.75,0,0,0.073,110.7,glia_process,0
F0735,40589,7-1,B4,726.6,161.0,26.9,0.697,0.028,12,0.538,0,1,0.02,105.9,glia_process,0
F0736,40463,5-5,B3,518.0,562.4,38.2,0.414,0.0138,1,1.766,1,1,0.104,110.4,axon,0
F0737,40199,2-2,B2,267.9,268.6,14.2,0.315,0.0062,5,1.63,7,1,0.124,115.5,axon,1
F0738,40590,4-4,B1,404.1,491.1,20.7,0.45,0.2002,3,1.439,0,0,0.033,137.6,glia_process,0
F0739,40260,4-6,B5,448.9,634.5,49.5,0.313,0.0409,8,1.153,1,5,0.068,155.8,spiny_dendrite,0
F0740,40127,1-0,B4,146.1,59.6,194.2,0.244,0.0698,2,0.687,0,2,0.033,118.8,spiny_dendrite,0
F0741,40569,0-6,B4,36.1,661.3,11.6,0.63,0.1995,2,1.438,0,0,0.025,118.0,glia_process,1
F0742,40573,3-0,B5,322.9,35.1,17.2,0.348,0.0211,2,0.57,0,1,0.026,123.2,glia_process,0
F0743,40284,4-7,B3,467.4,796.9,17.0,0.48,0.0104,1,1.741,3,2,0.361,127.2,axon,0
F0744,40281,0-7,B2,9.1,785.2,31.9,0.457,0.0254,2,0.815,5,0,0.041,126.2,axon,0
F0745,40449,5-1,B1,517.9,129.1,26.9,0.756,0.2871,4,1.21,7,3,0.379,77.0,merged_object,1
F0746,40010,4-7,B6,468.3,725.0,10.1,0.885,0.2139,2,0.818,0,8,0.192,126.7,spiny_dendrite,1
F0747,40023,5-7,B4,516.4,763.0,35.8,0.329,0.0114,1,1.582,1,1,0.037,119.5,axon,0
F0748,40437,1-1,B4,157.5,134.7,55.5,0.749,0.0438,8,0.674,1,2,0.079,132.6,smooth_dendrite,0
F0749,40481,2-7,B3,252.7,707.2,22.6,0.361,0.0231,6,1.33,1,1,0.093,130.8,smooth_dendrite,0
F0750,40387,3-4,B4,340.8,406.7,36.5,0.684,0.0872,3,0.565,1,4,0.141,127.5,smooth_dendrite,0
F0751,40295,4-0,B4,420.4,81.9,48.0,0.408,0.0493,6,2.283,1,6,0.123,122.6,spiny_dendrite,0
F0752,40420,5-7,B2,500.0,712.2,40.7,1.07,0.0326,2,0.546,9,2,0.14,125.1,axon,0
F0753,40367,7-3,B1,771.3,307.8,46.9,0.536,0.0465,2,0.154,0,3,0.043,129.7,smooth_dendrite,0
F0754,40409,6-7,B5,647.9,737.7,17.2,0.239,0.0413,1,0.389,0,1,0.084,128.7,smooth_dendrite,0
F0755,40430,7-7,B2,758.1,733.8,100.8,0.246,0.0244,7,2.417,5,4,0.183,124.4,merged_object,1
F0756,40125,7-5,B4,766.4,554.9,71.0,0.908,0.0473,2,0.58,1,4,0.125,119.0,spiny_dendrite,1
F0757,40449,5-1,B1,538.1,145.0,28.5,0.794,0.0551,2,1.305,1,3,0.348,81.2,smooth_dendrite,0
F0758,40400,5-5,B5,547.5,548.5,67.3,0.221,0.0096,2,1.496,0,1,0.021,120.4,axon,0
F0759,40415,0-5,B5,15.6,543.9,115.3,0.584,0.0271,4,1.258,0,4,0.06,92.8,smooth_dendrite,0
F0760,40314,1-4,B3,130.2,448.6,75.4,0.495,0.0169,2,2.625,4,2,0.025,118.9,axon,0
F0761,40026,3-1,B6,350.2,177.5,91.5,0.257,0.0133,4,1.991,3,1,0.04,129.8,axon,0
F0762,40574,6-0,B2,689.0,95.7,16.5,0.565,0.4045,10,2.459,0,1,0.03,100.9,glia_process,0
F0763,40087,4-1,B1,470.0,176.0,83.9,0.935,0.0345,5,0.55,1,2,0.057,109.5,spiny_dendrite,0
F0764,40336,2-3,B2,268.6,340.1,75.5,0.378,0.0496,2,1.318,3,2,0.114,130.4,axon,0
F0765,40576,2-1,B5,267.1,157.2,91.6,0.965,0.0542,3,1.456,0,0,0.024,116.1,glia_process,0
F0766,40107,7-3,B5,723.0,343.2,71.5,1.544,0.0127,2,1.423,1,7,0.187,122.4,spiny_dendrite,0
F0767,40399,4-4,B6,436.8,451.0,20.1,0.143,0.0134,4,0.61,3,1,0.066,135.9,axon,0
F0768,40457,6-0,B5,608.0,11.4,37.9,0.732,0.0495,2,9.847,0,4,0.045,110.5,smooth_dendrite,1
F0769,40047,0-7,B2,73.7,795.4,21.4,2.058,0.089,5,0.96,0,6,0.329,131.1,spiny_dendrite,0
F0770,40563,2-3,B5,262.2,328.2,11.9,0.406,0.1005,2,0.823,1,0,0.01,130.7,glia_process,0
F0771,40042,0-4,B4,56.7,462.9,16.6,0.524,0.1084,5,1.688,1,4,0.056,117.7,spiny_dendrite,0
F0772,40511,3-2,B4,312.5,225.5,11.1,1.02,0.0308,3,1.848,1,1,0.135,122.6,glia_process,0
F0773,40452,3-0,B6,341.5,60.5,71.9,0.24,0.029,6,2.429,0,3,0.063,107.5,smooth_dendrite,0
F0774,40577,0-2,B4,93.3,263.6,8.1,1.114,0.0429,7,1.961,1,1,0.028,133.5,glia_process,1
F0775,40102,4-3,B1,401.3,375.3,63.1,0.115,0.0307,1,1.272,1,2,0.104,116.0,axon,0
F0776,40375,4-7,B6,474.8,714.2,23.4,0.455,0.022,2,0.678,1,2,0.108,128.5,smooth_dendrite,0
F0777,40259,3-4,B6,371.4,464.0,40.2,0.308,0.0411,1,0.732,6,0,0.056,124.4,axon,0
F0778,40139,0-0,B3,0.0,79.5,34.5,0.863,0.0263,1,2.113,1,8,0.132,121.9,spiny_dendrite,0
F0779,40455,3-0,B5,333.2,81.4,52.4,0.283,0.0562,4,1.518,0,2,0.081,118.6,smooth_dendrite,0
F0780,40434,1-5,B6,133.3,545.4,26.5,0.302,0.0127,1,2.161,3,3,0.041,110.7,axon,0
F0781,40039,0-6,B1,58.7,657.7,44.6,0.309,0.1142,2,0.839,0,7,0.219,122.0,spiny_dendrite,0
F0782,40151,6-5,B3,644.5,509.0,29.4,0.877,0.0698,4,0.617,1,14,0.049,127.3,spiny_dendrite,0
F0783,40164,2-2,B2,208.4,241.0,36.0,0.551,0.0482,4,3.223,0,28,0.046,111.9,spiny_dendrite,0
F0784,40379,4-3,B6,419.2,387.5,79.9,0.432,0.0164,3,1.313,4,2,0.03,114.5,axon,0
F0785,40234,2-6,B4,274.2,628.5,32.7,0.372,0.0185,2,5.415,1,1,0.051,103.6,axon,0
F0786,40280,4-4,B6,428.0,449.5,18.6,0.34,0.0101,1,0.745,5,1,0.019,129.6,axon,1
F0787,40462,0-5,B4,79.5,504.5,27.4,0.349,0.0415,2,0.937,7,4,0.035,96.0,axon,1
F0788,40362,2-5,B6,268.7,505.0,24.3,0.35,0.0075,1,0.652,3,1,0.138,119.7,axon,0
F0789,40054,2-0,B1,241.6,58.8,19.2,0.415,0.0579,3,0.887,1,10,0.066,124.7,spiny_dendrite,0
F0790,40342,5-6,B2,587.4,675.7,31.8,0.416,0.0305,2,2.928,3,1,0.189,136.4,axon,0
F0791,40313,7-6,B1,779.4,666.1,52.8,0.165,0.0582,7,2.608,4,2,0.108,113.0,axon,0
F0792,40089,0-5,B2,87.7,501.5,13.8,1.145,0.0526,2,0.583,1,17,0.019,94.7,spiny_dendrite,0
F0793,40540,1-0,B2,179.5,3.4,67.1,0.734,0.0857,3,2.879,0,0,0.029,119.6,glia_process,0
F0794,40581,3-0,B4,396.2,72.3,23.5,0.317,0.0885,6,2.393,0,1,0.041,122.5,glia_process,1
F0795,40317,1-2,B2,177.1,295.3,62.6,0.478,0.1051,3,1.432,1,2,0.07,116.5,spiny_dendrite,1
F0796,40575,5-4,B4,577.1,405.4,22.3,1.789,0.0766,3,0.895,1,0,0.024,134.0,glia_process,0
F0797,40548,7-6,B2,707.3,621.0,33.9,0.044,0.0518,3,2.9,0,0,0.022,105.0,glia_process,0
F0798,40181,1-6,B4,184.8,610.9,25.8,0.262,0.0141,3,2.953,4,1,0.102,121.2,axon,1
F0799,40153,3-0,B5,302.5,2.3,5.4,0.431,0.041,4,1.75,0,4,0.153,118.5,spiny_dendrite,1
F0800,40456,0-3,B5,21.5,320.3,18.6,0.99,0.0042,4,0.694,5,1,0.066,120.9,axon,0
F0801,40599,5-0,B6,574.5,81.5,27.0,0.16,0.103,2,0.8,0,0,0.051,128.7,glia_process,0
F0802,40483,5-0,B6,589.6,44.6,11.0,0.586,0.0033,11,0.518,3,2,0.053,110.4,axon,0
F0803,40023,5-7,B4,572.4,788.3,61.7,0.544,0.0528,5,1.814,1,5,0.029,120.0,merged_object,1
F0804,40512,0-0,B1,85.8,92.1,8.5,0.49,0.225,9,2.971,0,1,0.043,120.2,glia_process,0
F0805,40476,3-3,B3,310.8,340.8,18.2,0.668,0.0183,3,0.984,4,3,0.301,115.9,smooth_dendrite,0
F0806,40067,6-1,B5,667.1,186.0,43.6,0.285,0.0221,1,0.649,2,0,0.131,111.0,axon,0
F0807,40113,4-7,B1,491.6,728.8,25.5,0.766,0.1241,4,0.984,1,3,0.063,123.7,spiny_dendrite,1
F0808,40395,5-6,B4,575.3,667.0,47.1,0.509,0.0489,3,0.963,0,3,0.144,128.0,smooth_dendrite,0
F0809,40281,0-7,B2,61.1,724.1,34.4,0.678,0.0534,2,1.156,0,2,0.078,130.0,spiny_dendrite,0
F0810,40533,7-4,B6,719.2,433.8,22.1,0.385,0.0194,13,1.505,1,0,0.04,120.8,glia_process,0
F0811,40452,3-0,B6,399.8,2.6,84.8,0.231,0.0244,3,1.278,1,4,0.073,106.3,smooth_dendrite,0
F0812,40456,0-3,B5,23.6,370.7,22.1,0.77,0.0214,5,0.47,1,3,0.25,118.8,smooth_dendrite,0
F0813,40082,6-5,B6,609.7,506.6,47.9,1.773,0.0767,4,0.502,1,3,0.123,127.0,spiny_dendrite,0
F0814,40322,5-5,B2,588.5,592.4,12.8,0.607,0.0266,3,2.583,0,12,0.061,106.4,spiny_dendrite,0
F0815,40260,4-6,B5,438.1,616.6,114.6,0.388,0.1176,10,0.548,2,4,0.066,158.1,merged_object,1
F0816,40558,6-6,B1,678.6,611.2,33.2,0.718,0.0961,7,3.762,1,1,0.065,122.3,glia_process,0
F0817,40416,6-7,B1,659.2,763.4,49.8,3.506,0.0657,6,0.769,0,1,0.052,130.3,smooth_dendrite,0
F0818,40077,6-4,B5,612.8,420.4,129.4,1.319,0.0556,2,1.363,0,3,0.169,112.8,spiny_dendrite,0
F0819,40370,3-3,B3,381.7,325.1,120.2,0.684,0.03,14,1.797,0,2,0.47,104.6,smooth_dendrite,1
F0820,40498,7-5,B3,762.6,529.1,72.7,0.795,0.0185,8,2.803,2,6,0.045,120.6,smooth_dendrite,0
F0821,40457,6-0,B5,666.9,29.7,44.1,0.789,0.0515,2,3.688,0,7,0.037,109.9,smooth_dendrite,0
F0822,40543,1-5,B5,119.3,561.6,18.9,1.036,0.0277,2,0.942,0,1,0.035,105.5,glia_process,0
F0823,40031,3-1,B4,346.7,197.0,10.3,0.279,0.013,7,0.51,1,1,0.236,132.0,axon,0
F0824,40279,4-7,B6,451.8,781.1,8.2,0.662,0.0308,1,1.721,0,8,0.115,123.3,spiny_dendrite,0
F0825,40091,3-2,B6,393.0,247.5,47.4,0.365,0.033,1,1.804,1,12,0.031,122.1,spiny_dendrite,0
F0826,40271,2-5,B2,238.0,575.3,54.8,0.689,0.0163,2,0.855,5,1,0.068,113.9,axon,0
F0827,40217,7-1,B6,722.9,159.0,18.5,0.828,0.0655,2,0.695,0,7,0.134,95.4,spiny_dendrite,0
F0828,40020,2-1,B3,276.9,144.4,52.5,0.34,0.0588,1,0.65,0,3,0.179,129.8,spiny_dendrite,0
F0829,40280,4-4,B6,488.7,429.6,20.3,0.755,0.0245,1,0.529,5,0,0.026,128.5,axon,0
F0830,40368,5-0,B4,519.6,9.2,53.8,0.389,0.0218,6,0.229,1,3,0.055,115.3,smooth_dendrite,0
F0831,40578,2-0,B4,258.5,27.9,39.8,0.262,0.055,3,2.054,0,0,0.144,131.0,glia_process,0
F0832,40146,7-6,B3,766.5,617.2,16.4,1.239,0.0115,4,0.751,8,2,0.081,111.7,axon,0
F0833,40213,1-7,B5,148.2,766.4,70.1,0.707,0.0431,2,0.77,0,5,0.1,118.4,spiny_dendrite,0
F0834,40214,1-5,B6,133.6,520.9,45.6,0.687,0.0113,5,0.514,3,1,0.111,104.9,axon,0
F0835,40214,1-5,B6,148.1,500.9,28.2,0.422,0.0108,4,0.596,5,1,0.365,104.6,axon,0
F0836,40420,5-7,B2,566.7,789.1,34.1,1.304,0.0313,4,0.299,3,2,0.089,124.7,axon,0
F0837,40498,7-5,B3,705.6,579.7,137.0,0.272,0.0171,9,2.096,7,1,0.045,118.5,axon,1
F0838,40142,5-2,B4,512.1,275.1,21.2,0.321,0.0059,1,0.931,11,1,0.085,128.1,axon,0
F0839,40151,6-5,B3,626.8,530.9,44.0,0.352,0.0216,3,1.021,3,8,0.039,127.4,axon,0
F0840,40304,7-4,B3,770.7,457.3,75.6,0.59,0.0117,1,0.994,3,3,0.074,133.4,axon,1
F0841,40596,7-7,B5,714.6,766.3,29.9,0.336,0.0406,2,0.815,0,1,0.017,132.5,glia_process,0
F0842,40600,1-6,B3,171.0,621.8,5.7,0.736,0.0345,4,1.828,0,0,0.052,119.2,glia_process,0
F0843,40448,4-0,B4,496.8,85.7,28.5,0.3,0.0482,7,1.639,0,8,0.086,125.3,smooth_dendrite,0
F0844,40187,0-4,B1,46.5,498.5,56.7,0.661,0.0814,2,1.989,0,7,0.36,123.3,spiny_dendrite,0
F0845,40389,4-3,B1,412.8,337.7,6.8,0.209,0.0655,1,1.845,4,1,0.097,108.2,axon,0
F0846,40330,4-0,B4,460.9,73.7,14.6,0.382,0.0161,7,1.722,9,2,0.096,125.9,axon,0
F0847,40474,1-4,B4,198.4,485.3,102.0,0.349,0.0255,1,0.52,1,1,0.055,122.7,axon,0
F0848,40579,7-7,B5,764.4,711.5,21.4,0.56,0.0774,2,0.545,1,0,0.011,123.7,glia_process,1
F0849,40363,5-7,B3,503.8,783.9,9.7,0.225,0.0399,3,1.491,0,4,0.329,132.2,smooth_dendrite,0
F0850,40047,0-7,B2,71.1,740.8,26.5,0.775,0.0154,4,1.871,2,1,0.321,131.9,axon,0
F0851,40420,5-7,B2,536.8,782.8,53.2,2.402,0.0241,7,0.492,7,2,0.092,124.0,axon,0
F0852,40270,2-2,B3,262.4,298.4,12.8,1.053,0.0145,3,0.51,1,11,0.132,108.4,spiny_dendrite,1
F0853,40116,1-5,B1,122.1,557.0,77.8,0.611,0.0129,3,0.366,2,1,0.129,107.8,axon,0
F0854,40480,7-6,B1,763.2,680.5,32.3,2.715,0.0093,1,1.029,0,2,0.793,106.1,smooth_dendrite,1
F0855,40483,5-0,B6,545.2,50.1,17.9,0.883,0.0045,5,0.65,3,1,0.033,109.8,axon,0
F0856,40350,6-4,B5,604.6,470.8,17.1,1.722,0.0181,2,0.924,0,1,0.061,125.2,smooth_dendrite,0
F0857,40404,3-4,B3,393.5,495.3,33.6,0.326,0.0627,7,0.872,1,1,0.056,125.7,smooth_dendrite,0
F0858,40238,3-7,B6,353.1,754.1,61.0,0.658,0.1679,6,0.618,1,5,0.065,144.0,merged_object,1
F0859,40200,1-7,B3,186.8,771.4,73.3,0.337,0.0338,4,0.88,3,0,0.051,109.0,axon,1
F0860,40209,5-5,B3,599.6,533.5,40.4,0.529,0.0385,5,1.466,2,5,0.235,109.3,spiny_dendrite,0
F0861,40007,3-4,B5,398.9,449.2,25.7,0.395,0.0378,4,1.444,2,2,0.071,114.9,axon,0
F0862,40240,5-7,B3,594.0,791.0,10.4,0.389,0.0285,3,1.069,3,1,0.176,127.8,axon,0
F0863,40283,3-0,B6,347.8,52.4,19.2,1.275,0.031,3,3.058,1,8,0.031,121.9,spiny_dendrite,0
F0864,40580,0-5,B1,31.7,598.5,25.9,0.217,0.2036,4,1.63,0,0,0.048,86.3,glia_process,0
F0865,40034,0-6,B2,13.1,697.2,12.5,0.205,0.0482,2,3.651,1,5,0.325,122.7,spiny_dendrite,0
F0866,40214,1-5,B6,185.5,591.8,32.9,0.849,0.0435,4,0.366,1,7,0.17,106.8,spiny_dendrite,0
F0867,40374,7-0,B4,763.9,15.0,81.9,0.202,0.0283,5,0.76,3,3,0.097,144.3,axon,0
F0868,40077,6-4,B5,662.3,439.2,223.2,0.184,0.0294,1,1.376,1,1,0.076,111.5,axon,0
F0869,40484,0-1,B2,10.2,185.1,32.5,0.549,0.0145,8,4.557,2,3,0.053,151.1,axon,1
F0870,40597,7-5,B2,705.5,524.6,26.6,0.289,0.3331,4,0.774,1,0,0.067,113.9,glia_process,1
F0871,40120,4-5,B3,443.1,554.1,10.3,0.566,0.0824,1,1.832,0,1,0.081,121.1,spiny_dendrite,0
F0872,40249,5-1,B2,501.3,149.5,135.6,0.102,0.0099,1,0.894,10,3,0.06,84.3,axon,0
F0873,40464,6-6,B6,601.9,690.3,16.5,0.214,0.1217,6,0.677,0,4,0.19,126.5,smooth_dendrite,0
F0874,40198,4-2,B3,446.0,250.7,60.3,0.605,0.0165,4,0.719,3,1,0.021,127.6,axon,0
F0875,40067,6-1,B5,682.7,179.8,31.4,0.551,0.0537,1,0.464,1,3,0.143,111.8,spiny_dendrite,0
F0876,40075,2-7,B1,251.0,736.0,98.6,0.206,0.0554,10,0.851,1,2,0.019,128.9,spiny_dendrite,0
F0877,40541,4-7,B3,417.7,791.0,17.9,0.392,0.0392,3,0.615,13,3,0.087,122.5,merged_object,1
F0878,40415,0-5,B5,85.5,537.3,87.1,0.704,0.0381,3,0.941,0,3,0.038,92.6,smooth_dendrite,0
F0879,40535,7-4,B3,723.5,449.1,51.9,0.453,0.104,1,1.505,1,1,0.093,128.1,glia_process,0
F0880,40420,5-7,B2,511.2,775.5,26.4,1.218,0.0506,3,0.41,5,2,0.168,124.7,axon,1
F0881,40368,5-0,B4,554.1,73.9,46.4,0.766,0.0214,6,0.254,0,2,0.055,115.0,smooth_dendrite,0
F0882,40101,2-2,B3,281.7,206.5,25.0,0.184,0.006,3,0.831,2,2,0.028,110.9,axon,0
F0883,40371,6-4,B6,604.0,438.3,179.3,0.722,0.0412,1,0.512,1,8,0.071,124.6,smooth_dendrite,0
