synapse_id,pre_root_id,post_root_id,pre_cell_type,post_cell_type,region,x_um,y_um,z_um,size_vx
373,100159,100073,L4_exc,L23_pyr,L2/3,116.4,326.2,208.1,265
374,100015,100221,L23_pyr,basket,L4,213.9,405.1,96.4,179
375,100286,100084,vip,L23_pyr,L2/3,117.1,235.5,1.2,781
376,100209,100181,L5_pyr,L5_pyr,L5,92.5,480.4,240.0,612
377,100136,100225,L4_exc,basket,L4,226.3,422.0,310.7,68
378,100272,100237,martinotti,basket,L5,69.2,498.2,106.4,292
379,100023,100229,L23_pyr,basket,L2/3,324.1,242.9,190.5,103
380,100136,100104,L4_exc,L4_exc,L4,46.5,444.8,318.0,225
381,100051,100245,L23_pyr,basket,L2/3,37.2,275.4,262.2,128
382,100159,100142,L4_exc,L4_exc,L4,294.9,403.6,66.9,74
383,100210,100298,L5_pyr,vip,L4,256.2,294.6,285.1,546
384,100230,100035,basket,L23_pyr,L2/3,280.7,105.6,243.5,160
385,100015,100075,L23_pyr,L23_pyr,L2/3,98.7,291.8,244.6,132
386,100042,100242,L23_pyr,basket,L4,221.1,343.5,236.0,135
387,100288,100113,vip,L4_exc,L4,103.2,399.4,116.8,269
388,100251,100178,basket,L5_pyr,L5,264.9,571.3,131.1,136
389,100230,100253,basket,basket,L2/3,245.1,209.9,195.5,744
390,100247,100004,basket,L23_pyr,L2/3,47.5,127.4,76.0,230
391,100252,100202,basket,L5_pyr,L5,117.7,404.2,260.1,88
392,100213,100227,L5_pyr,basket,L5,174.2,442.1,6.5,109
393,100248,100096,basket,L4_exc,L4,39.5,300.3,182.8,367
394,100172,100219,L5_pyr,L5_pyr,L5,146.5,592.2,149.9,111
395,100010,100095,L23_pyr,L4_exc,L4,174.1,427.1,262.1,215
396,100297,100281,vip,martinotti,L4,53.8,436.3,173.8,1004
397,100258,100247,basket,basket,L2/3,9.5,135.5,7.9,182
398,100274,100226,martinotti,basket,L4,-26.4,333.1,5.1,221
399,100173,100221,L5_pyr,basket,L4,126.6,379.5,93.6,146
400,100228,100268,basket,martinotti,L4,96.1,358.8,119.4,216
401,100131,100205,L4_exc,L5_pyr,L5,85.6,620.2,81.2,118
402,100087,100189,L23_pyr,L5_pyr,L5,9.2,509.9,202.7,409
403,100214,100119,L5_pyr,L4_exc,L4,264.6,380.6,114.5,123
404,100204,100165,L5_pyr,L5_pyr,L5,155.3,499.8,246.3,196
405,100044,100070,L23_pyr,L23_pyr,L2/3,352.5,182.6,284.1,218
406,100208,100241,L5_pyr,basket,L5,234.6,692.7,243.5,229
407,100223,100272,basket,martinotti,L2/3,81.4,187.6,221.1,130
408,100160,100196,L4_exc,L5_pyr,L5,44.7,655.1,173.9,224
409,100179,100184,L5_pyr,L5_pyr,L5,108.8,515.2,83.2,284
410,100006,100262,L23_pyr,martinotti,L2/3,172.9,294.4,23.0,106
411,100135,100069,L4_exc,L23_pyr,L2/3,157.0,123.0,303.0,106
412,100049,100112,L23_pyr,L4_exc,L4,-23.8,405.3,61.7,63
413,100070,100234,L23_pyr,basket,L4,159.6,328.7,13.6,293
414,100093,100197,L4_exc,L5_pyr,L5,110.2,609.8,111.2,42
415,100264,100252,martinotti,basket,L4,71.5,400.9,198.1,415
416,100233,100264,basket,martinotti,L2/3,153.0,229.1,7.0,254
417,100225,100250,basket,basket,L4,216.6,326.6,189.4,494
418,100230,100185,basket,L5_pyr,L5,223.0,643.6,225.6,767
419,100028,100253,L23_pyr,basket,L2/3,240.2,200.4,147.4,279
420,100009,100058,L23_pyr,L23_pyr,L2/3,79.7,180.3,152.4,115
421,100043,100151,L23_pyr,L4_exc,L4,-7.3,426.9,46.8,285
422,100108,100242,L4_exc,basket,L4,189.6,342.8,286.3,74
423,100033,100202,L23_pyr,L5_pyr,L5,97.3,527.8,291.2,203
424,100265,100234,martinotti,basket,L4,207.2,365.8,77.7,305
425,100091,100220,L4_exc,L5_pyr,L5,276.2,578.9,162.3,48
426,100181,100113,L5_pyr,L4_exc,L4,67.5,374.3,136.8,172
427,100257,100025,basket,L23_pyr,L2/3,152.8,289.7,178.8,240
428,100002,100254,L23_pyr,basket,L4,319.8,421.7,189.0,147
429,100203,100245,L5_pyr,basket,L2/3,22.5,295.1,232.2,148
430,100214,100170,L5_pyr,L5_pyr,L5,174.7,583.6,138.0,216
431,100023,100051,L23_pyr,L23_pyr,L2/3,21.5,167.5,149.6,134
432,100287,100078,vip,L23_pyr,L2/3,198.0,227.1,247.3,1042
433,100070,100224,L23_pyr,basket,L5,83.7,507.4,151.4,496
434,100018,100251,L23_pyr,basket,L2/3,259.3,138.2,203.4,162
435,100083,100138,L23_pyr,L4_exc,L4,272.3,355.1,166.9,173
436,100184,100288,L5_pyr,vip,L5,75.6,434.7,151.2,252
437,100256,100068,basket,L23_pyr,L2/3,51.7,111.7,185.2,132
438,100069,100295,L23_pyr,vip,L2/3,100.7,296.9,151.8,320
439,100223,100281,basket,martinotti,L4,-31.9,435.8,148.0,403
440,100168,100082,L5_pyr,L23_pyr,L2/3,94.8,257.2,102.3,277
441,100051,100269,L23_pyr,martinotti,L5,17.7,548.3,273.7,149
442,100217,100168,L5_pyr,L5_pyr,L5,48.2,503.0,242.3,201
443,100058,100038,L23_pyr,,L2/3,114.6,291.3,78.5,167
444,100207,100186,L5_pyr,L5_pyr,L5,102.0,633.0,178.4,112
445,100139,100101,L4_exc,L4_exc,L4,295.6,370.2,108.5,665
446,100145,100194,L4_exc,L5_pyr,L5,252.6,561.4,88.6,501
447,100032,100059,L23_pyr,L23_pyr,L2/3,55.5,131.2,244.2,255
448,100084,100050,L23_pyr,L23_pyr,L2/3,38.7,190.2,66.1,203
449,100132,100011,L4_exc,L23_pyr,L2/3,-7.4,139.4,-6.7,474
450,100286,100128,vip,L4_exc,L4,313.3,333.2,163.0,969
451,100272,100054,martinotti,L23_pyr,L2/3,105.3,126.9,132.0,179
452,100049,100240,L23_pyr,basket,L5,91.7,426.1,137.0,204
453,100025,100282,L23_pyr,martinotti,L2/3,1.2,170.9,113.4,91
454,100076,100042,L23_pyr,L23_pyr,L2/3,169.5,208.1,260.2,118
455,100191,100271,L5_pyr,martinotti,L5,94.3,490.9,298.6,434
456,100235,100283,basket,martinotti,L5,70.8,508.8,138.9,517
457,100297,100190,vip,L5_pyr,L5,304.5,475.2,198.4,122
458,100165,100040,L5_pyr,L23_pyr,L2/3,243.1,113.1,179.5,378
459,100119,100092,L4_exc,L4_exc,L4,224.0,414.3,118.3,184
460,100052,100019,L23_pyr,L23_pyr,L2/3,113.9,197.4,334.1,253
461,100232,100192,basket,L5_pyr,L5,-9.2,591.3,90.8,165
462,100158,100277,L4_exc,martinotti,L4,-7.4,279.5,158.6,329
463,100279,100150,martinotti,,L4,138.0,420.3,163.4,498
464,100027,100295,L23_pyr,vip,L2/3,107.5,297.5,172.4,380
465,100270,100167,martinotti,L5_pyr,L5,275.5,519.7,225.0,340
466,100195,100206,L5_pyr,L5_pyr,L5,180.7,465.8,123.2,141
467,100134,100293,L4_exc,vip,L4,294.2,352.8,187.5,168
468,100092,100187,L4_exc,L5_pyr,L5,1.3,671.3,41.4,141
469,100209,100192,L5_pyr,L5_pyr,L5,10.3,623.7,109.6,234
470,100026,100047,L23_pyr,L23_pyr,L2/3,102.0,211.9,236.8,212
471,100210,100090,L5_pyr,L23_pyr,L2/3,22.3,276.6,293.3,147
472,100033,100296,L23_pyr,vip,L2/3,189.5,268.0,212.4,86
473,100186,100133,L5_pyr,L4_exc,L4,7.4,447.0,37.1,200
474,100273,100045,martinotti,L23_pyr,L2/3,-34.4,171.7,271.3,315
475,100216,100073,L5_pyr,,L2/3,158.5,244.0,221.0,141
476,100242,100100,basket,L4_exc,L4,297.5,352.9,304.0,335
477,100171,100227,L5_pyr,basket,L5,140.3,526.2,-58.5,247
478,100170,100269,L5_pyr,martinotti,L5,23.0,492.1,242.8,145
479,100228,100200,basket,L5_pyr,L5,17.3,573.5,321.8,682
480,100236,100253,basket,basket,L2/3,232.8,232.3,138.8,437
481,100109,100292,L4_exc,vip,L2/3,22.2,268.7,263.8,152
482,100275,100051,martinotti,L23_pyr,L2/3,17.9,120.7,223.1,169
483,100200,100057,L5_pyr,L23_pyr,L2/3,95.1,149.7,237.0,198
484,100183,100142,L5_pyr,L4_exc,L4,304.8,316.1,51.7,79
485,100055,100129,L23_pyr,L4_exc,L4,167.5,390.4,132.7,184
486,100159,100078,L4_exc,L23_pyr,L2/3,136.0,271.1,286.4,475
487,100022,100241,L23_pyr,basket,L5,224.4,684.9,225.8,108
488,100169,100236,L5_pyr,basket,L4,33.9,393.2,258.2,200
489,100273,100169,martinotti,L5_pyr,L5,32.1,468.8,242.1,135
490,100049,100084,L23_pyr,L23_pyr,L2/3,153.9,164.0,51.9,209
491,100237,100188,basket,L5_pyr,L5,244.7,563.8,182.2,335
492,100157,100293,L4_exc,vip,L4,353.4,387.8,167.8,603
493,100121,100050,L4_exc,L23_pyr,L2/3,15.4,217.3,98.6,310
494,100005,100010,L23_pyr,L23_pyr,L2/3,250.1,204.3,182.4,147
495,100285,100234,martinotti,basket,L4,179.3,321.2,6.6,182
496,100208,100259,L5_pyr,basket,L5,237.0,713.2,201.9,155
497,100159,100114,L4_exc,L4_exc,L4,89.5,333.1,295.6,125
498,100052,100203,L23_pyr,L5_pyr,L5,244.7,473.6,59.5,196
499,100185,100128,L5_pyr,L4_exc,L4,289.1,332.4,194.2,84
500,100176,100287,L5_pyr,vip,L4,188.9,352.5,-4.9,78
501,100134,100194,L4_exc,L5_pyr,L5,229.6,502.9,125.9,137
502,100244,100076,basket,L23_pyr,L2/3,98.5,175.8,221.9,598
503,100010,100224,L23_pyr,basket,L5,7.3,524.6,171.9,120
504,100115,100015,L4_exc,L23_pyr,L2/3,191.7,164.3,91.9,139
505,100245,100055,basket,L23_pyr,L2/3,62.2,114.4,231.6,123
506,100113,100250,L4_exc,basket,L4,221.0,335.9,180.1,105
507,100184,100218,L5_pyr,L5_pyr,L5,253.6,493.6,6.5,245
508,100194,100052,L5_pyr,,L2/3,277.7,274.7,121.8,109
509,100201,100275,L5_pyr,martinotti,L5,315.5,479.2,221.4,133
510,100221,100162,basket,L5_pyr,L5,7.6,652.9,56.7,163
511,100028,100035,L23_pyr,L23_pyr,L2/3,292.7,105.8,282.4,298
512,100279,100219,martinotti,L5_pyr,L5,146.5,614.2,110.6,137
513,100187,100013,L5_pyr,,L2/3,112.5,187.6,50.5,362
514,100155,100121,L4_exc,L4_exc,L4,257.7,332.8,217.1,40
515,100150,100197,L4_exc,L5_pyr,L5,144.2,620.4,66.5,189
516,100112,100161,L4_exc,L5_pyr,L5,179.7,534.1,219.6,124
517,100154,100103,L4_exc,L4_exc,L4,96.9,313.0,265.3,261
518,100212,100250,L5_pyr,basket,L4,232.3,312.2,172.5,460
519,100188,100252,L5_pyr,basket,L4,82.4,375.6,154.8,268
520,100233,100128,basket,L4_exc,L4,266.4,255.3,142.5,439
521,100184,100284,L5_pyr,martinotti,L5,209.6,542.8,174.1,395
522,100121,100120,L4_exc,L4_exc,L4,234.8,407.2,131.3,631
523,100078,100179,L23_pyr,L5_pyr,L5,154.2,490.7,273.4,155
524,100237,100213,basket,L5_pyr,L5,75.2,475.1,129.9,140
525,100021,100091,L23_pyr,L4_exc,L4,271.0,476.3,246.2,209
526,100282,100028,martinotti,L23_pyr,L2/3,60.0,126.3,110.5,211
527,100183,100203,L5_pyr,L5_pyr,L5,247.1,507.3,65.1,319
528,100131,100230,L4_exc,basket,L5,148.2,637.7,303.0,169
529,100080,100246,L23_pyr,basket,L2/3,152.7,125.6,82.4,129
530,100108,100172,L4_exc,L5_pyr,L5,256.6,658.1,105.1,305
531,100256,100012,basket,L23_pyr,L2/3,132.9,140.1,197.9,130
532,100079,100244,L23_pyr,basket,L2/3,36.5,276.0,102.7,252
533,100056,100122,L23_pyr,L4_exc,L4,257.6,347.2,39.9,370
534,100169,100240,L5_pyr,basket,L5,159.1,446.2,158.6,77
535,100083,100254,L23_pyr,basket,L4,244.4,404.1,203.6,171
536,100164,100259,L5_pyr,basket,L5,297.9,700.2,192.2,130
537,100282,100151,martinotti,L4_exc,L4,-28.9,409.0,72.6,119
538,100228,100285,basket,martinotti,L5,133.7,701.6,4.3,251
539,100102,100276,L4_exc,martinotti,L4,212.7,446.7,43.7,391
540,100120,100047,L4_exc,L23_pyr,L2/3,64.7,215.0,304.5,176
541,100284,100139,martinotti,L4_exc,L4,285.0,444.9,154.8,406
542,100279,100175,martinotti,L5_pyr,L5,204.3,671.1,151.1,235
543,100209,100214,L5_pyr,L5_pyr,L5,104.1,537.4,193.7,145
544,100238,100262,basket,martinotti,L2/3,159.4,246.8,96.4,159
545,100189,100116,L5_pyr,L4_exc,L4,76.0,378.2,53.5,263
546,100100,100201,L4_exc,L5_pyr,L5,251.8,512.1,239.9,45
547,100261,100136,martinotti,L4_exc,L4,289.4,382.6,227.3,394
548,100067,100236,L23_pyr,basket,L4,49.8,404.6,265.3,85
549,100283,100270,martinotti,martinotti,L5,153.5,526.6,306.5,524
550,100159,100074,L4_exc,L23_pyr,L2/3,263.6,227.3,269.1,362
551,100078,100260,L23_pyr,basket,L4,106.3,355.1,236.8,98
552,100099,100124,L4_exc,L4_exc,L4,43.8,300.3,154.3,157
553,100045,100117,L23_pyr,L4_exc,L4,62.3,376.1,186.3,197
554,100151,100215,L4_exc,L5_pyr,L5,-18.8,589.0,271.7,102
555,100182,100285,L5_pyr,martinotti,L5,148.3,701.6,14.5,102
556,100139,100229,L4_exc,basket,L2/3,335.2,226.1,170.3,278
557,100022,100143,L23_pyr,L4_exc,L4,9.5,379.0,306.4,272
558,100031,100155,L23_pyr,L4_exc,L4,178.1,325.5,41.9,86
559,100170,100228,L5_pyr,basket,L5,157.5,677.7,30.6,99
560,100224,100202,basket,L5_pyr,L5,110.3,462.0,303.3,83
561,100116,100235,L4_exc,basket,L5,0.6,483.3,221.2,102
562,100271,100183,martinotti,L5_pyr,L5,143.4,495.9,209.8,349
563,100254,100039,basket,L23_pyr,L2/3,300.3,228.6,214.9,156
564,100130,100242,L4_exc,basket,L4,189.2,327.5,256.4,99
565,100252,100080,basket,L23_pyr,L2/3,119.8,182.0,207.6,121
566,100089,100155,L23_pyr,L4_exc,L4,216.7,393.4,79.2,890
567,100065,100262,L23_pyr,martinotti,L2/3,152.2,228.0,41.7,378
568,100067,100229,L23_pyr,basket,L2/3,290.9,227.3,138.9,144
569,100044,100194,L23_pyr,L5_pyr,L5,153.6,547.9,142.9,148
570,100246,100046,basket,L23_pyr,L2/3,238.0,177.9,179.1,137
571,100171,100252,L5_pyr,basket,L4,97.0,295.3,174.6,296
572,100298,100044,vip,L23_pyr,L2/3,245.8,175.7,184.5,424
573,100148,100296,L4_exc,vip,L2/3,146.4,210.5,196.7,144
574,100070,100088,L23_pyr,L23_pyr,L2/3,78.7,279.7,196.4,84
575,100178,100206,L5_pyr,L5_pyr,L5,125.2,469.8,144.4,162
576,100116,100023,L4_exc,L23_pyr,L2/3,322.8,223.6,239.5,177
577,100082,100226,L23_pyr,basket,L4,13.4,335.5,-13.9,212
578,100131,100107,L4_exc,L4_exc,L4,130.2,313.0,113.4,197
579,100061,100238,L23_pyr,basket,L4,80.4,404.6,266.1,195
580,100055,100229,L23_pyr,basket,L2/3,304.4,247.9,147.4,196
581,100004,100127,L23_pyr,L4_exc,L4,137.2,377.5,63.0,111
582,100064,100045,L23_pyr,L23_pyr,L2/3,-21.5,171.4,322.4,135
583,100296,100013,vip,L23_pyr,L2/3,146.8,214.2,41.5,203
584,100234,100097,basket,L4_exc,L4,141.3,317.9,77.3,119
585,100045,100052,L23_pyr,L23_pyr,L2/3,288.0,263.2,102.3,270
586,100183,100221,L5_pyr,basket,L4,168.8,368.2,114.7,164
587,100054,100293,L23_pyr,vip,L4,320.7,316.1,203.0,544
588,100024,100290,L23_pyr,vip,L5,22.8,502.9,161.6,857
589,100240,100193,basket,L5_pyr,L5,272.7,659.7,279.2,331
590,100038,100140,L23_pyr,L4_exc,L4,8.5,405.0,22.8,282
591,100262,100253,martinotti,basket,L2/3,259.2,171.4,177.4,469
592,100145,100030,L4_exc,L23_pyr,L2/3,260.5,228.3,-4.1,170
593,100025,100295,L23_pyr,vip,L2/3,-1.8,268.3,109.2,130
594,100010,100157,L23_pyr,L4_exc,L4,203.9,286.6,80.1,261
595,100170,100092,L5_pyr,,L4,285.4,383.4,119.3,145
596,100017,100244,L23_pyr,basket,L2/3,12.3,257.5,117.0,313
597,100152,100076,L4_exc,L23_pyr,L2/3,43.1,168.7,222.2,164
598,100157,100258,L4_exc,basket,L2/3,189.2,156.2,37.9,148
599,100222,100288,basket,vip,L5,81.1,457.4,163.5,338
600,100253,100103,basket,L4_exc,L4,142.0,288.6,275.4,492
601,100127,100248,L4_exc,basket,L2/3,257.4,294.9,80.9,80
602,100005,100054,L23_pyr,L23_pyr,L2/3,157.3,128.9,96.7,226
603,100248,100275,basket,martinotti,L5,226.1,464.3,224.1,466
604,100052,100128,L23_pyr,L4_exc,L4,263.8,317.6,171.0,310
605,100173,100165,L5_pyr,L5_pyr,L5,144.7,491.4,218.4,146
606,100241,100125,basket,L4_exc,L4,171.4,410.6,-10.4,290
607,100167,100223,L5_pyr,basket,L5,291.1,686.2,243.8,434
608,100114,100252,L4_exc,basket,L4,67.0,286.7,179.4,347
609,100035,100122,L23_pyr,L4_exc,L4,269.3,359.9,67.0,141
610,100072,100229,L23_pyr,basket,L2/3,300.9,197.4,143.3,162
611,100176,100222,L5_pyr,basket,L4,297.5,377.2,49.3,200
612,100005,100056,L23_pyr,L23_pyr,L2/3,75.9,134.6,213.8,52
613,100242,100181,basket,L5_pyr,L5,48.2,486.3,185.2,371
614,100228,100112,basket,L4_exc,L4,41.3,408.6,24.4,271
615,100181,100107,L5_pyr,L4_exc,L4,54.9,279.0,95.7,111
616,100110,100209,L4_exc,L5_pyr,L5,86.3,602.7,162.3,112
617,100039,100056,L23_pyr,L23_pyr,L2/3,64.7,187.8,294.5,201
618,100137,100209,L4_exc,L5_pyr,L5,111.1,599.4,209.4,122
619,100218,100126,L5_pyr,L4_exc,L4,30.0,424.4,7.6,156
620,100160,100240,L4_exc,basket,L5,107.0,414.9,137.2,205
621,100177,100200,L5_pyr,L5_pyr,L5,34.9,573.9,281.6,134
622,100022,100106,L23_pyr,L4_exc,L4,166.0,326.0,71.0,114
623,100190,100263,L5_pyr,martinotti,L4,-1.0,348.2,131.5,272
624,100200,100109,L5_pyr,L4_exc,L4,33.2,334.5,214.4,264
625,100021,100093,L23_pyr,L4_exc,L4,197.3,381.9,79.9,204
626,100229,100266,basket,martinotti,L5,300.6,513.0,128.1,140
627,100119,100213,L4_exc,L5_pyr,L5,44.2,427.0,75.4,209
628,100284,100171,martinotti,L5_pyr,L5,96.8,471.2,244.4,260
629,100053,100279,L23_pyr,martinotti,L5,133.1,680.4,227.1,221
630,100098,100265,L4_exc,martinotti,L5,226.3,710.9,11.5,64
631,100071,100001,L23_pyr,L23_pyr,L2/3,96.9,251.3,-9.9,152
632,100181,100164,L5_pyr,L5_pyr,L5,128.0,475.5,82.7,191
633,100279,100195,martinotti,L5_pyr,L5,81.4,670.3,193.3,89
634,100261,100014,martinotti,L23_pyr,L2/3,40.8,271.9,194.0,116
635,100023,100271,L23_pyr,martinotti,L5,90.5,503.4,269.4,173
636,100107,100157,L4_exc,L4_exc,L4,181.8,322.4,93.0,99
637,100162,100261,L5_pyr,martinotti,L5,139.2,544.8,128.1,125
638,100146,100217,L4_exc,L5_pyr,L5,86.8,543.0,170.6,122
639,100053,100242,L23_pyr,basket,L4,223.4,379.5,304.8,254
640,100222,100039,basket,L23_pyr,L2/3,279.3,268.9,190.7,750
641,100125,100145,L4_exc,L4_exc,L4,175.0,258.0,-18.6,87
642,100072,100079,L23_pyr,L23_pyr,L2/3,264.9,206.8,179.6,349
643,100023,100233,L23_pyr,basket,L2/3,241.3,152.8,294.8,153
644,100284,100096,martinotti,L4_exc,L4,74.2,346.9,199.9,50
645,100035,100105,L23_pyr,L4_exc,L4,117.6,333.7,165.8,108
646,100233,100060,basket,L23_pyr,L2/3,15.7,130.6,266.6,160
647,100020,100245,L23_pyr,basket,L2/3,80.2,250.8,253.2,116
648,100124,100053,L4_exc,L23_pyr,L2/3,249.6,290.2,193.5,113
649,100249,100044,basket,L23_pyr,L2/3,253.2,229.6,194.4,443
650,100191,100293,L5_pyr,vip,L4,268.7,331.9,190.4,229
651,100062,100019,L23_pyr,L23_pyr,L2/3,122.1,132.4,339.7,46
652,100197,100056,L5_pyr,L23_pyr,L2/3,87.4,161.2,202.7,161
653,100095,100047,L4_exc,L23_pyr,L2/3,68.5,216.5,268.9,208
654,100294,100205,vip,L5_pyr,L5,117.6,614.7,59.0,303
655,100182,100178,L5_pyr,L5_pyr,L5,273.6,570.5,164.6,267
656,100152,100299,L4_exc,vip,L4,73.2,290.7,178.5,531
657,100194,100102,L5_pyr,L4_exc,L4,69.8,380.0,56.1,522
658,100234,100268,basket,martinotti,L4,136.2,301.9,166.9,178
659,100184,100041,L5_pyr,L23_pyr,L2/3,10.3,293.0,245.4,105
660,100198,100283,L5_pyr,martinotti,L5,3.9,478.8,155.6,177
661,100294,100241,vip,basket,L5,253.7,687.1,208.8,255
662,100147,100034,L4_exc,L23_pyr,L2/3,250.9,250.2,147.1,251
663,100072,100121,L23_pyr,L4_exc,L4,266.5,309.3,246.4,246
664,100184,100219,L5_pyr,L5_pyr,L5,149.6,577.8,107.2,372
665,100203,100215,L5_pyr,L5_pyr,L5,-33.6,579.3,229.5,57
666,100237,100279,basket,martinotti,L5,120.0,635.3,186.8,140
667,100185,100272,L5_pyr,martinotti,L2/3,110.2,209.6,187.4,18
668,100156,100185,L4_exc,L5_pyr,L5,224.4,713.8,227.6,182
669,100178,100109,L5_pyr,L4_exc,L4,40.5,391.7,225.6,192
670,100066,100168,L23_pyr,L5_pyr,L5,77.2,523.1,278.3,520
671,100186,100293,L5_pyr,vip,L4,270.2,368.3,165.9,186
672,100067,100008,L23_pyr,L23_pyr,L2/3,130.1,194.3,201.7,165
673,100286,100124,vip,L4_exc,L4,57.4,303.2,152.1,160
674,100237,100025,basket,L23_pyr,L2/3,137.3,249.8,157.0,726
675,100197,100142,L5_pyr,L4_exc,L4,264.9,359.6,-12.3,273
676,100291,100072,vip,L23_pyr,L2/3,296.6,222.5,244.4,440
677,100220,100191,L5_pyr,L5_pyr,L5,168.1,487.2,263.5,140
678,100082,100026,L23_pyr,L23_pyr,L2/3,168.1,250.3,209.8,273
679,100135,100011,L4_exc,L23_pyr,L2/3,-18.6,137.6,26.9,90
680,100056,100244,L23_pyr,basket,L2/3,37.8,296.7,102.3,124
681,100209,100235,L5_pyr,basket,L5,41.9,531.0,203.6,325
682,100252,100094,basket,L4_exc,L4,46.8,349.2,252.0,325
683,100287,100142,vip,,L4,220.0,373.0,27.1,298
684,100008,100021,L23_pyr,L23_pyr,L2/3,100.9,186.4,103.0,92
685,100233,100057,basket,L23_pyr,L2/3,115.6,170.6,230.6,216
686,100256,100093,basket,L4_exc,L4,219.0,380.6,109.1,165
687,100124,100255,L4_exc,basket,L4,275.4,327.0,121.8,217
688,100202,100180,L5_pyr,L5_pyr,L5,238.5,506.6,201.8,87
689,100188,100223,L5_pyr,basket,L5,270.9,674.2,260.7,144
690,100145,100268,L4_exc,martinotti,L4,211.6,328.0,170.1,428
691,100216,100271,L5_pyr,martinotti,L5,136.9,508.1,249.2,508
692,100210,100219,L5_pyr,L5_pyr,L5,104.7,566.3,123.3,132
693,100238,100121,basket,L4_exc,L4,233.1,269.8,221.0,260
694,100193,100194,L5_pyr,L5_pyr,L5,171.3,542.3,120.6,259
695,100075,100015,L23_pyr,L23_pyr,L2/3,192.8,117.1,82.7,420
696,100052,100050,L23_pyr,L23_pyr,L2/3,48.2,234.0,64.0,126
697,100067,100143,L23_pyr,L4_exc,L4,64.0,351.1,299.1,110
698,100218,100103,L5_pyr,L4_exc,L4,109.1,378.5,268.1,134
699,100103,100263,L4_exc,martinotti,L4,-44.7,374.0,206.9,285
700,100032,100123,L23_pyr,L4_exc,L4,167.8,294.8,189.6,124
701,100076,100180,L23_pyr,L5_pyr,L5,227.5,515.0,193.8,133
702,100274,100249,martinotti,basket,L4,214.0,429.1,81.6,311
703,100017,100282,L23_pyr,martinotti,L2/3,24.6,156.1,109.0,153
704,100012,100277,L23_pyr,martinotti,L4,-24.2,321.7,166.0,88
705,100199,100254,L5_pyr,basket,L4,264.5,388.2,241.0,238
706,100067,100243,L23_pyr,basket,L2/3,21.0,248.2,79.7,205
707,100192,100007,L5_pyr,L23_pyr,L2/3,251.1,264.9,81.9,240
708,100186,100284,L5_pyr,martinotti,L5,209.3,556.3,113.6,208
709,100243,100031,basket,L23_pyr,L2/3,82.3,259.1,-2.9,194
710,100162,100138,L5_pyr,L4_exc,L4,274.9,345.0,187.7,214
711,100012,100260,L23_pyr,basket,L4,181.9,401.6,296.5,72
712,100140,100148,L4_exc,L4_exc,L4,164.8,282.7,185.7,148
713,100018,100020,L23_pyr,L23_pyr,L2/3,134.7,217.7,146.0,93
714,100111,100181,L4_exc,L5_pyr,L5,7.3,527.2,169.6,461
715,100076,100280,L23_pyr,martinotti,L2/3,169.5,82.5,15.8,549
716,100217,100198,L5_pyr,L5_pyr,L5,54.7,619.4,32.3,148
717,100183,100278,L5_pyr,martinotti,L2/3,212.4,279.0,168.9,215
718,100029,100025,L23_pyr,L23_pyr,L2/3,157.5,226.9,166.1,177
719,100003,100064,L23_pyr,L23_pyr,L2/3,232.6,236.3,273.9,319
720,100072,100035,L23_pyr,L23_pyr,L2/3,295.9,135.8,278.3,65
721,100072,100293,L23_pyr,vip,L4,250.6,370.7,224.5,74
722,100079,100014,L23_pyr,L23_pyr,L2/3,45.6,238.2,228.7,170
723,100171,100200,L5_pyr,L5_pyr,L5,49.5,601.8,303.6,373
724,100066,100183,L23_pyr,L5_pyr,L5,181.5,507.3,194.8,123
725,100014,100277,L23_pyr,martinotti,L4,1.6,298.5,137.6,136
726,100270,100005,martinotti,L23_pyr,L2/3,200.6,198.2,156.9,155
727,100231,100087,basket,L23_pyr,L2/3,315.4,246.9,101.0,563
728,100034,100159,L23_pyr,L4_exc,L4,274.7,255.5,267.8,146
729,100036,100198,L23_pyr,L5_pyr,L5,79.2,597.3,10.4,148
730,100054,100246,L23_pyr,basket,L2/3,161.6,92.0,71.1,314
731,100182,100125,L5_pyr,L4_exc,L4,195.0,422.2,69.0,209
732,100112,100223,L4_exc,basket,L5,299.4,721.9,240.1,126
733,100009,100277,L23_pyr,martinotti,L4,-10.4,257.6,168.2,507
734,100189,100262,L5_pyr,martinotti,L2/3,150.1,247.1,4.5,591
735,100016,100245,L23_pyr,basket,L2/3,39.4,286.2,290.1,206
736,100294,100224,vip,basket,L5,101.6,528.2,102.5,327
737,100254,100077,basket,L23_pyr,L2/3,267.3,146.2,148.7,145
738,100155,100295,L4_exc,vip,L2/3,92.8,272.7,158.2,533
739,100146,100224,L4_exc,basket,L5,63.7,536.1,135.7,218
740,100102,100288,L4_exc,vip,L5,-2.1,426.3,203.0,200
741,100126,100037,L4_exc,L23_pyr,L2/3,165.3,217.2,2.8,370
742,100047,100070,L23_pyr,L23_pyr,L2/3,276.4,199.7,311.8,120
743,100022,100092,L23_pyr,L4_exc,L4,247.6,435.2,178.3,439
744,100069,100057,L23_pyr,L23_pyr,L2/3,166.5,164.3,183.9,382
745,100218,100026,L5_pyr,L23_pyr,L2/3,146.5,291.7,266.2,77
746,100082,100009,L23_pyr,L23_pyr,L2/3,56.0,96.4,243.8,191
747,100099,100115,L4_exc,L4_exc,L4,135.6,386.3,246.1,165
