pre_id,post_id,synapses
20076,20234,2
20076,20258,1
20076,20327,1
20076,20395,1
20076,20397,1
20076,20413,2
20076,20419,5
20076,20425,2
20076,20443,3
20076,20497,4
20077,20018,1
20077,20029,1
20077,20056,1
20077,20074,2
20077,20104,1
20077,20110,1
20077,20148,1
20077,20175,3
20077,20187,1
20077,20218,5
20077,20225,1
20077,20255,3
20077,20257,2
20077,20350,1
20077,20355,2
20077,20363,1
20077,20374,1
20077,20378,1
20077,20381,3
20077,20400,5
20077,20413,3
20077,20453,1
20077,20495,1
20078,20004,1
20078,20038,3
20078,20047,1
20078,20061,1
20078,20125,6
20078,20185,4
20078,20206,3
20078,20249,1
20078,20295,4
20078,20296,1
20078,20314,1
20078,20339,1
20078,20359,2
20078,20378,2
20078,20381,1
20078,20414,1
20078,20415,3
20078,20430,2
20078,20432,1
20078,20447,1
20078,20455,4
20078,20483,5
20079,20007,1
20079,20045,1
20079,20059,1
20079,20184,1
20079,20195,1
20079,20235,3
20079,20248,2
20079,20255,2
20079,20275,2
20079,20277,3
20079,20300,1
20079,20350,1
20079,20360,2
20079,20400,2
20079,20437,1
20079,20452,2
20080,20015,2
20080,20021,6
20080,20127,4
20080,20144,1
20080,20146,1
20080,20225,2
20080,20311,1
20080,20313,3
20080,20320,1
20080,20384,1
20080,20428,2
20081,20001,4
20081,20008,1
20081,20009,1
20081,20027,2
20081,20030,2
20081,20037,4
20081,20064,1
20081,20083,3
20081,20100,4
20081,20146,1
20081,20149,1
20081,20162,1
20081,20172,3
20081,20262,2
20081,20319,1
20081,20324,2
20081,20336,3
20081,20351,4
20081,20368,1
20081,20382,2
20081,20384,2
20081,20389,1
20081,20409,1
20081,20420,1
20081,20464,2
20082,20020,1
20082,20043,1
20082,20062,1
20082,20070,1
20082,20080,2
20082,20091,3
20082,20147,1
20082,20160,3
20082,20162,6
20082,20168,1
20082,20179,1
20082,20186,2
20082,20190,4
20082,20237,1
20082,20266,3
20082,20327,3
20082,20381,2
20082,20389,2
20082,20462,2
20083,20009,3
20083,20073,1
20083,20081,1
20083,20100,1
20083,20127,1
20083,20146,2
20083,20148,1
20083,20153,1
20083,20223,3
20083,20225,2
20083,20227,2
20083,20281,1
20083,20314,1
20083,20331,3
20083,20350,2
20083,20381,3
20083,20389,2
20083,20390,2
20084,20100,2
20084,20154,2
20084,20159,1
20084,20172,2
20084,20190,4
20084,20207,1
20084,20284,1
20084,20343,1
20084,20363,1
20084,20380,4
20084,20401,3
20084,20428,2
20084,20462,1
20084,20466,2
20084,20474,1
20085,20056,2
20085,20059,1
20085,20076,1
20085,20115,2
20085,20121,3
20085,20124,3
20085,20154,1
20085,20168,1
20085,20209,1
20085,20221,4
20085,20241,3
20085,20269,4
20085,20286,5
20085,20287,3
20085,20292,2
20085,20315,2
20085,20354,6
20085,20402,1
20085,20404,1
20085,20405,4
20085,20440,5
20085,20452,1
20085,20484,1
20085,20490,1
20086,20021,3
20086,20039,1
20086,20062,1
20086,20109,2
20086,20163,1
20086,20166,3
20086,20207,1
20086,20225,8
20086,20284,2
20086,20309,1
20086,20356,1
20086,20432,1
20086,20467,5
20086,20471,2
20086,20477,1
20087,20029,2
20087,20066,4
20087,20079,3
20087,20090,1
20087,20110,2
20087,20125,1
20087,20129,1
20087,20131,2
20087,20173,2
20087,20215,1
20087,20256,1
20087,20275,2
20087,20306,2
20087,20344,7
20087,20432,5
20087,20433,2
20087,20459,3
20088,20060,1
20088,20096,1
20088,20212,1
20088,20245,1
20088,20396,2
20088,20431,1
20088,20482,2
20089,20011,2
20089,20059,1
20089,20132,1
20089,20148,3
20089,20221,1
20089,20236,2
20089,20265,1
20089,20362,1
20089,20374,1
20089,20376,1
20089,20400,1
20089,20405,3
20089,20433,1
20089,20452,3
20089,20489,2
20089,20490,1
20090,20018,2
20090,20025,1
20090,20055,1
20090,20072,1
20090,20100,1
20090,20120,1
20090,20125,2
20090,20168,1
20090,20192,5
20090,20215,4
20090,20240,3
20090,20252,2
20090,20256,1
20090,20271,1
20090,20285,2
20090,20297,4
20090,20319,2
20090,20321,1
20090,20325,1
20090,20334,1
20090,20355,1
20090,20403,3
20090,20405,3
20090,20437,3
20090,20439,4
20090,20440,2
20090,20454,2
20090,20489,1
20091,20168,2
20091,20169,3
20091,20171,1
20091,20179,2
20091,20181,1
20091,20184,1
20091,20206,4
20091,20271,1
20091,20328,2
20091,20339,6
20091,20355,2
20091,20380,2
20091,20381,5
20091,20403,2
20091,20432,1
20091,20441,10
20091,20478,2
20092,20006,1
20092,20008,3
20092,20010,1
20092,20014,1
20092,20025,2
20092,20036,1
20092,20052,3
20092,20062,1
20092,20069,2
20092,20084,1
20092,20107,1
20092,20119,2
20092,20133,1
20092,20134,1
20092,20164,1
20092,20192,8
20092,20207,1
20092,20222,4
20092,20257,1
20092,20261,3
20092,20262,1
20092,20281,2
20092,20352,5
20092,20374,1
20092,20393,3
20092,20401,2
20092,20406,2
20092,20447,1
20092,20461,1
20092,20469,1
20092,20482,1
20093,20007,3
20093,20023,1
20093,20034,2
20093,20049,2
20093,20053,2
20093,20061,1
20093,20068,1
20093,20071,2
20093,20072,2
20093,20074,1
20093,20100,1
20093,20124,6
20093,20151,1
20093,20171,2
20093,20173,1
20093,20180,1
20093,20184,1
20093,20186,1
20093,20210,1
20093,20235,1
20093,20242,3
20093,20247,1
20093,20256,2
20093,20292,4
20093,20299,1
20093,20317,2
20093,20354,3
20093,20357,2
20093,20361,1
20093,20364,1
20093,20388,3
20093,20391,1
20093,20398,4
20093,20430,2
20093,20442,6
20093,20481,2
20094,20054,2
20094,20135,1
20094,20148,1
20094,20168,5
20094,20179,2
20094,20215,3
20094,20285,1
20094,20328,1
20094,20344,5
20094,20374,3
20094,20402,1
20094,20404,3
20095,20054,2
20095,20072,2
20095,20074,1
20095,20089,1
20095,20148,3
20095,20287,2
20095,20317,1
20095,20370,1
20095,20405,6
20095,20423,1
20095,20439,1
20095,20443,1
20095,20454,2
20095,20487,3
20095,20489,1
20096,20006,1
20096,20021,1
20096,20027,1
20096,20037,1
20096,20114,3
20096,20127,4
20096,20204,2
20096,20228,1
20096,20323,5
20096,20324,3
20096,20329,1
20096,20332,1
20096,20343,2
20096,20348,3
20096,20356,1
20096,20381,1
20096,20409,1
20096,20431,4
20096,20441,1
20097,20093,3
20097,20131,2
20097,20168,1
20097,20174,1
20097,20179,1
20097,20233,2
20097,20374,2
20097,20380,2
20097,20442,1
20097,20449,1
20097,20451,1
20098,20036,1
20098,20051,1
20098,20057,1
20098,20099,1
20098,20117,2
20098,20159,3
20098,20207,1
20098,20223,2
20098,20250,1
20098,20296,1
20098,20301,1
20098,20310,1
20098,20314,2
20098,20343,1
20098,20401,2
20098,20428,1
20098,20432,1
20098,20468,2
20098,20474,3
20099,20011,2
20099,20052,1
20099,20192,1
20099,20199,1
20099,20212,2
20099,20239,1
20099,20251,2
20099,20254,2
20099,20336,3
20099,20353,1
20099,20355,1
20099,20428,1
20099,20471,2
20100,20025,2
20100,20026,3
20100,20029,7
20100,20040,2
20100,20043,2
20100,20064,2
20100,20071,1
20100,20076,4
20100,20099,2
20100,20128,4
20100,20131,2
20100,20158,2
20100,20172,3
20100,20177,1
20100,20179,1
20100,20203,1
20100,20216,1
20100,20222,2
20100,20249,1
20100,20263,3
20100,20313,1
20100,20319,2
20100,20320,2
20100,20321,1
20100,20353,1
20100,20359,1
20100,20360,1
20100,20368,1
20100,20383,4
20100,20385,1
20100,20390,1
20100,20395,1
20100,20399,1
20100,20411,1
20100,20415,1
20100,20436,2
20100,20437,1
20100,20445,2
20100,20447,1
20100,20457,1
20100,20476,1
20100,20496,3
20101,20058,1
20101,20061,2
20101,20097,1
20101,20105,1
20101,20114,1
20101,20125,1
20101,20129,1
20101,20137,3
20101,20168,2
20101,20174,1
20101,20175,1
20101,20183,3
20101,20225,1
20101,20240,1
20101,20243,1
20101,20263,2
20101,20285,2
20101,20289,1
20101,20290,2
20101,20295,2
20101,20303,4
20101,20318,1
20101,20326,3
20101,20340,1
20101,20354,1
20101,20360,2
20101,20363,1
20101,20366,1
20101,20379,2
20101,20380,6
20101,20403,2
20101,20433,1
20101,20443,2
20101,20444,2
20101,20449,1
20101,20463,3
20102,20005,2
20102,20032,1
20102,20035,5
20102,20078,1
20102,20090,1
20102,20127,2
20102,20148,5
20102,20149,2
20102,20172,1
20102,20176,1
20102,20177,2
20102,20186,3
20102,20189,2
20102,20233,1
20102,20241,3
20102,20295,2
20102,20314,1
20102,20335,1
20102,20366,1
20102,20371,2
20102,20395,3
20102,20405,1
20102,20430,2
20103,20100,3
20103,20152,1
20103,20166,1
20103,20212,1
20103,20215,1
20103,20217,1
20103,20225,1
20103,20257,1
20103,20273,1
20103,20296,1
20103,20321,2
20103,20338,3
20103,20339,2
20103,20340,1
20103,20345,1
20103,20355,3
20103,20411,2
20103,20464,2
20103,20481,1
20104,20002,1
20104,20017,4
20104,20018,1
20104,20026,1
20104,20071,1
20104,20077,3
20104,20112,5
20104,20125,2
20104,20147,2
20104,20174,1
20104,20205,3
20104,20221,3
20104,20235,1
20104,20249,1
20104,20257,3
20104,20275,2
20104,20297,2
20104,20302,2
20104,20304,2
20104,20308,4
20104,20311,3
20104,20318,1
20104,20341,4
20104,20364,3
20104,20365,1
20104,20381,2
20104,20435,1
20104,20442,1
20104,20447,1
20104,20458,2
20104,20482,1
20104,20483,1
20105,20011,3
20105,20032,2
20105,20091,1
20105,20121,2
20105,20178,1
20105,20206,1
20105,20209,1
20105,20240,2
20105,20265,2
20105,20361,2
20105,20373,2
20105,20397,3
20105,20418,1
20105,20452,4
20105,20455,1
20105,20487,1
20105,20500,1
20106,20005,1
20106,20017,1
20106,20100,1
20106,20113,3
20106,20125,1
20106,20129,2
20106,20154,1
20106,20170,3
20106,20175,1
20106,20182,2
20106,20235,1
20106,20238,1
20106,20255,1
20106,20271,2
20106,20273,2
20106,20275,2
20106,20300,2
20106,20302,1
20106,20341,1
20106,20379,1
20106,20385,1
20106,20391,6
20106,20404,3
20106,20475,1
20106,20485,1
20107,20011,1
20107,20046,1
20107,20069,3
20107,20093,1
20107,20100,1
20107,20104,3
20107,20135,1
20107,20168,1
20107,20219,1
20107,20225,1
20107,20257,3
20107,20275,1
20107,20324,1
20107,20355,1
20107,20362,2
20107,20369,1
20107,20374,2
20107,20389,1
20107,20438,1
20107,20481,4
20107,20482,4
20108,20058,1
20108,20070,2
20108,20125,1
20108,20132,2
20108,20152,1
20108,20170,2
20108,20303,2
20108,20306,1
20108,20344,2
20108,20354,2
20108,20398,1
20108,20407,3
20108,20433,3
20108,20454,4
20108,20479,4
20109,20021,2
20109,20057,1
20109,20100,2
20109,20152,1
20109,20163,2
20109,20168,1
20109,20201,1
20109,20212,2
20109,20316,3
20109,20362,4
20109,20377,1
20109,20392,4
20109,20438,1
20109,20454,4
20110,20026,1
20110,20067,1
20110,20078,1
20110,20079,3
20110,20098,2
20110,20101,1
20110,20105,2
20110,20125,6
20110,20131,2
20110,20132,3
20110,20137,1
20110,20142,2
20110,20150,1
20110,20170,1
20110,20178,2
20110,20180,1
20110,20182,6
20110,20195,2
20110,20224,2
20110,20230,1
20110,20236,1
20110,20264,3
20110,20274,1
20110,20278,2
20110,20295,3
20110,20305,1
20110,20312,2
20110,20320,3
20110,20330,1
20110,20335,1
20110,20359,1
20110,20360,1
20110,20361,1
20110,20375,1
20110,20383,1
20110,20395,5
20110,20413,2
20110,20423,1
20110,20427,2
20110,20444,2
20110,20447,2
20110,20457,1
20110,20462,2
20110,20476,2
20110,20484,2
20110,20485,2
20110,20499,1
20111,20016,1
20111,20017,1
20111,20057,2
20111,20067,1
20111,20079,1
20111,20137,1
20111,20156,3
20111,20186,1
20111,20229,1
20111,20273,2
20111,20277,5
20111,20294,1
20111,20317,1
20111,20333,1
20111,20339,2
20111,20443,1
20111,20456,1
20111,20467,2
20112,20009,6
20112,20032,4
20112,20052,1
20112,20069,1
20112,20090,1
20112,20133,2
20112,20157,2
20112,20159,2
20112,20168,5
20112,20190,3
20112,20199,3
20112,20232,1
20112,20283,2
20112,20329,1
20112,20339,1
20112,20368,1
20112,20381,1
20112,20386,1
20112,20392,1
20112,20446,2
20112,20448,3
20112,20471,2
20112,20472,1
20112,20499,1
20113,20001,3
20113,20016,2
20113,20061,5
20113,20063,4
20113,20087,1
20113,20089,2
20113,20095,1
20113,20128,3
20113,20132,2
20113,20142,2
20113,20155,1
20113,20178,1
20113,20180,1
20113,20182,5
20113,20187,1
20113,20195,2
20113,20202,2
20113,20209,1
20113,20231,1
20113,20242,2
20113,20301,2
20113,20305,1
20113,20315,1
20113,20330,1
20113,20335,2
20113,20350,1
20113,20363,1
20113,20387,1
20113,20399,5
20113,20408,3
20113,20440,1
20113,20456,2
20113,20460,1
20113,20475,1
20113,20476,1
20113,20485,3
20113,20487,1
20113,20489,2
20113,20491,2
20114,20058,2
20114,20074,5
20114,20140,1
20114,20145,2
20114,20152,1
20114,20170,1
20114,20178,1
20114,20206,1
20114,20215,1
20114,20222,6
20114,20242,1
20114,20273,1
20114,20275,1
20114,20294,1
20114,20364,3
20114,20365,2
20114,20379,2
20114,20410,4
20114,20447,1
20114,20459,1
20114,20464,2
20115,20005,4
20115,20011,1
20115,20016,2
20115,20020,1
20115,20074,2
20115,20110,5
20115,20111,1
20115,20156,1
20115,20178,1
20115,20213,1
20115,20248,5
20115,20253,2
20115,20265,1
20115,20274,2
20115,20282,3
20115,20285,1
20115,20299,1
20115,20315,3
20115,20333,2
20115,20408,1
20115,20452,1
20115,20480,6
20116,20007,1
20116,20023,2
20116,20055,2
20116,20080,1
20116,20089,3
20116,20140,1
20116,20158,2
20116,20197,3
20116,20221,1
20116,20232,1
20116,20265,2
20116,20269,1
20116,20299,1
20116,20338,2
20116,20382,1
20116,20397,1
20116,20412,1
20116,20432,5
20116,20441,3
20116,20454,1
20116,20484,1
20116,20490,1
20116,20492,1
20116,20499,1
20117,20009,1
20117,20015,1
20117,20021,1
20117,20022,2
20117,20039,2
20117,20118,3
20117,20155,3
20117,20163,2
20117,20207,3
20117,20225,2
20117,20255,1
20117,20356,2
20117,20378,1
20117,20420,1
20117,20421,2
20117,20426,3
20117,20497,3
20118,20039,1
20118,20064,2
20118,20083,2
20118,20084,2
20118,20098,1
20118,20140,1
20118,20141,4
20118,20190,2
20118,20198,2
20118,20228,1
20118,20240,1
20118,20262,1
20118,20279,2
20118,20284,1
20118,20307,1
20118,20311,1
20118,20348,2
20118,20416,2
20118,20427,1
20118,20462,3
20119,20004,4
20119,20010,1
20119,20047,4
20119,20080,1
20119,20098,3
20119,20117,7
20119,20137,1
20119,20207,1
20119,20307,1
20119,20308,2
20119,20336,1
20119,20342,1
20119,20368,1
20119,20390,1
20119,20414,1
20119,20433,2
20119,20482,1
20120,20055,1
20120,20078,1
20120,20133,1
20120,20152,1
20120,20161,1
20120,20163,1
20120,20168,1
20120,20202,4
20120,20233,3
20120,20237,1
20120,20241,2
20120,20256,4
20120,20285,1
20120,20335,7
20120,20355,2
20120,20391,1
20120,20404,1
20120,20432,2
20120,20433,1
20120,20484,2
20121,20017,1
20121,20029,2
20121,20034,1
20121,20074,1
20121,20093,2
20121,20105,1
20121,20106,3
20121,20129,1
20121,20131,1
20121,20209,3
20121,20247,2
20121,20255,1
20121,20265,1
20121,20271,2
20121,20294,1
20121,20300,2
20121,20337,1
20121,20371,3
20121,20382,2
20121,20423,1
20121,20434,1
20121,20498,1
20122,20005,1
20122,20007,3
20122,20023,2
20122,20074,1
20122,20093,1
20122,20132,1
20122,20142,1
20122,20168,3
20122,20180,1
20122,20234,1
20122,20241,1
20122,20256,1
20122,20276,2
20122,20360,1
20122,20371,1
20122,20373,6
20122,20398,1
20122,20429,1
20122,20451,1
20122,20452,2
20122,20467,3
20122,20490,1
20123,20004,4
20123,20009,1
20123,20011,6
20123,20021,1
20123,20052,3
20123,20179,2
20123,20192,1
20123,20220,1
20123,20293,1
20123,20314,1
20123,20336,2
20123,20392,4
20123,20416,2
20123,20426,1
20123,20432,1
20123,20454,1
20124,20007,3
20124,20011,1
20124,20024,1
20124,20045,2
20124,20137,2
20124,20149,2
20124,20155,2
20124,20206,1
20124,20240,1
20124,20242,1
20124,20246,3
20124,20269,1
20124,20276,6
20124,20290,2
20124,20325,2
20124,20340,1
20124,20350,4
20124,20371,2
20124,20372,2
20124,20382,1
20124,20391,1
20124,20404,2
20125,20066,1
20125,20067,3
20125,20152,1
20125,20168,1
20125,20273,1
20125,20300,2
20125,20343,3
20125,20344,3
20125,20366,1
20125,20371,1
20125,20382,1
20125,20405,2
20125,20439,4
20125,20451,3
20125,20452,1
20125,20459,2
20125,20467,1
20126,20024,1
20126,20104,1
20126,20107,2
20126,20146,1
20126,20167,1
20126,20186,1
20126,20205,1
20126,20229,3
20126,20250,2
20126,20285,4
20126,20306,1
20126,20309,3
20126,20321,2
20126,20341,1
20126,20359,1
20127,20009,1
20127,20112,2
20127,20168,1
20127,20190,1
20127,20327,4
20127,20328,2
20127,20374,3
20127,20378,1
20127,20406,1
20127,20432,1
20127,20486,1
20128,20004,1
20128,20016,4
20128,20059,1
20128,20095,2
20128,20111,2
20128,20121,2
20128,20125,5
20128,20184,3
20128,20241,1
20128,20278,3
20128,20333,1
20128,20344,1
20128,20374,2
20128,20385,1
20128,20405,1
20128,20410,1
20128,20429,2
20128,20459,1
20128,20487,1
20128,20490,2
20128,20498,1
20129,20034,1
20129,20072,2
20129,20093,1
20129,20152,1
20129,20186,2
20129,20187,1
20129,20209,4
20129,20294,1
20129,20336,5
20129,20355,3
20129,20452,2
20129,20459,1
20130,20016,2
20130,20113,1
20130,20114,1
20130,20155,2
20130,20167,1
20130,20177,1
20130,20186,1
20130,20221,1
20130,20259,5
20130,20265,2
20130,20301,1
20130,20322,1
20130,20358,2
20130,20360,1
20130,20363,1
20130,20366,2
20130,20378,2
20130,20413,1
20130,20414,2
20130,20444,1
20130,20449,2
20130,20460,2
20131,20011,4
20131,20018,2
20131,20037,8
20131,20046,2
20131,20066,2
20131,20072,5
20131,20077,1
20131,20132,1
20131,20182,2
20131,20186,1
20131,20195,5
20131,20264,1
20131,20290,1
20131,20322,5
20131,20344,1
20131,20346,1
20131,20355,1
20131,20363,2
20131,20381,5
20131,20443,1
20131,20480,1
20132,20011,1
20132,20085,1
20132,20087,1
20132,20095,3
20132,20100,1
20132,20106,1
20132,20115,1
20132,20122,2
20132,20170,1
20132,20187,1
20132,20218,1
20132,20238,1
20132,20265,1
20132,20314,1
20132,20374,1
20132,20376,1
20132,20400,1
20132,20413,1
20132,20437,1
20132,20454,2
20132,20487,1
20132,20490,5
20133,20009,1
20133,20096,1
20133,20112,1
20133,20181,1
20133,20190,1
20133,20220,4
20133,20239,1
20133,20250,2
20133,20291,2
20133,20314,1
20133,20343,1
20133,20407,2
20133,20474,1
20133,20476,1
20134,20009,1
20134,20070,5
20134,20073,2
20134,20082,4
20134,20119,3
20134,20149,2
20134,20166,1
20134,20184,1
20134,20186,1
20134,20218,1
20134,20250,2
20134,20256,1
20134,20261,1
20134,20293,2
20134,20314,1
20134,20352,1
20134,20362,1
20134,20368,1
20134,20392,1
20134,20433,3
20134,20445,1
20134,20458,4
20135,20093,2
20135,20106,2
20135,20156,1
20135,20177,3
20135,20206,1
20135,20215,2
20135,20217,1
20135,20256,3
20135,20273,2
20135,20289,1
20135,20342,4
20135,20366,1
20135,20374,1
20135,20392,6
20135,20408,1
20135,20432,3
20135,20437,1
20135,20449,1
20135,20452,2
20136,20005,4
20136,20007,1
20136,20034,2
20136,20085,1
20136,20097,1
20136,20106,8
20136,20121,1
20136,20130,1
20136,20155,5
20136,20156,1
20136,20170,4
20136,20175,2
20136,20178,2
20136,20184,1
20136,20249,2
20136,20252,1
20136,20275,1
20136,20278,1
20136,20282,1
20136,20345,1
20136,20361,2
20136,20394,1
20136,20418,2
20136,20429,2
20136,20434,2
20137,20011,2
20137,20091,1
20137,20105,8
20137,20108,1
20137,20142,1
20137,20152,1
20137,20156,7
20137,20187,2
20137,20238,1
20137,20265,1
20137,20271,1
20137,20274,1
20137,20285,1
20137,20290,5
20137,20292,2
20137,20330,1
20137,20333,1
20137,20340,1
20137,20379,1
20137,20382,1
20137,20398,6
20137,20400,2
20137,20403,3
20137,20417,2
20137,20432,1
20137,20451,1
20137,20452,1
20137,20454,2
20137,20485,1
20138,20015,1
20138,20021,1
20138,20052,2
20138,20094,2
20138,20192,1
20138,20197,3
20138,20212,1
20138,20218,3
20138,20251,1
20138,20284,1
20138,20304,1
20138,20309,1
20138,20392,1
20138,20401,3
20138,20462,1
20139,20032,1
20139,20052,3
20139,20082,1
20139,20088,2
20139,20092,1
20139,20123,1
20139,20164,2
20139,20192,1
20139,20193,1
20139,20206,1
20139,20212,1
20139,20229,2
20139,20324,2
20139,20327,1
20139,20339,2
20139,20368,1
20139,20384,3
20139,20421,2
20139,20432,1
20139,20448,2
20139,20461,5
20139,20499,2
20140,20002,1
20140,20025,1
20140,20059,2
20140,20078,1
20140,20104,1
20140,20149,1
20140,20203,1
20140,20206,1
20140,20249,2
20140,20252,1
20140,20269,1
20140,20276,1
20140,20300,1
20140,20308,2
20140,20315,2
20140,20355,2
20140,20363,4
20140,20444,3
20140,20451,3
20140,20459,1
20141,20021,3
20141,20060,1
20141,20090,1
20141,20114,1
20141,20133,1
20141,20149,1
20141,20159,1
20141,20212,1
20141,20280,1
20141,20291,1
20141,20386,1
20141,20396,1
20141,20432,1
20141,20448,2
20141,20465,1
20141,20470,1
20142,20002,1
20142,20005,1
20142,20060,4
20142,20072,1
20142,20102,4
20142,20110,1
20142,20153,3
20142,20172,2
20142,20174,3
20142,20206,2
20142,20218,2
20142,20250,1
20142,20258,3
20142,20297,3
20142,20322,1
20142,20331,1
20142,20355,1
20142,20361,2
20142,20363,2
20142,20374,1
20142,20378,1
20142,20400,4
20142,20407,2
20142,20432,1
20142,20437,1
20142,20443,1
20142,20496,1
20142,20497,1
20143,20009,1
20143,20021,3
20143,20032,1
20143,20086,1
20143,20098,1
20143,20163,2
20143,20192,1
20143,20210,1
20143,20220,4
20143,20227,1
20143,20250,3
20143,20329,1
20143,20332,1
20143,20349,2
20143,20448,3
20143,20497,1
20144,20009,3
20144,20015,1
20144,20092,2
20144,20114,1
20144,20163,1
20144,20203,1
20144,20218,2
20144,20225,4
20144,20280,1
20144,20296,1
20144,20310,2
20144,20410,1
20144,20468,2
20144,20471,1
20145,20005,1
20145,20070,1
20145,20104,1
20145,20129,1
20145,20148,1
20145,20150,1
20145,20172,6
20145,20183,1
20145,20185,2
20145,20195,1
20145,20209,2
20145,20271,3
20145,20290,3
20145,20297,2
20145,20320,1
20145,20328,3
20145,20355,4
20145,20368,1
20145,20376,1
20145,20402,3
20145,20414,1
20145,20415,3
20145,20443,2
20145,20444,1
20145,20470,2
20145,20476,1
20145,20491,2
20146,20054,5
20146,20091,1
20146,20104,6
20146,20167,3
20146,20172,5
20146,20250,1
20146,20265,1
20146,20266,4
20146,20307,2
20146,20323,2
20146,20334,1
20146,20343,1
20146,20381,3
20146,20404,1
20146,20414,1
20146,20458,2
20147,20051,2
20147,20090,2
20147,20118,2
20147,20126,1
20147,20142,1
20147,20148,2
20147,20149,3
20147,20168,1
20147,20204,2
20147,20215,1
20147,20291,2
20147,20330,2
20147,20331,4
20147,20344,1
20147,20362,1
20147,20363,1
20147,20369,1
20147,20426,1
20147,20438,2
20147,20443,1
20147,20454,1
20147,20474,4
20147,20479,2
20148,20011,1
20148,20046,1
20148,20061,3
20148,20081,1
20148,20082,1
20148,20085,2
20148,20087,2
20148,20090,2
20148,20097,1
20148,20101,2
20148,20111,1
20148,20121,3
20148,20124,7
20148,20126,6
20148,20127,1
20148,20130,2
20148,20140,3
20148,20150,2
20148,20151,2
20148,20155,2
20148,20160,1
20148,20177,1
20148,20205,3
20148,20210,2
20148,20221,1
20148,20222,2
20148,20230,1
20148,20231,1
20148,20233,1
20148,20234,1
20148,20264,2
20148,20272,1
20148,20282,1
20148,20287,2
20148,20305,1
20148,20312,3
20148,20319,3
20148,20320,1
20148,20322,1
20148,20326,1
20148,20357,1
20148,20358,1
20148,20367,1
20148,20369,1
20148,20380,1
20148,20391,2
20148,20394,1
20148,20397,3
20148,20406,1
20148,20409,1
20148,20411,1
20148,20418,2
20148,20425,1
20148,20430,2
20148,20433,1
20148,20442,1
20148,20456,1
20148,20458,3
20148,20460,1
20148,20463,4
20148,20469,1
20148,20481,5
20148,20484,3
20149,20008,2
20149,20012,2
20149,20030,2
20149,20033,1
20149,20039,4
20149,20044,1
20149,20051,2
20149,20063,1
20149,20064,2
20149,20067,2
20149,20081,1
20149,20082,2
20149,20083,3
20149,20086,3
20149,20095,6
20149,20096,1
20149,20120,2
20149,20135,1
20149,20138,1
20149,20146,5
20149,20161,2
20149,20198,4
20149,20199,2
20149,20214,1
20149,20217,1
20149,20220,1
20149,20223,2
20149,20225,1
20149,20245,1
20149,20253,2
20149,20259,4
20149,20263,6
20149,20267,1
20149,20272,2
20149,20295,3
20149,20298,2
20149,20309,1
20149,20319,2
20149,20339,2
20149,20341,1
20149,20359,1
20149,20367,1
20149,20387,2
20149,20416,1
20149,20420,1
20149,20444,2
20149,20472,1
20149,20477,4
20149,20496,1
20150,20018,2
20150,20054,1
20150,20059,7
20150,20089,4
20150,20101,1
20150,20116,3
20150,20173,2
20150,20185,1
20150,20190,3
20150,20202,1
20150,20224,1
20150,20231,2
20150,20240,5
20150,20249,2
20150,20253,1
20150,20257,1
20150,20260,2
20150,20347,1
20150,20354,2
20150,20363,1
20150,20366,3
20150,20391,1
20150,20395,2
20150,20400,1
20150,20443,1
20150,20450,1
20151,20019,1
20151,20024,1
20151,20045,1
20151,20049,1
20151,20074,1
20151,20105,2
20151,20148,3
20151,20180,1
20151,20185,2
20151,20213,1
20151,20235,6
20151,20259,1
20151,20277,1
20151,20306,1
20151,20325,2
20151,20366,1
20151,20380,1
20151,20388,3
20151,20452,3
20152,20022,2
20152,20025,2
20152,20028,1
20152,20038,1
20152,20054,1
20152,20089,2
20152,20111,1
20152,20114,1
20152,20125,2
20152,20126,2
20152,20131,1
20152,20147,1
20152,20153,2
20152,20182,1
20152,20194,1
20152,20195,6
20152,20203,3
20152,20214,3
20152,20240,1
20152,20241,3
20152,20243,2
20152,20244,3
20152,20258,3
20152,20264,1
20152,20267,2
20152,20273,1
20152,20274,4
20152,20276,1
20152,20289,4
20152,20293,4
20152,20307,2
20152,20312,1
20152,20320,1
20152,20322,1
20152,20345,7
20152,20373,2
20152,20393,1
20152,20394,1
20152,20397,1
20152,20400,2
20152,20409,1
20152,20432,1
20152,20433,2
20152,20441,6
20152,20463,1
20152,20464,2
20152,20486,1
20152,20487,1
20152,20492,2
20152,20495,1
20153,20011,2
20153,20024,1
20153,20049,2
20153,20101,1
20153,20106,1
20153,20116,1
20153,20125,1
20153,20171,5
20153,20182,4
20153,20224,1
20153,20237,1
20153,20240,2
20153,20252,3
20153,20267,1
20153,20268,2
20153,20284,3
20153,20290,1
20153,20373,4
20153,20414,3
20153,20433,2
20154,20004,1
20154,20011,1
20154,20034,2
20154,20045,1
20154,20056,1
20154,20072,1
20154,20074,2
20154,20091,1
20154,20145,1
20154,20152,3
20154,20183,1
20154,20187,1
20154,20190,1
20154,20276,1
20154,20322,2
20154,20335,1
20154,20382,1
20154,20397,2
20154,20404,1
20154,20405,1
20154,20464,2
20154,20498,2
20155,20034,1
20155,20105,2
20155,20122,6
20155,20126,2
20155,20132,3
20155,20142,3
20155,20179,3
20155,20187,1
20155,20209,1
20155,20213,3
20155,20238,1
20155,20248,1
20155,20276,3
20155,20300,2
20155,20312,1
20155,20317,3
20155,20325,5
20155,20333,2
