10.3389/fcell.2020.00477	Regulation of Neurogenesis by FGF Signaling and Neurogenin in the Invertebrate Chordate Ciona	Frontiers in Cell and Developmental Biol	Neurogenesis is a complex sequence of cellular processes and behaviors driven by the coordinated expression of conserved effectors. The bipolar tail neurons (BTNs) of Ciona develop according to a highly dynamic, yet highly stereotyped developmental program and
10.1038/nm.3590	Noninvasive two-photon fluorescence microscopy imaging of mouse retina and RPE through the pupil of the eye	Nature Medicine	Two-photon excitation microscopy can image retinal molecular processes in vivo. Intrinsically fluorescent retinyl esters in subcellular structures called retinosomes are an integral part of the visual chromophore regeneration pathway. Fluorescent condensation 
10.1038/nn.2860	Imaging analysis of clock neurons: light buffers the wake-promoting effect of dopamine	Nature Neuroscience	How animals maintain proper amounts of sleep yet remain flexible to changes in environmental conditions remains unknown. We found that environmental light suppressed the wake-promoting effects of dopamine in fly brains. The ten large lateral-ventral neurons (l
10.1101/2025.11.07.687261	Inhibitory Motifs Quench Synchrony Induced by Excitatory Motifs in Biological Neuronal Networks	bioRxiv	The connectivity in biological neuronal networks is known to deviate significantly from the random network (Erdős–Rényi) model. Specifically, di-synaptic motifs like reciprocal, convergent, divergent, and chain are found to be either over-represented or under-
10.1016/j.neuro.2025.07.009	C. elegans as a powerful model for neurotoxicity assessment.	Neurotoxicology	The small nematode Caenorhabditis elegans (C. elegans) has emerged as a valuable tool in neurotoxicology due to its well-characterized nervous system, genetic tractability, and high conservation of molecular pathways with humans. These characteristics allow fo
10.1523/jneurosci.1432-15.2016	Synaptic Mechanisms Generating Orientation Selectivity in the ON Pathway of the Rabbit Retina	Journal of Neuroscience	Neurons that signal the orientation of edges within the visual field have been widely studied in primary visual cortex. Much less is known about the mechanisms of orientation selectivity that arise earlier in the visual stream. Here we examine the synaptic and
10.1007/s12035-009-8087-7	Determining the Neurotransmitter Concentration Profile at Active Synapses	Molecular Neurobiology	Establishing the temporal and concentration profiles of neurotransmitters during synaptic release is an essential step towards understanding the basic properties of inter-neuronal communication in the central nervous system. A variety of ingenious attempts has
10.1016/j.mcn.2023.103819	Plasticity of postsynaptic nanostructure.	Molecular and cellular neurosciences	The postsynaptic density (PSD) of excitatory synapses is built from a wide variety of scaffolding proteins, receptors, and signaling molecules that collectively orchestrate synaptic transmission. Seminal work over the past decades has led to the identification
10.1128/msystems.00755-21	Emergence of Caenorhabditis elegans as a Model Organism for Dissecting the Gut–Brain Axis	mSystems	Accumulating evidence links the gut microbiome to neuronal functions in the brain. Given the increasing prevalence of brain disorders, there is a critical need to understand how gut microbes impact neuronal functions so that targeted therapeutic interventions 
10.1016/j.conb.2023.102748	Circuits for self-motion estimation and walking control in Drosophila.	Current Opinion in Neurobiology	The brain's evolution and operation are inextricably linked to animal movement, and critical functions, such as motor control, spatial perception, and navigation, rely on precise knowledge of body movement. Such internal estimates of self-motion emerge from th
10.48550/arxiv.2401.03043	<NO TITLE>		The current neuron reconstruction pipeline for electron microscopy (EM) data usually includes automatic image segmentation followed by extensive human expert proofreading. In this work, we aim to reduce human workload by predicting connectivity between over-se
10.1186/1471-2202-10-107	Labelling and targeted ablation of specific bipolar cell types in the zebrafish retina	BMC Neuroscience	BackgroundDevelopment of a functional retina depends on regulated differentiation of several types of neurons and generation of a highly complex network between the different types of neurons. In addition, each type of retinal neuron includes several distinct 
10.1016/j.cub.2015.11.018	A Class of Visual Neurons with Wide-Field Properties Is Required for Local Motion Detection.	Current Biology	Visual motion cues are used by many animals to guide navigation across a wide range of environments. Long-standing theoretical models have made predictions about the computations that compare light signals across space and time to detect motion. Using connecto
10.3389/fnbeh.2025.1581763	Drosophila melanogaster as a neurobehavioral model for sex differences in stress response	Frontiers in Behavioral Neuroscience	Sex differences are observed in several neurologic and psychiatric disorders. Many aberrant behavioral symptoms can be characterized clinically as either internalizing or externalizing, which tend to manifest disproportionately in females or males, respectivel
10.1186/s12859-018-2471-0	LimeSeg: a coarse-grained lipid membrane simulation for 3D image segmentation	BMC Bioinformatics	3D segmentation is often a prerequisite for 3D object display and quantitative measurements. Yet existing voxel-based methods do not directly give information on the object surface or topology. As for spatially continuous approaches such as level-set, active c
10.3390/s24020451	Data Science for Health Image Alignment: A User-Friendly Open-Source ImageJ/Fiji Plugin for Aligning Multimodality/Immunohistochemistry/Immunofluoresc	Italian National Conference on Sensors	Most of the time, the deep analysis of a biological sample requires the acquisition of images at different time points, using different modalities and/or different stainings. This information gives morphological, functional, and physiological insights, but the
10.3389/neuro.05.010.2009	Size and Receptor Density of Glutamatergic Synapses: A Viewpoint from Left–Right Asymmetry of CA3–CA1 Connections	Frontiers in Neuroanatomy	Synaptic plasticity is considered to be the main mechanism for learning and memory. Excitatory synapses in the cerebral cortex and hippocampus undergo plastic changes during development and in response to electric stimulation. It is widely accepted that this p
10.1016/j.neures.2021.05.002	Tripartite synaptomics: Cell-surface proximity labeling in vivo	Neurosciences research	The astrocyte is a central glial cell and plays a critical role in the architecture and activity of neuronal circuits and brain functions through forming a tripartite synapse with neurons. Emerging evidence suggests that dysfunction of tripartite synaptic conn
10.1523/jneurosci.17-15-05858.1997	Quantitative Ultrastructural Analysis of Hippocampal Excitatory Synapses	Journal of Neuroscience	From three-dimensional reconstructions of CA1 excitatory synapses in the rodent hippocampus and in culture, we have estimated statistical distributions of active zone and postsynaptic density (PSD) sizes (average area ∼0.04 μm2), the number of active zones per
10.1371/journal.pcbi.1006551	Modeling driver cells in developing neuronal networks	bioRxiv	Spontaneous emergence of synchronized population activity is a characteristic feature of developing brain circuits. Recent experiments in the developing neo-cortex showed the existence of driver cells able to impact the synchronization dynamics when single-han
10.1016/j.celrep.2015.11.011	In Vivo Monosynaptic Excitatory Transmission between Layer 2 Cortical Pyramidal Neurons	Cell Reports	Summary Little is known about the properties of monosynaptic connections between identified neurons in vivo. We made multiple (two to four) two-photon targeted whole-cell recordings from neighboring layer 2 mouse somatosensory barrel cortex pyramidal neurons i
10.64898/2026.04.27.721138	In vivo characterization of a patient CACNA1A variant reveals paradoxical synaptic effects	bioRxiv	Abstract Channelopathies are a class of neurodevelopmental disorders with often devastating consequences, and effective therapies depend on understanding how patient variants alter channel function. These effects are typically assessed by biophysical character
10.1007/978-1-4939-3474-4_11	Dendritic Elaboration: Morphology and Chemistry	Neuroscience in the 21st Century	
10.1101/463216	Proprioceptive neurons of larval Drosophila melanogaster show direction selective activity requiring the mechanosensory channel TMC	bioRxiv	Drosophila Transmembrane channel-like (Tmc) is a protein that functions in larval proprioception. The closely related TMC1 protein is required for mammalian hearing, and is a pore forming subunit of the hair cell mechanotransduction channel. In hair cells, TMC
10.3390/mi12010094	Micropatterning of Substrates for the Culture of Cell Networks by Stencil-Assisted Additive Nanofabrication	Micromachines	The fabrication of in vitro neuronal cell networks where cells are chemically or electrically connected to form functional circuits with useful properties is of great interest. Standard cell culture substrates provide ensembles of cells that scarcely reproduce
10.1038/s41592-018-0233-6	A Compressed Sensing Framework for Efficient Dissection of Neural Circuits	Nature Methods	A fundamental question in neuroscience is how neural networks generate behavior. The lack of genetic tools and unique promoters to functionally manipulate specific neuronal subtypes makes it challenging to determine the roles of individual subtypes in behavior
10.1016/j.tics.2018.09.007	Spatial Embedding Imposes Constraints on Neuronal Network Architectures.	Trends in Cognitive Sciences	Recent progress towards understanding circuit function has capitalized on tools from network science to parsimoniously describe the spatiotemporal architecture of neural systems. Such tools often address systems topology divorced from its physical instantiatio
10.1007/978-3-030-40943-2_16	Connecting Neural Reconstruction Integrity (NRI) to Graph Metrics and Biological Priors	Springer Proceedings in Complexity	
10.3389/fnsyn.2023.1250834	Distinctive biophysical features of human cell-types: insights from studies of neurosurgically resected brain tissue	Frontiers in Synaptic Neuroscience	Electrophysiological characterization of live human tissue from epilepsy patients has been performed for many decades. Although initially these studies sought to understand the biophysical and synaptic changes associated with human epilepsy, recently, it has b
10.1101/2024.04.04.588058	Brain-wide monosynaptic single-neuron connectivity with ROInet-seq	bioRxiv	Viral projection tracing strategies help establish regional connectomes of mammalian brains. Monosynaptic connectivity tracing with G-deleted rabies virus (RV) establishes synaptic input connectivity, but cannot distinguish networks at cell resolution. We impl
10.1038/s41598-025-16377-8	Learning and criticality in a self-organizing model of connectome growth	Scientific Reports	The exploration of brain networks has reached an important milestone as relatively large and reliable information has been gathered for connectomes of different species1,2. Analyses of connectome data sets reveal that the structural length follows the exponent
10.3389/fnsyn.2020.615059	A Picture Worth a Thousand Molecules—Integrative Technologies for Mapping Subcellular Molecular Organization and Plasticity in Developing Circuits	Frontiers in Synaptic Neuroscience	A key challenge in developmental neuroscience is identifying the local regulatory mechanisms that control neurite and synaptic refinement over large brain volumes. Innovative molecular techniques and high-resolution imaging tools are beginning to reshape our v
10.1016/j.nlm.2025.108047	Engram and behavior: How memory is stored in the brain.	Neurobiology of Learning and Memory	During the processing of information in humans, activated neurons behave in a specific way. The activity of these neurons leaves traces on the neurons, such as changes in synaptic or intrinsic properties. Formation of the memory traces is associated with molec
10.1177/26331055261440786	Activity and State-Dependent Modulation of Salt Taste Behavior Via Pharyngeal Neurons in Drosophila melanogaster	Neuroscience Insights	Sodium, which is present in NaCl (Sodium Chloride), is a vital nutrient required for numerous physiological processes. In animals, including Drosophila, low-salt concentrations induce attraction and high-salt concentrations trigger aversive behavior. Although 
10.1007/s00418-017-1553-9	Serial block-face scanning electron microscopy applied to study the trafficking of 8D3-coated gold nanoparticles at the blood–brain barrier	Histochemistry and Cell Biology	Due to the physical and physiological properties of the blood-brain barrier (BBB), the transport of neurotherapeutics from blood to brain is still a pharmaceutical challenge. We previously conducted a series of experiments to explore the potential of the anti-
10.7554/elife.20560	Sub-synaptic, multiplexed analysis of proteins reveals Fragile X related protein 2 is mislocalized in Fmr1 KO synapses	eLife	The distribution of proteins within sub-synaptic compartments is an essential aspect of their neurological function. Current methodologies, such as electron microscopy (EM) and super-resolution imaging techniques, can provide the precise localization of protei
10.3389/fncir.2016.00035	Inhibitory Circuits in Cortical Layer 5	Front. Neural Circuits	Inhibitory neurons play a fundamental role in cortical computation and behavior. Recent technological advances, such as two photon imaging, targeted in vivo recording, and molecular profiling, have improved our understanding of the function and diversity of co
10.1038/s42003-024-07389-7	Mapping mitochondrial morphology and function: COX-SBFSEM reveals patterns in mitochondrial disease	Communications Biology	Mitochondria play a crucial role in maintaining cellular health. It is interesting that the shape of mitochondria can vary depending on the type of cell, mitochondrial function, and other cellular conditions. However, there are limited studies that link functi
10.1371/journal.pcbi.1009383	A unified mechanism for innate and learned visual landmark guidance in the insect central complex	PLoS Comput. Biol.	Insects can navigate efficiently in both novel and familiar environments, and this requires flexiblity in how they are guided by sensory cues. A prominent landmark, for example, can elicit strong innate behaviours (attraction or menotaxis) but can also be used
10.1088/1361-6463/abff7b	Optical volumetric brain imaging: speed, depth, and resolution enhancement	Journal of Physics D: Applied Physics	Understanding how the brain functions is one of the grand challenges in modern scientific research. Similar to a computer, a functional brain is composed of hardware and software. The major bottleneck lies in the difficulty to directly observe the brain ‘softw
10.1523/jneurosci.0127-11.2011	Bulk loading of calcium indicator dyes to study astrocyte physiology: key limitations and improvements using morphological maps	Journal of Neuroscience	Calcium signaling has been studied in astrocyte cell bodies using bulk loading of calcium indicator dyes, and astrocytes are known to display intracellular calcium transients. An assumption in recent data on the neuronal impact of somatic astrocyte calcium tra
10.1007/s00359-019-01397-3	Color vision in insects: insights from Drosophila	Journal of Comparative Physiology	Color vision is an important sensory capability that enhances the detection of contrast in retinal images. Monochromatic animals exclusively detect temporal and spatial changes in luminance, whereas two or more types of photoreceptors and neuronal circuitries 
10.1371/journal.pone.0118277	Effects of Isoflurane Anesthesia on Ensemble Patterns of Ca2+ Activity in Mouse V1: Reduced Direction Selectivity Independent of Increased Correlation	PLoS ONE	Anesthesia affects brain activity at the molecular, neuronal and network level, but it is not well-understood how tuning properties of sensory neurons and network connectivity change under its influence. Using in vivo two-photon calcium imaging we matched neur
10.1016/j.aanat.2018.02.004	Advances in cryo-electron tomography for biology and medicine.	Annals of Anatomy	Cryo-electron tomography (CET) utilizes a combination of specimen cryo-fixation and multi-angle electron microscopy imaging to produce three-dimensional (3D) volume reconstructions of native-state macromolecular and subcellular biological structures with nanom
10.1002/jemt.24304	Labelling strategies for correlative light electron microscopy	Microscopy research and technique (Print	Imaging is one of the key technologies underpinning discoveries in biomedical research. Each imaging technique however usually only provides a specific type of information. For instance, live‐cell imaging using fluorescent tags can show us the dynamics of a sy
10.1016/j.neuroimage.2021.118543	The Human Connectome Project: A Retrospective	NeuroImage	The Human Connectome Project (HCP) was launched in 2010 as an ambitious effort to accelerate advances in human neuroimaging, particularly for measures of brain connectivity; apply these advances to study a large number of healthy young adults; and freely share
10.1101/2025.09.30.679510	The central complex of the larval fruit fly brain	bioRxiv	In holometabolous insects such as the fruit fly Drosophila melanogaster, the brain central complex (CX) develops during metamorphosis and serves the adult stage. Whether a form of the CX exists in the brain of the evolutionarily novel larval stages is not know
10.1101/2023.07.19.549514	A neuronal substrate for translating nutrient state and resource density estimations into foraging decisions	bioRxiv	Foraging animals must balance the costs of exploring their surroundings with the potential benefits of finding nutritional resources. Each time an animal encounters a food source it must decide whether to initiate feeding or continue searching for potentially 
10.1152/jn.00394.2001	Giant miniature EPSCs at the hippocampal mossy fiber to CA3 pyramidal cell synapse are monoquantal.	Journal of Neurophysiology	The mechanisms generating giant miniature excitatory postsynaptic currents (mEPSCs) were investigated at the hippocampal mossy fiber (MF) to CA3 pyramidal cell synapse in vitro. These giant mEPSCs have peak amplitudes as large as 1,700 pA (13.6 nS) with a mean
10.7551/mitpress/9266.003.0009	Computational Connectomics	Discovering the Human Connectome	
10.1177/2398212818776561	Progress in automating patch clamp cellular physiology	Brain and Neuroscience Advances	Patch clamp electrophysiology has transformed research in the life sciences over the last few decades. Since their inception, automatic patch clamp platforms have evolved considerably, demonstrating the capability to address both voltage- and ligand-gated chan
10.1038/s41467-021-25436-3	Stimulus-dependent representational drift in primary visual cortex	Nature Communications	To produce consistent sensory perception, neurons must maintain stable representations of sensory input. However, neurons in many regions exhibit progressive drift across days. Longitudinal studies have found stable responses to artificial stimuli across sessi
10.1016/j.cub.2021.05.018	Sleep deprivation results in diverse patterns of synaptic scaling across the Drosophila Mushroom bodies	Current Biology	SUMMARY Sleep is essential for a variety of plastic processes, including learning and memory. However, the consequences of insufficient sleep on circuit connectivity remain poorly understood. To better appreciate the effects of sleep loss on synaptic connectiv
10.1101/2022.12.27.521977	Genetically-encoded photosensitizers enable light-controlled polymerization on living neuronal membranes	bioRxiv	Abstract The ability to record, stimulate, and modify brains of living animals would unlock numerous research opportunities and create potential clinical interventions, but it is difficult to interface with a living neural network without damaging it. We previ
10.3389/fnins.2011.00070	Combining Confocal Laser Scanning Microscopy with Serial Section Reconstruction in the Study of Adult Neurogenesis	Frontiers in Neuroscience	Current advances in imaging techniques have extended the possibility of visualizing small structures within large volumes of both fixed and live specimens without sectioning. These techniques have contributed valuable information to study neuronal plasticity i
10.1016/j.tins.2011.10.005	New dimensions of interneuronal specialization unmasked by principal cell heterogeneity	Trends in Neurosciences	While the diversity of neocortical and hippocampal GABAergic interneurons is recognized in terms of their anatomical, molecular, and functional properties, principal cells are usually assumed to constitute homogenous populations. However, even within a single 
10.1093/bioinformatics/btw013	Collaborative analysis of multi-gigapixel imaging data using Cytomine	Bioinform.	Motivation: Collaborative analysis of massive imaging datasets is essential to enable scientific discoveries. Results: We developed Cytomine to foster active and distributed collaboration of multidisciplinary teams for large-scale image-based studies. It uses 
10.1523/jneurosci.2898-12.2013	Mapping the subcellular distribution of alpha-synuclein in neurons using genetically encoded probes for correlated light and electron microscopy: Impl	Journal of Neuroscience	Modifications to the gene encoding human α-synuclein have been linked to the development of Parkinson's disease. The highly conserved structure of α-synuclein suggests a functional interaction with membranes, and several lines of evidence point to a role in ve
10.1080/net.12.1.75.87	Efficient temporal processing with biologically realistic dynamic synapses	Network	Synapses play a central role in neural computation: the strengths of synaptic connections determine the function of a neural circuit. In conventional models of computation, synaptic strength is assumed to be a static quantity that changes only on the slow time
10.1002/cne.23741	Potential and limitations of X-Ray micro-computed tomography in arthropod neuroanatomy: A methodological and comparative survey	The Journal of comparative neurology	Classical histology or immunohistochemistry combined with fluorescence or confocal laser scanning microscopy are common techniques in arthropod neuroanatomy, and these methods often require time‐consuming and difficult dissections and sample preparations. More
10.1016/j.immuni.2018.04.016	The Microglial Innate Immune Receptor TREM2 Is Required for Synapse Elimination and Normal Brain Connectivity	Immunity	The triggering receptor expressed on myeloid cells 2 (TREM2) is a microglial innate immune receptor associated with a lethal form of early, progressive dementia, Nasu-Hakola disease, and with an increased risk of Alzheimer's disease. Microglial defects in phag
10.1103/physreve.100.012301	Refined parcellation of the nervous system by algorithmic detection of hidden features within communities.	Physical Review E	The nervous system can be represented as a multiscale network comprised by single cells or ensembles that are linked by physical or functional connections. Groups of morphologically and physiologically diverse neurons are wired as connectivity patterns with a 
10.48550/arxiv.2302.03819	<NO TITLE>		The wiring and connectivity of neurons form a structural basis for the function of the nervous system. Advances in volume electron microscopy (EM) and image segmentation have enabled mapping of circuit diagrams (connectomics) within local regions of the mouse 
10.1109/icip.2018.8451775	Densely Connected Large Kernel Convolutional Network for Semantic Membrane Segmentation in Microscopy Images	International Conference on Information 	Structural analysis of neurons can provide valuable insights of brain function. Semantic segmentation of neurons thus becomes an important technique in bioinformatics. Deep learning approaches have shown promising performance in various semantic segmentation p
10.3389/fncom.2017.00052	Cortical Dynamics in Presence of Assemblies of Densely Connected Weight-Hub Neurons	Frontiers in Computational Neuroscience	Experimental measurements of pairwise connection probability of pyramidal neurons together with the distribution of synaptic weights have been used to construct randomly connected model networks. However, several experimental studies suggest that both wiring a
10.3389/fphys.2023.1087025	Sleep benefits different stages of memory in Drosophila	Frontiers in Physiology	Understanding the physiological mechanisms that modulate memory acquisition and consolidation remains among the most ambitious questions in neuroscience. Massive efforts have been dedicated to deciphering how experience affects behavior, and how different phys
10.1186/s42649-020-00033-8	Double staining method for array tomography using scanning electron microscopy	Applied Microscopy	Scanning electron microscopy (SEM) plays a central role in analyzing structures by imaging a large area of brain tissue at nanometer scales. A vast amount of data in the large area are required to study structural changes of cellular organelles in a specific c
10.1016/0042-6989(85)90031-8	Lateral actions at the inner plexiform layer of the carp retina: effects of turning windmill pattern stimulus.	Vision Research	Lateral action from amacrine to ganglion cells was studied in the isolated carp retina by using a truncated windmill pattern (TWP). About 25% of ganglion cells of both "on" and "off" center types were suppressed or enhanced in firing activity in response to TW
10.1101/2021.11.03.467156	First-order visual interneurons distribute distinct contrast and luminance information across ON and OFF pathways to achieve stable behavior	bioRxiv	The accurate processing of contrast is the basis for all visually guided behaviors. Visual scenes with rapidly changing illumination challenge contrast computation, because adaptation is not fast enough to compensate for such changes. Yet, human perception of 
10.1101/2025.01.06.631621	WormID-Bench: A Benchmark for Whole-Brain Activity Extraction in                   <i>C. elegans</i>		Abstract The nematode C. elegans is a premier model organism for studying neural circuit function due to its fully mapped connectome and genetically identifiable neurons. Recent advances in 3D light microscopy and fluorescent protein tagging have enabled whole
10.1080/00207454.2020.1770246	Dynamic alteration of dendrites and dendritic spines in the hippocampus and microglia in mouse brain tissues after kainate-induced status epilepticus	International Journal of Neuroscience	Abstract Purpose To study the alteration of microglial subtypes, the representative markers of microglia, and the morphology of dendrites and dendritic spines after acute status epilepticus (SE) and during recurrent seizures. Methods A mouse kainate-induced SE
10.1038/ncomms3136	SNAP-25 regulates spine formation through postsynaptic binding to p140Cap	Nature Communications	Synaptosomal-associated protein of 25 kDa (SNAP-25) is a member of the Soluble N-ethylmaleimide-sensitive-factor attachment protein receptors (SNARE) protein family, required for exocytosis of synaptic vesicles and regulation of diverse ion channels. Here, we 
10.1016/j.jneumeth.2018.04.019	A novel assay to evaluate action selection in escape behavior.	Journal of Neuroscience Methods	BACKGROUND How experience and individuality shape action selection remains a major question in neuroscience. Visually-evoked escape behavior within Drosophila melanogaster provides a robust model to study these mechanisms within neural circuits but requires no
10.1016/j.neuron.2017.05.036	Feature Integration Drives Probabilistic Behavior in the Drosophila Escape Response.	Neuron	Animals rely on dedicated sensory circuits to extract and encode environmental features. How individual neurons integrate and translate these features into behavioral responses remains a major question. Here, we identify a visual projection neuron type that co
10.1101/2025.08.02.668307	Feature-specific inhibitory connectivity augments the accuracy of cortical representations	bioRxiv	To interpret complex sensory scenes, animals exploit statistical regularities to infer missing features and suppress redundant or ambiguous information. Cortical microcircuits might contribute to this cognitive goal by either completing or cancelling predictab
10.1523/jneurosci.21-01-00230.2001	Expression of Neuronal Connexin36 in AII Amacrine Cells of the Mammalian Retina	Journal of Neuroscience	We have studied the expression pattern of neuronal connexin36 (Cx36) in the mouse and rat retina. In vertical sections of both retinas, a polyclonal antibody directed against Cx36 produced punctate labeling in the inner plexiform layer (IPL). Intense immunorea
10.1038/s41467-022-34113-y	The emergence and development of behavioral individuality in clonal fish	Nature Communications	You’re unique just like everyone else. But when does such individuality appear? Laskowski et al. find that clonal fish show unique behavioral patterns on their first day of life, and these patterns predict their behavior up to at least 10 weeks later. Behavior
10.1016/j.bbrc.2022.07.108	Change of motifs in C. elegans reveals developmental principle of neural network.	Biochemical and Biophysical Research Com	Revealing the organizing principles of developing neural networks is a difficult but significant task in neuroscience. As a creature with a rather compact and well-studied neural network, C. elegans is an ideal subject for neuroscience study. However, the rese
10.1038/ncomms6319	Formation and maintenance of neuronal assemblies through synaptic plasticity	Nature Communications	The architecture of cortex is flexible, permitting neuronal networks to store recent sensory experiences as specific synaptic connectivity patterns. However, it is unclear how these patterns are maintained in the face of the high spike time variability associa
10.1016/j.plrev.2019.11.004	The final frontier in connectomics: Forward engineering brain networks: Comment on "What would a synthetic connectome look like?" by Ithai Rabinowitch	Physics of Life Reviews	
10.1002/cne.903010204	Variability of light‐evoked response pattern and morphological characterization of amacrine cells in goldfish retina	The Journal of comparative neurology	Abstract Amacrine cells of the goldfish retina were characterized electrophysiologically and subsequently labelled by intracellular injection of horseradish peroxidase. An attempt was made to broaden the electrophysiological classification of the cells. Light‐
10.1214/18-aoas1159	SCALPEL: EXTRACTING NEURONS FROM CALCIUM IMAGING DATA	Annals of Applied Statistics	In the past few years, new technologies in the field of neuroscience have made it possible to simultaneously image activity in large populations of neurons at cellular resolution in behaving animals. In mid-2016, a huge repository of this so-called “calcium im
10.1109/cvprw.2019.00144	Multiscale Kernels for Enhanced U-Shaped Network to Improve 3D Neuron Tracing	2019 IEEE/CVF Conference on Computer Vis	Digital neuron morphology reconstruction from three-dimensional (3D) volumetric optical microscope images is an important procedure to rebuild the connections and structures of neural circuits. Even though many approaches have been proposed to achieve precise 
10.1126/sciadv.aav0618	New neurons use Slit-Robo signaling to migrate through the glial meshwork and approach a lesion for functional regeneration	Science Advances	Appropriate positioning of new neurons in the brain promotes post-stroke functional recovery. After brain injury, neural stem cell–derived neuronal precursors (neuroblasts) in the ventricular-subventricular zone migrate toward the lesion. However, the ability 
10.1016/j.celrep.2024.114112	Focal clusters of peri-synaptic matrix contribute to activity-dependent plasticity and memory in mice	Cell Reports	SUMMARY Recent findings show that effective integration of novel information in the brain requires coordinated processes of homo- and heterosynaptic plasticity. In this work, we hypothesize that activity-dependent remodeling of the peri-synaptic extracellular 
10.1038/nature09612	Regulation of synaptic connectivity by glia	Nature	The human brain contains more than 100 trillion (1014) synaptic connections, which form all of its neural circuits. Neuroscientists have long been interested in how this complex synaptic web is weaved during development and remodelled during learning and disea
10.3389/fncel.2020.524791	Raising the Connectome: The Emergence of Neuronal Activity and Behavior in Caenorhabditis elegans	bioRxiv	The differentiation of neurons and formation of connections between cells is the basis of both the adult phenotype and behaviors tied to cognition, perception, reproduction, and survival. Such behaviors are associated with local (circuits) and global (connecto
10.1523/jneurosci.19-08-02876.1999	Slices Have More Synapses than Perfusion-Fixed Hippocampus from both Young and Mature Rats	Journal of Neuroscience	Hippocampal slices have long been used to investigate properties of synaptic transmission and plasticity. Here, for the first time, synapses in slices have been compared quantitatively with synapses occurring in perfusion-fixed hippocampus, which is presumed t
10.1111/j.1365-2818.2007.01732.x	Pros and cons: cryo‐electron microscopic evaluation of block faces versus cryo‐sections from frozen‐hydrated skin specimens prepared by different tech	Journal of Microscopy	Summary Over the last two decades, several different preparative techniques have been developed to investigate frozen‐hydrated biological samples by electron microscopy. In this article, we describe an alternative approach that allows either ultrastructural in
10.1126/sciadv.abf7452	The hypothalamus predates the origin of vertebrates	Science Advances	Some Ciona neurons show transcriptional similarities to the mouse hypothalamus, suggesting that it predates vertebrates. The hypothalamus coordinates neuroendocrine functions in vertebrates. To explore its evolutionary origin, we describe integrated transcript
10.1002/cyto.a.24483	Fast whole‐body motor neuron calcium imaging of freely moving Caenorhabditis elegans without coverslip pressed	Cytometry Part A	Caenorhabditis elegans (C. elegans) is an ideal model organism for studying neuronal functions at the system level. This article develops a customized system for whole‐body motor neuron calcium imaging of freely moving C. elegans without the coverslip pressed.
10.1523/jneurosci.2226-08.2008	Fidelity of complex spike mediated synaptic transmission between inhibitory interneurons	Journal of Neuroscience	Complex spikes are high-frequency bursts of Na+ spikes, often riding on a slower Ca2+-dependent waveform. Although complex spikes may propagate into axons, given their unusual shape it is not clear how reliably these bursts reach nerve terminals, whether their
10.1523/eneuro.0158-23.2023	TARPγ2 Is Required for Normal AMPA Receptor Expression and Function in Direction-Selective Circuits of the Mammalian Retina	eNeuro	Abstract AMPA receptors (AMPARs) are the major mediators of fast excitatory neurotransmission in the retina as in other parts of the brain. In most neurons, the synaptic targeting, pharmacology, and function of AMPARs are influenced by auxiliary subunits inclu
10.1371/journal.pbio.3003094	Inhibitory circuit motifs in Drosophila larvae generate motor program diversity and variability	PLoS Biology	How do neural networks generate and regulate diversity and variability in motor outputs with finite cellular components? Here we examine this problem by exploring the role that inhibitory neuron motifs play in generating mixtures of motor programs in the segme
10.1021/acschemneuro.1c00281	Ascaris suum Informs Extrasynaptic Volume Transmission in Nematodes	ACS Chemical Neuroscience	Neural circuit synaptic connectivities (the connectome) provide the anatomical foundation for our understanding of nematode nervous system function. However, other nonsynaptic routes of communication are known in invertebrates including extrasynaptic volume tr
10.1007/s00422-008-0269-2	Evaluating automated parameter constraining procedures of neuron models by experimental and surrogate data	Biological cybernetics	Neuron models, in particular conductance-based compartmental models, often have numerous parameters that cannot be directly determined experimentally and must be constrained by an optimization procedure. A common practice in evaluating the utility of such proc
10.1371/journal.pone.0201302	A mathematical and computational model of the calcium dynamics in Caenorhabditis elegans ASH sensory neuron	bioRxiv	We propose a mathematical and computational model that captures the stimulus-generated Ca2+ transients in the C. elegans ASH sensory neuron. The model is built based on biophysical events and molecular cascades known to unfold as part of neurons’ Ca2+ homeosta
10.1016/j.bbrc.2015.12.011	CRASP: CFP reconstitution across synaptic partners.	Biochemical and Biophysical Research Com	Mapping the pattern of connectivity between neurons is widely regarded to be critical for understanding the nervous system. GRASP (GFP reconstitution across synaptic partners) has been used as a promising method for mapping neuronal connectivity, but is curren
10.1101/2020.10.26.356089	Near-optimal rotation of colour space by zebrafish cones in vivo	bioRxiv	For colour vision, retinal circuits must separate information about intensity and wavelength. This requires circuit-level comparison of at least two spectrally distinct photoreceptors. However, many vertebrates use four or more, and in those cases the nature a
10.1101/2024.08.17.605585	Ultraplex microscopy: versatile highly-multiplexed molecular labeling and imaging across scale and resolution	bioRxiv	The molecular organization of cells and tissue is challenging to study due to the inefficiency of multiplexed molecular labeling methods and the limited options for combining microscopy modalities in a single specimen, especially when high spatial resolution i
10.1101/2024.01.02.573843	The neuron as a direct data-driven controller	bioRxiv	In the quest to model neuronal function amidst gaps in physiological data, a promising strategy is to develop a normative theory that interprets neuronal physiology as optimizing a computational objective. This study extends the current normative models, which
