10.1007/s00138-020-01060-x	Deep learning in medical image registration: a survey	Machine Vision and Applications	The establishment of image correspondence through robust image registration is critical to many clinical tasks such as image fusion, organ atlas creation, and tumor growth monitoring and is a very challenging problem. Since the beginning of the recent deep lea
10.1093/bioinformatics/btr378	Biologically inspired EM image alignment and neural reconstruction	Bioinform.	Abstract Motivation: Three-dimensional reconstruction of consecutive serial-section transmission electron microscopy (ssTEM) images of neural tissue currently requires many hours of manual tracing and annotation. Several computational techniques have already b
10.1038/nrn3214	The economy of brain network organization	Nature Reviews Neuroscience	The brain is expensive, incurring high material and metabolic costs for its size--relative to the size of the body--and many aspects of brain network organization can be mostly explained by a parsimonious drive to minimize these costs. However, brain networks 
10.1371/journal.pcbi.1006593	A regularity index for dendrites - local statistics of a neuron's input space	PLoS Comput. Biol.	Neurons collect their inputs from other neurons by sending out arborized dendritic structures. However, the relationship between the shape of dendrites and the precise organization of synaptic inputs in the neural tissue remains unclear. Inputs could be distri
10.1038/s41467-020-15964-9	Neuromedin U signaling regulates retrieval of learned salt avoidance in a C. elegans gustatory circuit	Nature Communications	Learning and memory are regulated by neuromodulatory pathways, but the contribution and temporal requirement of most neuromodulators in a learning circuit are unknown. Here we identify the evolutionarily conserved neuromedin U (NMU) neuropeptide family as a re
10.1016/s0896-6273(02)00576-7	Calcium dynamics of spines depend on their dendritic location.	Neuron	Dendritic spines are morphologically and functionally heterogeneous. To understand this diversity, we use two-photon imaging of layer 5 neocortical pyramidal cells and measure action potential-evoked [Ca(2+)]i transients in spines. Spine calcium kinetics are c
10.1109/ijcnn.2011.6033510	Knife-edge scanning microscopy for connectomics research	The 2011 International Joint Conference 	In this paper, we will review a novel microscopy modality called Knife-Edge Scanning Microscopy (KESM) that we have developed over the past twelve years (since 1999) and discuss its relevance to connectomics and neural networks research. The operational princi
10.1017/s1740925x10000165	Bergmann glial ensheathment of dendritic spines regulates synapse number without affecting spine motility	Neuron Glia Biology	In the cerebellum, lamellar Bergmann glial (BG) appendages wrap tightly around almost every Purkinje cell dendritic spine. The function of this glial ensheathment of spines is not entirely understood. The development of ensheathment begins near the onset of sy
10.1159/000047217	A Comparative Study of Protein Kinase C-Like Immunoreactive Cells in the Retina	Brain, Behavior and Evolution	The present study is a morphological and quantitative analysis of protein kinase C-like immunoreactive (PKC-L ir) bipolar cells in the retinas of five different vertebrate species (chicken, tench, zebrafish, goldfish and rat). The morphology of PKC-L-ir bipola
10.1523/jneurosci.1317-18.2019	Light-Activated ROS Production Induces Synaptic Autophagy	Journal of Neuroscience	The regulated turnover of synaptic vesicle (SV) proteins is thought to involve the ubiquitin-dependent tagging and degradation through endo-lysosomal and autophagy pathways. Yet, it remains unclear which of these pathways are used, when they become activated, 
10.1371/journal.pcbi.1006795	Simulation of calcium signaling in fine astrocytic processes: Effect of spatial properties on spontaneous activity	bioRxiv	Astrocytes, a glial cell type of the central nervous system, have emerged as detectors and regulators of neuronal information processing. Astrocyte excitability resides in transient variations of free cytosolic calcium concentration over a range of temporal an
10.1016/j.conb.2017.12.019	Mutual inhibition of lateral inhibition: a network motif for an elementary computation in the brain.	Current Opinion in Neurobiology	A series of classical studies in non-human primates has revealed the neuronal activity patterns underlying decision-making. However, the circuit mechanisms for such patterns remain largely unknown. Recent detailed circuit analyses in simpler neural systems hav
10.1038/s41467-025-61771-5	Somatostatin-expressing interneurons induce early NO-driven and late specific astrocyte-mediated vasodilation	Nature Communications	Somatostatin-expressing (SST) interneurons modulate hemodynamic responses both directly and indirectly, but their precise role remains unclear. Here, we investigated the influence of SST interneurons on hemodynamic control in response to optogenetic stimulatio
10.1002/cne.903520405	Morphology of ganglion cells in the neotenous tiger salamander retina	The Journal of comparative neurology	Abstract The morphology of retinal ganglion cells in the neotenous tiger salamander ( Ambystoma tigrinum ) was analyzed with the aid of morphometric techniques to determine the diversity of cell types and to evaluate the widely held notion that this form of Am
10.1007/978-3-319-57363-2_1	The Current State of the Neuroanatomy Toolkit in the Fruit Fly Drosophila melanogaster	Decoding Neural Circuit Structure and Fu	
10.1016/j.cell.2024.08.015	A LINE ATTRACTOR ENCODING A PERSISTENT INTERNAL STATE REQUIRES NEUROPEPTIDE SIGNALING	Cell	Internal states drive survival behaviors, but their neural implementation is poorly understood. Recently we identified a line attractor in the ventromedial hypothalamus (VMH) that represents a state of aggressiveness. Line attractors can be implemented by recu
10.1016/j.neuroimage.2021.118032	Neural activity temporal pattern dictates long-range propagation targets	NeuroImage	Brain possesses a complex spatiotemporal architecture for efficient information processing and computing. However, it remains unknown how neural signal propagates to its intended targets brain-wide. Using optogenetics and functional MRI, we arbitrarily initiat
10.1267/ahc.17013	A Device for Ribbon Collection for Array Tomography with Scanning Electron Microscopy	Acta Histochemica et Cytochemica	“Array tomography” is a method used to observe the fine structure of cells and tissues in a three-dimensional view. In this method, serial ultrathin sections in the ribbon state (ribbons) are mounted on a solid substrate and observed by scanning electron micro
10.1523/eneuro.0226-23.2023	Ultrastructural Characteristics and Synaptic Connectivity of Photoreceptors in the Simplex Retina of Little Skate (Leucoraja erinacea)	eNeuro	Abstract The retinas of the vast majority of vertebrate species are termed “duplex,” that is, they contain both rod and cone photoreceptor neurons in different ratios. The retina of little skate (Leucoraja erinacea) is a rarity among vertebrates because it con
10.1038/s42003-026-10188-x	FLP-15 functions through the GPCR NPR-3 to regulate local and global search behaviours in Caenorhabditis elegans	Communications Biology	The transition from well-fed to food-deprived conditions in C. elegans triggers a stereotypic exploration behaviour characterised by a temporal decrease in reorientation frequency. In this study we conduct a screen of neuropeptide mutants and identify several 
10.1038/ncomms5294	Astrocyte response to motor neuron injury promotes structural synaptic plasticity via STAT3-regulated TSP-1 expression	Nature Communications	The role of remote astrocyte (AC) reaction to central or peripheral axonal insult is not clearly understood. Here we use a transgenic approach to compare the direct influence of normal with diminished AC reactivity on neuronal integrity and synapse recovery fo
10.1016/j.ijdevneu.2003.12.008	Maturation of astrocyte morphology and the establishment of astrocyte domains during postnatal hippocampal development	International Journal of Developmental N	Abstract Mature protoplasmic astrocytes exhibit an extremely dense ramification of fine processes, yielding a ‘spongiform’ morphology. This complex morphology enables protoplasmic astrocytes to maintain intimate relationships with many elements of the brain pa
10.1016/j.cub.2024.09.059	Neuropeptide inactivation regulates egg-laying behavior to influence reproductive health in Caenorhabditis elegans	Current Biology	SUMMARY Neural communication requires both fast-acting neurotransmitters and neuromodulators that function on slower timescales to communicate. Endogenous bioactive peptides, often called “neuropeptides,” comprise the largest and most diverse class of neuromod
10.1016/bs.mcb.2017.03.013	Relocation is the key to successful correlative fluorescence and scanning electron microscopy.	Methods in Cell Biology	In this chapter the authors report on an automated hardware and software solution enabling swift correlative sample array mapping of fluorescently stained molecules within cells and tissues across length scales. Samples are first observed utilizing wide-field 
10.1101/2022.05.26.493610	An essential experimental control for functional connectivity mapping with optogenetics	bioRxiv	To establish functional connectivity between two candidate neurons that might form a circuit element, a common approach is to activate an optogenetic tool such as Chrimson in the candidate pre-synaptic neuron and monitor fluorescence of the calcium-sensitive i
10.1016/j.neucom.2025.131221	Advancements in neuromorphic computing for bio-inspired artificial vision: A review	Neurocomputing	Neuromorphic computing is revolutionising artificial vision by emulating the human brain’s remarkable efficiency, adaptability, and spatio-temporal processing. This review synthesises recent advances in neuromorphic vision, with a special focus on wave-based d
10.1016/j.neuron.2018.07.003	Linking Connectivity, Dynamics, and Computations in Low-Rank Recurrent Neural Networks.	Neuron	Large-scale neural recordings have established that the transformation of sensory stimuli into motor outputs relies on low-dimensional dynamics at the population level, while individual neurons exhibit complex selectivity. Understanding how low-dimensional com
10.1101/2020.06.09.143248	Harmonization of L1CAM expression facilitates axon outgrowth and guidance of a motor neuron	Development	ABSTRACT Brain development requires precise regulation of axon outgrowth, guidance and termination by multiple signaling and adhesion molecules. How the expression of these neurodevelopmental regulators is transcriptionally controlled is poorly understood. The
10.1534/genetics.118.300834	Regulation of Glutamate Signaling in the Sensorimotor Circuit by CASY-1A/Calsyntenin in Caenorhabditis elegans	Genetics	Locomotion is one of the most prominent behaviors in the nematode Caenorhabditis elegans. Neuronal circuits that ultimately produce coordinated dorso-ventral sinusoidal bends mediate this behavior. Synchronized locomotion requires an intricate balance between 
10.1093/cercor/bhm027	Local potential connectivity in cat primary visual cortex.	Cerebral Cortex	Time invariant description of synaptic connectivity in cortical circuits may be precluded by the ongoing growth and retraction of dendritic spines accompanied by the formation and elimination of synapses. On the other hand, the spatial arrangement of axonal an
10.48550/arxiv.2402.14102	<NO TITLE>		The static synaptic connectivity of neuronal circuits stands in direct contrast to the dynamics of their function. As in changing community interactions, different neurons can participate actively in various combinations to effect behaviors at different times.
10.1101/2025.10.16.682869	Synapse Detection Efficiency in EM Drosophila Connectomics	bioRxiv	Researchers have long noted the differences in synapse count between different EM reconstructions of similar circuitry. In this paper we attempt to determine the portion of these differences that may be due to different sample preparation and imaging technique
10.7554/elife.78811	An increase of inhibition drives the developmental decorrelation of neural activity	eLife	Throughout development, the brain transits from early highly synchronous activity patterns to a mature state with sparse and decorrelated neural activity, yet the mechanisms underlying this process are poorly understood. The developmental transition has import
10.64898/2026.07.22.740182	Microglia extract neuronal proteolytic organelles via skoupocytosis	bioRxiv	Neurons face unique challenges in maintaining protein homeostasis due to their tortuous morphology and extended processes. Proteolytic organelles are typically transported retrogradely towards their soma for degradation where lysosomes are enriched, but some o
10.7554/elife.09222	Clusters of synaptic inputs on dendrites of layer 5 pyramidal cells in mouse visual cortex	eLife	The spatial organization of synaptic inputs on the dendritic tree of cortical neurons plays a major role for dendritic integration and neural computations, yet, remarkably little is known about it. We mapped the spatial organization of glutamatergic synapses b
10.1016/j.cub.2021.09.008	Response competition between neurons and antineurons in the mushroom body	Current Biology	Summary The mushroom bodies of Drosophila contain circuitry compatible with race models of perceptual choice. When flies discriminate odor intensity differences, opponent pools of αβ core Kenyon cells (on and off αβc KCs) accumulate evidence for increases or d
10.1007/s00422-014-0606-6	Aspects of randomness in neural graph structures	Biological cybernetics	In the past two decades, significant advances have been made in understanding the structural and functional properties of biological networks, via graph-theoretic analysis. In general, most graph-theoretic studies are conducted in the presence of serious uncer
10.1017/s0952523807070174	Glycine receptors of A-type ganglion cells of the mouse retina	Visual Neuroscience	A-type ganglion cells of the mouse retina represent the visual channel that transfers temporal changes of the outside world very fast and with high fidelity. In this study we combined anatomical and physiological methods in order to study the glycinergic, inhi
10.1016/j.celrep.2018.07.018	Olfactory Neurons and Brain Centers Directing Oviposition Decisions in Drosophila	Cell Reports	SUMMARY The sense of smell influences many behaviors, yet how odors are represented in the brain remains unclear. A major challenge to studying olfaction is the lack of methods allowing activation of specific types of olfactory neurons in an ethologically rele
10.1038/s41598-024-66398-y	EDTP enhances and protects the fluorescent signal of GFP in cleared and expanded tissues	Scientific Reports	Advanced 3D high-resolution imaging techniques are essential for investigating biological challenges, such as neural circuit analysis and tumor microenvironment in intact tissues. However, the fluorescence signal emitted by endogenous fluorescent proteins in c
10.1369/jhc.2009.954214	Advanced Correlative Light/Electron Microscopy: Current Methods and New Developments Using Tokuyasu Cryosections	Journal of Histochemistry and Cytochemis	Microscopy is an essential tool for analysis of cellular structures and function. With the advent of new fluorescent probes and super-resolution light microscopy techniques, the study of dynamic processes in living cells has been greatly facilitated. Fluoresce
10.1016/j.jsb.2012.06.006	TxBR montage reconstruction for large field electron tomography.	Journal of Structural Biology	Electron tomography (ET) has been proven an essential technique for imaging the structure of cells beyond the range of the light microscope down to the molecular level. Large-field high-resolution views of biological specimens span more than four orders of mag
10.1371/journal.pone.0158626	Network Analysis and Visualization of Mouse Retina Connectivity Data	PLoS ONE	The largest available cellular level connectivity map, of a 0.1 mm sample of the mouse retina Inner Plexiform Layer, was analysed using network models and visualized using spectral graph layouts and observed cell coordinates. This allows key nodes in the netwo
10.1111/j.1365-2818.2007.01773.x	Atomic force microscope (AFM) combined with the ultramicrotome: a novel device for the serial section tomography and AFM/TEM complementary structural 	Journal of Microscopy	Summary A new device (NTEGRA Tomo) that is based on the integration of the scanning probe microscope (SPM) (NT‐MDT NTEGRA SPM) and the Ultramicrotome (Leica UC6NT) is presented. This integration enables the direct monitoring of a block face surface immediately
10.7554/elife.59976	Distinct subpopulations of mechanosensory chordotonal organ neurons elicit grooming of the fruit fly antennae	eLife	Diverse mechanosensory neurons detect different mechanical forces that can impact animal behavior. Yet our understanding of the anatomical and physiological diversity of these neurons and the behaviors that they influence is limited. We previously discovered t
10.1126/sciadv.abm7723	Mating-driven variability in olfactory local interneuron wiring	Science Advances	Variations in neuronal connectivity occur widely in nervous systems from invertebrates to mammals. Yet, it is unclear how neuronal variability originates, to what extent and at what time scales it exists, and what functional consequences it might carry. To ass
10.1126/science.abq2599	Scale matters: The nested human connectome	Science	A comprehensive description of how neurons and entire brain regions are interconnected is fundamental for a mechanistic understanding of brain function and dysfunction. Neuroimaging has shaped the way to approaching the human brain’s connectivity on the basis 
10.1038/s41598-018-38412-7	Neuronal plasticity affects correlation between the size of dendritic spine and its postsynaptic density	Scientific Reports	Structural plasticity of dendritic spines is thought to underlie memory formation. Size of a dendritic spine is considered proportional to the size of its postsynaptic density (PSD), number of glutamate receptors and synaptic strength. However, whether this co
10.1038/nn.3974	Synaptic diversity enables temporal coding of coincident multisensory inputs in single neurons	Nature Neuroscience	The ability of the brain to rapidly process information from multiple pathways is critical for reliable execution of complex sensory-motor behaviors, yet the cellular mechanisms underlying a neuronal representation of multimodal stimuli are poorly understood. 
10.3389/fnmol.2017.00451	Astroglial Glutamate Signaling and Uptake in the Hippocampus	Frontiers in Molecular Neuroscience	Astrocytes have long been regarded as essentially unexcitable cells that do not contribute to active signaling and information processing in the brain. Contrary to this classical view, it is now firmly established that astrocytes can specifically respond to gl
10.3390/ijms21218048	GPCR-Based Dopamine Sensors—A Detailed Guide to Inform Sensor Choice for In Vivo Imaging	International Journal of Molecular Scien	Understanding how dopamine (DA) encodes behavior depends on technologies that can reliably monitor DA release in freely-behaving animals. Recently, red and green genetically encoded sensors for DA (dLight, GRAB-DA) were developed and now provide the ability to
10.1016/j.tibs.2018.08.003	Exploiting Anatomical Landmarks for Efficient In Vivo CLEM.	TIBS -Trends in Biochemical Sciences. Re	Established protocols for correlating intravital microscopy with electron microscopy remain cumbersome and mostly rely on a combination of artificial fiducials with anatomical landmarks. A recent study describes a new workflow, achieving label-free 3D correlat
10.1126/science.ado8316	Synaptic architecture of a memory engram in the mouse hippocampus	Science	Memory engrams are formed through experience-dependent plasticity of neural circuits, but their detailed architectures remain unresolved. Using 3D electron microscopy, we performed nanoscale reconstructions of the hippocampal CA3-CA1 pathway following chemogen
10.1126/science.abl8519	Brain research challenges supercomputing	Science	Description Big data obtained from unraveling human brain structure raise processing demands The adult human brain contains ∼86 billion neurons (1). Zooming into its cellular and subcellular details to reveal different aspects of neuronal connectivity is a key
10.1038/s41598-021-83813-w	Click-correlative light and electron microscopy (click-AT-CLEM) for imaging and tracking azido-functionalized sphingolipids in bacteria	Scientific Reports	Sphingolipids, including ceramides, are a diverse group of structurally related lipids composed of a sphingoid base backbone coupled to a fatty acid side chain and modified terminal hydroxyl group. Recently, it has been shown that sphingolipids show antimicrob
10.3389/fphys.2024.1410946	Modeling and characterization of pure and odorant mixture processing in the Drosophila mushroom body calyx	Frontiers in Physiology	Associative memory in the Mushroom Body of the fruit fly brain depends on the encoding and processing of odorants in the first three stages of the Early Olfactory System: the Antenna, the Antennal Lobe and the Mushroom Body Calyx. The Kenyon Cells (KCs) of the
10.1523/jneurosci.4473-03.2004	Climbing Fiber Activation of EAAT4 Transporters and Kainate Receptors in Cerebellar Purkinje Cells	Journal of Neuroscience	Cerebellar Purkinje cells (PCs) express two glutamate transporters, EAAC1 (EAAT3) and EAAT4; however, their relative contribution to the uptake of glutamate at synapses is not known. We found that glutamate transporter currents recorded at climbing fiber (CF)-
10.1101/2024.11.27.625336	UniSPAC: A Unified Segmentation Framework for Proofreading and Annotation in Connectomics		Reconstructing dense neuronal connections from volume electron microscopy (vEM) images is a critical challenge in neuroscience, driving the development of various automatic neuron segmentation methods. Although current state-of-the-art automated segmentation m
10.1113/jp279214	Resilience of neural networks for locomotion	Journal of Physiology	Locomotion is an essential behaviour for the survival of all animals. The neural circuitry underlying locomotion is therefore highly robust to a wide variety of perturbations, including injury and abrupt changes in the environment. In the short term, fault tol
10.1101/675371	A workflow for visualizing human cancer biopsies using large-format electron microscopy	bioRxiv	Recent developments in large format electron microscopy have enabled generation of images that provide detailed ultrastructural information on normal and diseased cells and tissues. Analyses of these images increase our understanding of cellular organization a
10.1101/sqb.2014.79.024695	Neural Circuits for Motion Vision in the Fly.	Cold Spring Harbor Symposia on Quantitat	Seeing the direction of motion is fundamental for visual navigation, predator avoidance, and prey capture. However, the direction of motion is not explicitly represented at the level of individual photoreceptors. Rather, directional motion information needs to
10.1101/2023.10.23.563679	A Pipeline for a Primate Projectome: mapping every individual myelinated axon across the whole brain	bioRxiv	1 Abstract We developed a pipeline to detail the morphology and complete trajectory of every long distance projecting neuron in large volumes of the non-human primate brain - a projectome. A projectome would organize how the hundreds of brain regions in a prim
10.1038/s42003-023-04511-z	Uncovering hidden network architecture from spiking activities using an exact statistical input-output relation of neurons	Communications Biology	Identifying network architecture from observed neural activities is crucial in neuroscience studies. A key requirement is knowledge of the statistical input-output relation of single neurons in vivo. By utilizing an exact analytical solution of the spike-timin
10.1109/icip.2018.8451040	Benchmarking of Image Registration Methods for Differently Stained Histological Slides	International Conference on Information 	Image registration is a common task for many biomedical analysis applications. The present work focuses on the benchmarking of registration methods on differently stained histological slides. This is a challenging task due to the differences in the appearance 
10.3389/fncir.2018.00029	The Effect of Single Pyramidal Neuron Firing Within Layer 2/3 and Layer 4 in Mouse V1	Front. Neural Circuits	The influence of cortical cell spiking activity on nearby cells has been studied extensively in vitro. Less is known, however, about the impact of single cell firing on local cortical networks in vivo. In a pioneering study, Kwan and Dan (Kwan and Dan, 2012) r
10.1007/s00429-007-0144-2	Excitatory signal flow and connectivity in a cortical column: focus on barrel cortex	Brain Structure and Function	A basic feature of the neocortex is its organization in functional, vertically oriented columns, recurring modules of signal processing and a system of transcolumnar long-range horizontal connections. These columns, together with their network of neurons, pres
10.1073/pnas.2308067121	Timed receptor tyrosine kinase signaling couples the central and a peripheral circadian clock in Drosophila	bioRxiv	Circadian clocks impose daily periodicities to behavior, physiology, and metabolism. This control is mediated by a central clock and by peripheral clocks, which are synchronized to provide the organism with a unified time through mechanisms that are not fully 
10.1038/s41467-023-42864-5	Rapid threat assessment in the Drosophila thermosensory system	bioRxiv	Neurons that participate in sensory processing often display “ON” responses, i.e. fire transiently at the onset of a stimulus. ON transients are widespread, perhaps universal to sensory coding, yet their function is not always well-understood. Here, we show th
10.1016/j.jsb.2020.107551	Dual-axis STEM tomography at 200 kV: setup, performance, limitations.	Journal of Structural Biology	The interpretation of cell biological processes hinges on the elucidation of the underlying structures. Their three-dimensional analysis using electron tomography has extended our understanding of cellular organelles to a great extent. The investigations depen
10.1016/j.tics.2013.09.012	Network hubs in the human brain.	Trends in Cognitive Sciences	Virtually all domains of cognitive function require the integration of distributed neural activity. Network analysis of human brain connectivity has consistently identified sets of regions that are critically important for enabling efficient neuronal signaling
10.1369/0022155415609099	Correlative Light and Scanning Electron Microscopy for Observing the Three-Dimensional Ultrastructure of Membranous Cell Organelles in Relation to The	Journal of Histochemistry and Cytochemis	Although the osmium maceration method has been used to observe three-dimensional (3D) structures of membranous cell organelles with scanning electron microscopy (SEM), the use of osmium tetroxide for membrane fixation and the removal of cytosolic soluble prote
10.1117/1.nph.11.3.033403	Linking brain activity across scales with simultaneous opto- and electrophysiology	Neurophotonics	Abstract. The brain enables adaptive behavior via the dynamic coordination of diverse neuronal signals across spatial and temporal scales: from fast action potential patterns in microcircuits to slower patterns of distributed activity in brain-wide networks. U
10.1093/cercor/1.1.1-a	Preface: Cerebral Cortex Has Come of Age	Cerebral Cortex	In recent years, many new cortical areas have been identified in the macaque monkey. The number of identified connections between areas has increased even more dramatically. We report here on (1) a summary of the layout of cortical areas associated with vision
10.3389/fnmol.2020.572312	Neuronal Activity at Synapse Resolution: Reporters and Effectors for Synaptic Neuroscience	Frontiers in Molecular Neuroscience	The development of methods for the activity-dependent tagging of neurons enabled a new way to tackle the problem of engram identification at the cellular level, giving rise to groundbreaking findings in the field of memory studies. However, the resolution of a
10.1523/jneurosci.1316-16.2016	Age-Related Changes in Axonal and Mitochondrial Ultrastructure and Function in White Matter	Journal of Neuroscience	The impact of aging on CNS white matter (WM) is of general interest because the global effects of aging on myelinated nerve fibers are more complex and profound than those in cortical gray matter. It is important to distinguish between axonal changes created b
10.1038/s42003-024-06788-0	Semantic redundancy-aware implicit neural compression for multidimensional biomedical image data	bioRxiv	With the rapid development in advanced imaging techniques, massive image data have been acquired for various biomedical applications, posing significant challenges to their efficient storage, transmission, and sharing. Classical model-or learning-based compres
10.1242/jcs.108381	The doublecortin-related gene zyg-8 is a microtubule organizer in Caenorhabditis elegans neurons	Journal of Cell Science	Doublecortin-domain containing (DCDC) genes play key roles in the normal and pathological development of the human brain cortex. The origin of the cellular specialization and the functional redundancy of these microtubule (MT)-associated proteins (MAPs), espec
10.1146/annurev-neuro-062012-170307	Genetic approaches to neural circuits in the mouse.	Annual Review of Neuroscience	To understand the organization and assembly of mammalian brain circuits, we need a comprehensive tool set that can address the challenges of cellular diversity, spatial complexity at synapse resolution, dynamic complexity of circuit operations, and multifacete
10.1038/s41596-025-01260-7	Multiplexed genetic tags for electron and fluorescence microscopy.	Nature Protocols	This protocol provides comprehensive guidance for researchers, including those with limited electron microscopy (EM) experience, on the effective use of genetically encoded, multichannel EMcapsulin reporters in both fluorescence microscopy and EM workflows. EM
10.1002/cne.20813	Mapping glutamate responses in immunocytochemically identified neurons of the mouse retina	The Journal of comparative neurology	Abstract The mammalian retina contains as many as 50–60 unique cell types, many of which have been identified using various neurochemical markers. Retinal neurons express N‐methyl‐D‐aspartate (NMDA), α‐amino‐3‐hydroxyl‐5‐methylisoxazole‐4‐propionic acid (AMPA)
10.1523/jneurosci.2055-07.2007	NeuroMorpho.Org: A Central Resource for Neuronal Morphologies	Journal of Neuroscience	The structure of dendrites and axons plays fundamental roles in synaptic integration and network connectivity. Synergistic advances in neurobiology (e.g., intracellular injections, fluorescent protein expression), microscopy (e.g., multiphoton laser scanning, 
10.1186/1749-8104-5-26	Drosophila type II neuroblast lineages keep Prospero levels low to generate large clones that contribute to the adult brain central complex	Neural Development	Tissue homeostasis depends on the ability of stem cells to properly regulate self-renewal versus differentiation. Drosophila neural stem cells (neuroblasts) are a model system to study self-renewal and differentiation. Recent work has identified two types of l
10.1371/journal.pgen.1010016	Kinesin-3 mediated axonal delivery of presynaptic neurexin stabilizes dendritic spines and postsynaptic components	PLoS Genetics	The functional properties of neural circuits are defined by the patterns of synaptic connections between their partnering neurons, but the mechanisms that stabilize circuit connectivity are poorly understood. We systemically examined this question at synapses 
10.1895/wormbook.1.156.1	Keeping track of worm trackers.	WormBook	C. elegans is used extensively as a model system in the neurosciences due to its well defined nervous system. However, the seeming simplicity of this nervous system in anatomical structure and neuronal connectivity, at least compared to higher animals, underli
10.1073/pnas.2422706122	Functional mapping of the molluscan brain guided by synchrotron X-ray tomography	Proceedings of the National Academy of S	Significance Thanks to their accessible nervous systems, simple model organisms have provided some of the most fundamental insights into how neural circuits generate and control behavior. However, in many cases, understanding is constrained by the absence of d
10.1016/j.brainresrev.2010.06.003	Molecular and functional heterogeneity of neural circuits: an example from the olfactory bulb.	Brain Research Reviews	In 1875 Camillo Golgi published his classical description of the olfactory bulb, which contained the first images of neurons visualized with the "black reaction". This new staining method opened the way for structural investigations of the nervous tissue, that
10.3109/01677063.2014.922558	A Challenge of Numbers and Diversity: Neurogenesis in the Drosophila Optic Lobe	Journal of neurogenetics	The brain areas that endow insects with the ability to see consist of remarkably complex neural circuits. Reiterated arrays of many diverse neuron subtypes are assembled into modular yet coherent functional retinotopic maps. Tremendous progress in developing g
10.1038/41335	Optical detection of a quantal presynaptic membrane turnover	Nature	Exploration of the mechanisms and plasticity of synaptic transmission has been hindered by the lack of a method to measure single vesicle turnover directly in individual presynaptic boutons at isolated nerve terminals. Although postsynaptic electrical recordin
10.1038/s41586-025-08746-0	Connectome-driven neural inventory of a complete visual system	Nature	Vision provides animals with detailed information about their surroundings and conveys diverse features such as colour, form and movement across the visual scene. Computing these parallel spatial features requires a large and diverse network of neurons. Conseq
10.1371/journal.pcbi.1004307	Emergence of Functional Specificity in Balanced Networks with Synaptic Plasticity	PLoS Comput. Biol.	In rodent visual cortex, synaptic connections between orientation-selective neurons are unspecific at the time of eye opening, and become to some degree functionally specific only later during development. An explanation for this two-stage process was proposed
10.1038/s41467-025-59635-z	Cadherins orchestrate specific patterns of perisomatic inhibition onto distinct pyramidal cell populations	bioRxiv	In the mammalian neocortex, excitatory pyramidal cells are assembled into distinct subnetworks, which project to different brain areas. GABAergic interneurons were long thought to connect promiscuously and extensively to pyramidal neurons, but recent evidence 
10.1101/416156	A comprehensive data-driven model of cat primary visual cortex	bioRxiv	Knowledge integration based on the relationship between structure and function of the neural substrate is one of the main targets of neuroinformatics and data-driven computational modeling. However, the multiplicity of data sources, the diversity of benchmarks
10.1177/0748730421993953	Integration of Circadian Clock Information in the Drosophila Circadian Neuronal Network	Journal of Biological Rhythms	Circadian clocks are biochemical time-keeping machines that synchronize animal behavior and physiology with planetary rhythms. In Drosophila, the core components of the clock comprise a transcription/translation feedback loop and are expressed in seven neurona
10.1101/2024.05.02.592169	Human hippocampal CA3 uses specific functional connectivity rules for efficient associative memory	bioRxiv	The human brain has remarkable computational power. It generates sophisticated behavioral sequences, stores engrams over an individual’s lifetime, and produces higher cognitive functions up to the level of consciousness. However, so little of our neuroscience 
10.1016/j.conb.2004.05.004	Genetic methods for illuminating the function of neural circuits.	Current Opinion in Neurobiology	Guided by the notion that biology itself offers some of the most incisive tools for studying biological systems, neurophysiologists rely increasingly on cell biological mechanisms and materials encoded in DNA to visualize and control the activity of neurons in
10.48550/arxiv.2603.00887	VEMamba: Efficient Isotropic Reconstruction of Volume Electron Microscopy with Axial-Lateral Consistent Mamba	arXiv.org	Volume Electron Microscopy (VEM) is crucial for 3D tissue imaging but often produces anisotropic data with poor axial resolution, hindering visualization and downstream analysis. Existing methods for isotropic reconstruction often suffer from neglecting abunda
10.1038/s41583-019-0242-1	Understanding the retinal basis of vision across species	Nature Reviews Neuroscience	The vertebrate retina first evolved some 500 million years ago in ancestral marine chordates. Since then, the eyes of different species have been tuned to best support their unique visuoecological lifestyles. Visual specializations in eye designs, large-scale 
10.1073/pnas.2404039122	Structure of activity in multiregion recurrent neural networks	Proceedings of the National Academy of S	Significance The increasing availability of multiregion neural recordings underscores the challenge of understanding neural dynamics across interconnected brain regions. We propose and analyze a multiregion network model leveraging low-rank connectivity for se
10.1016/j.neuron.2010.08.030	Drosophila Dscam Proteins Regulate Postsynaptic Specificity at Multiple-Contact Synapses	Neuron	Summary In both vertebrate and invertebrate visual systems, neurons form multiple-contact synapses at which a single presynaptic site releases neurotransmitter upon a discrete combination of different postsynaptic cells. Recognition mechanisms underlying the a
10.1038/nn.3837	The big data challenges of connectomics	Nature Neuroscience	The structure of the nervous system is extraordinarily complicated because individual neurons are interconnected to hundreds or even thousands of other cells in networks that can extend over large volumes. Mapping such networks at the level of synaptic connect
10.1038/s41598-020-60214-z	The temporal structure of the inner retina at a single glance	Scientific Reports	The retina decomposes visual stimuli into parallel channels that encode different features of the visual environment. Central to this computation is the synaptic processing in a dense layer of neuropil, the so-called inner plexiform layer (IPL). Here, differen
