10.3389/fnhum.2013.00918	Allocating structure to function: the strong links between neuroplasticity and natural selection	Frontiers in Human Neuroscience	A central question in brain evolution is how species-typical behaviors, and the neural function-structure mappings supporting them, can be acquired and inherited. Advocates of brain modularity, in its different incarnations across scientific subfields, argue t
10.1242/dev.201186	Female reproductive dormancy in Drosophila is regulated by DH31-producing neurons projecting into the corpus allatum	Development	ABSTRACT Female insects can enter reproductive diapause, a state of suspended egg development, to conserve energy under adverse environments. In many insects, including the fruit fly, Drosophila melanogaster, reproductive diapause, also frequently called repro
10.1109/imvip.2009.36	A Fuzzy Algorithm to Trace Stained Neurons in Serial Block-Face Scanning Electron Microscopy Image Series	International Machine Vision and Image P	With the recently developed serial block-face scanning electron microscope (SBFSEM) it is now possible to analyze the 3-D structure of biological specimens at a resolution that is one order of magnitude better compared to light microscopy requiring minimal use
10.1016/j.xgen.2025.101103	A high-resolution atlas of the brain predicts lineage and birth order underlying neuronal identity	bioRxiv	Gene expression shapes the nervous system at every biological level, from molecular and cellular processes defining neuronal identity and function to systems-level wiring and circuit dynamics underlying behaviour. Here, we generate the first high-resolution, s
10.1016/j.isci.2020.101924	Alteration in synaptic nanoscale organization dictates amyloidogenic processing in Alzheimer's disease	iScience	Summary Despite intuitive insights into differential proteolysis of amyloid precursor protein (APP), the stochasticity behind local product formation through amyloidogenic pathway at individual synapses remain unclear. Here, we show that the major components o
10.1101/2025.10.20.683356	A data and task-constrained mechanistic model of the mouse outer retina shows robustness to contrast variations	bioRxiv	Visual processing starts in the outer retina where photoreceptors transform light into electrochemical signals. These signals are modulated by inhibition from horizontal cells and sent to the inner retina via excitatory bipolar cells. The outer retina is thoug
10.1101/793430	Theory of neural coding predicts an upper bound on estimates of memory variability		Abstract Observers reproducing elementary visual features from memory after a short delay produce errors consistent with the encoding-decoding properties of neural populations. While inspired by electrophysiological observations of sensory neurons in cortex, t
10.1101/2023.11.03.565500	The feature landscape of visual cortex	bioRxiv	Understanding computations in the visual system requires a characterization of the distinct feature preferences of neurons in different visual cortical areas. However, we know little about how feature preferences of neurons within a given area relate to that a
10.1073/pnas.2406565121	A hyperpolarizing neuron recruits undocked innexin hemichannels to transmit neural information in Caenorhabditis elegans	Proceedings of the National Academy of S	Significance Neurotransmitter release is known to be triggered by depolarization of the neuronal membrane, while hyperpolarization is regarded as a resting state of chemical neurotransmission. In this study, we show that hyperpolarizing neurons employ innexin 
10.7554/elife.63795	Inhibitory control of frontal metastability sets the temporal signature of cognition	eLife	Cortical dynamics are organized over multiple anatomical and temporal scales. The mechanistic origin of the temporal organization and its contribution to cognition remain unknown. Here, we demonstrate the cause of this organization by studying a specific tempo
10.1002/cne.25535	Neuroarchitecture of the central complex in the Madeira cockroach Rhyparobia maderae: Pontine and columnar neuronal cell types	The Journal of comparative neurology	Insects have evolved remarkable abilities to navigate over short distances and during long‐range seasonal migrations. The central complex (CX) is a navigation center in the insect brain that controls spatial orientation and directed locomotion. It is composed 
10.3389/fncel.2015.00277	Origins of spontaneous activity in the degenerating retina	Frontiers in Cellular Neuroscience	Sensory deafferentation resulting from the loss of photoreceptors during retinal degeneration (rd) is often accompanied by a paradoxical increase in spontaneous activity throughout the visual system. Oscillatory discharges are apparent in retinal ganglion cell
10.1109/tnnls.2021.3094205	A Time-Delay Feedback Neural Network for Discriminating Small, Fast-Moving Targets in Complex Dynamic Environments	IEEE Transactions on Neural Networks and	Discriminating small moving objects within complex visual environments is a significant challenge for autonomous micro-robots that are generally limited in computational power. By exploiting their highly evolved visual systems, flying insects can effectively d
10.1038/s41586-024-07819-w	Dopamine-mediated interactions between short- and long-term memory dynamics	Nature	In dynamic environments, animals make behavioural decisions on the basis of the innate valences of sensory cues and information learnt about these cues across multiple timescales1–3. However, it remains unclear how the innate valence of a sensory stimulus affe
10.1017/s0952523804216029	Synaptic organization of GABAergic amacrine cells in the salamander retina	Visual Neuroscience	The synaptic organization of GABA-immunoreactive (GABA-IR) amacrine cells in the inner plexiform layer (IPL) of salamander retina was studied with the use of postembedding immuno-electron microscopy. A total of 457 GABA-IR amacrine synapses, with identified po
10.1152/jn.00356.2017	Theta-frequency selectivity in the somatic spike-triggered average of rat hippocampal pyramidal neurons is dependent on HCN channels	Journal of Neurophysiology	We had previously predicted, using computational analyses, that the spike-triggered average (STA) of hippocampal neurons would exhibit theta-frequency (4–10 Hz) spectral selectivity and would manifest coincidence detection capabilities for inputs in the gamma-
10.1111/j.1469-7793.2001.t01-1-00017.x	Back‐propagating action potentials mediate calcium signalling in dendrites of bitufted interneurons in layer 2/3 of rat somatosensory cortex	Journal of Physiology	1. Bitufted interneurons in layer 2/3 of the rat (P14) somatosensory cortex have elongated apical and basal dendritic arbors that can span the entire depth of the cortex. Simultaneous dendritic and somatic whole-cell voltage recordings combined with Ca2+ fluor
10.1007/bf01236124	The inner plexiform layer in the retina of the cat: electron microscopic observations	Journal of Neurocytology	Neural connections of cells ramifying in the inner plexiform layer of the cat retina have been studied by serial section electron microscopy. Flat cone bipolars and invaginating cone bipolars segregate their axon terminals to different sublaminae of the IPL (s
10.1101/2024.01.08.574608	Direct excitatory synapses between neurons and tumor cells drive brain metastatic seeding of breast cancer and melanoma	bioRxiv	Interactions between neurons and cancer cells are found in many malignancies, but their relevance for metastatic organ colonization remain largely unknown. It is also unclear whether any direct synaptic communication between neurons and cancer cells of non-neu
10.1073/pnas.1417820111	Label-free imaging of Schwann cell myelination by third harmonic generation microscopy	Proceedings of the National Academy of S	Significance Myelin, a specialized membrane wrapping around the axon, is crucial for proper neuronal information processing. We describe a label-free imaging method, i.e., third harmonic generation microscopy (THGM), for visualization of Schwann cell myelinati
10.1002/glia.24368	A novel role for MLC1 in regulating astrocyte–synapse interactions	Glia	Loss of function of the astrocyte membrane protein MLC1 is the primary genetic cause of the rare white matter disease Megalencephalic Leukoencephalopathy with subcortical Cysts (MLC), which is characterized by disrupted brain ion and water homeostasis. MLC1 is
10.1101/2025.08.08.669348	Function aligns with geometry in locally connected neuronal networks	bioRxiv	The geometry of the brain imposes fundamental constraints on neuronal network organization and dynamics, yet how these constraints give rise to observed patterns of brain activity remains unclear. Here, we investigate how geometric eigenmodes relate to functio
10.3389/fncom.2013.00160	Estimating neuronal connectivity from axonal and dendritic density fields	Frontiers in Computational Neuroscience	Neurons innervate space by extending axonal and dendritic arborizations. When axons and dendrites come in close proximity of each other, synapses between neurons can be formed. Neurons vary greatly in their morphologies and synaptic connections with other neur
10.1002/cne.901850210	Retinal synaptic arrays: Continuing development in the adult goldfish	The Journal of comparative neurology	Abstract We report a light‐ and electron‐microscopic examination of the inner plexiform layer of the central retina of young (c. 1 year) and old (3–4 year) goldfish. There were no new neurons added to this region during the growth period. Nonetheless, there we
10.1083/jcb.201812081	High-throughput ultrastructure screening using electron microscopy and fluorescent barcoding	Journal of Cell Biology	Bykov et al. describe a method called “MultiCLEM” to screen ultrastructural phenotypes by high-throughput electron microscopy (EM). The method uses combinations of fluorophores as barcodes to identify cells. It is applied to study multivesicular bodies, mitoch
10.3389/fncom.2020.00045	Transfer Entropy as a Measure of Brain Connectivity: A Critical Analysis With the Help of Neural Mass Models	Frontiers in Computational Neuroscience	Objective: Assessing brain connectivity from electrophysiological signals is of great relevance in neuroscience, but results are still debated and depend crucially on how connectivity is defined and on mathematical instruments utilized. Aim of this work is to 
10.21203/rs.3.rs-3200741/v1	New Insights into RPE-Photoreceptor Complex Ultrastructure using Focused Ion Beam-Scanning Election Microscopy (FIB-SEM)	Research Square	Photoreceptors in the retina are specialized neuronal cells that perceive light and play a central role in the visual system. Damage to photoreceptors is a clinical feature often associated with various retinal degenerative disorders. The photoreceptor bed com
10.1017/s2633903x2200006x	Automatic classification and neurotransmitter prediction of synapses in electron microscopy	Biological Imaging	Abstract This paper presents a deep-learning-based workflow to detect synapses and predict their neurotransmitter type in the primitive chordate Ciona intestinalis (Ciona) electron microscopic (EM) images. Identifying synapses from EM images to build a full ma
10.1016/j.cois.2025.101457	The role of insulin and octopamine in regulating energy homeostasis and locomotion in insects.	Current Opinion in Insect Science	Maintaining energy homeostasis is a fundamental requirement for survival. At the core, animals must balance periods of food-searching and feeding with other essential, energy-consuming behaviors. This also applies to insects, which spend a considerable fractio
10.1007/s10827-020-00739-4	Inference of synaptic connectivity and external variability in neural microcircuits	Journal of Computational Neuroscience	A major goal in neuroscience is to estimate neural connectivity from large scale extracellular recordings of neural activity in vivo. This is challenging in part because any such activity is modulated by the unmeasured external synaptic input to the network, k
10.1016/j.abb.2015.02.009	Cryo-focused-ion-beam applications in structural biology.	Archives of Biochemistry and Biophysics	The ability to precisely control the preparation of biological samples for investigations by electron cryo-microscopy is becoming increasingly important for ultrastructural imaging in biology. Precision machining instruments such as the focused ion beam micros
10.1038/s42003-020-1050-x	A time-dependent diffusion MRI signature of axon caliber variations and beading	Communications Biology	MRI provides a unique non-invasive window into the brain, yet is limited to millimeter resolution, orders of magnitude coarser than cell dimensions. Here, we show that diffusion MRI is sensitive to the micrometer-scale variations in axon caliber or pathologica
10.1073/pnas.1318325110	High-throughput imaging of neuronal activity in Caenorhabditis elegans	Proceedings of the National Academy of S	Significance Most behaviors and neuronal responses are variable across individual animals and repeated presentation of the same stimulus. Current neuronal recording techniques examine one animal at a time, whereas hundreds to thousands of trials may be necessa
10.1016/j.semcdb.2021.05.033	The essence of the engram: Cellular or synaptic?	Seminars in Cell and Developmental Biolo	Memory is composed of various phases including cellular consolidation, systems consolidation, reconsolidation, and extinction. In the last few years it has been shown that simple association memories can be encoded by a subset of the neuronal population called
10.1167/jov.20.2.2	A minimal synaptic model for direction selective neurons in Drosophila	bioRxiv	Visual motion estimation is a canonical neural computation. In Drosophila, recent advances have identified anatomical and functional circuitry underlying direction-selective computations. Models with varying levels of abstraction have been proposed to explain 
10.1111/boc.201200069	Optogenetic manipulation of neural activity in C. elegans: From synapse to circuits and behaviour	Biology of the Cell	The emerging field of optogenetics allows for optical activation or inhibition of excitable cells. In 2005, optogenetic proteins were expressed in the nematode Caenorhabditis elegans for the first time. Since then, C. elegans has served as a powerful platform 
10.1016/j.neuron.2013.10.032	Engineering Approaches to Illuminating Brain Structure and Dynamics	Neuron	Historical milestones in neuroscience have come in diverse forms, ranging from the resolution of specific biological mysteries via creative experimentation to broad technological advances allowing neuroscientists to ask new kinds of questions. The continuous d
10.1109/icassp40776.2020.9054568	Robust Global Optimized Affine Registration Method for Microscopic Images of Biological Tissue	IEEE International Conference on Acousti	Affine registration can fit the non-rigid deformation of slices effectively, and it is widely used in volume reconstruction of biological tissue. But most of the existing affine registration methods are registered in a given sequence, which results in the accu
10.1242/dev.040220	Dendrite branching and self-avoidance are controlled by Turtle, a conserved IgSF protein in Drosophila	Development	The dendritic trees of neurons result from specific patterns of growth and branching, and dendrite branches of the same neuron avoid one another to spread over a particular receptive field. Recognition molecules on the surfaces of dendrites influence these pat
10.1038/s41587-023-01911-8	Imaging brain tissue architecture across millimeter to nanometer scales	Nature Biotechnology	Mapping the complex and dense arrangement of cells and their connectivity in brain tissue demands nanoscale spatial resolution imaging. Super-resolution optical microscopy excels at visualizing specific molecules and individual cells but fails to provide tissu
10.1007/978-4-431-56550-5_11	Role of Drebrin in Synaptic Plasticity	Advances in Experimental Medicine and Bi	Synaptic plasticity underlies higher brain function such as learning and memory, and the actin cytoskeleton in dendritic spines composing excitatory postsynaptic sites plays a pivotal role in synaptic plasticity. In this chapter, we review the role of drebrin 
10.1002/cne.24353	The peripheral nervous system of the ascidian tadpole larva: Types of neurons and their synaptic networks	The Journal of comparative neurology	Abstract Physical and chemical cues from the environment are used to direct animal behavior through a complex network of connections originating in exteroceptors. In chordates, mechanosensory and chemosensory neurons of the peripheral nervous system (PNS) must
10.1038/s41421-019-0139-1	Structure and plasticity of silent synapses in developing hippocampal neurons visualized by super-resolution imaging	Cell Discovery	Excitatory synapses in the mammalian brain exhibit diverse functional properties in transmission and plasticity. Directly visualizing the structural correlates of such functional heterogeneity is often hindered by the diffraction-limited resolution of conventi
10.1038/s41467-019-10123-1	Dynamic assembly of ribbon synapses and circuit maintenance in a vertebrate sensory system	Nature Communications	Ribbon synapses transmit information in sensory systems, but their development is not well understood. To test the hypothesis that ribbon assembly stabilizes nascent synapses, we performed simultaneous time-lapse imaging of fluorescently-tagged ribbons in reti
10.3389/fncir.2022.882366	Strategies for Targeting Neural Circuits: How to Manipulate Neurons Using Virus Vehicles	Frontiers in Neural Circuits	Viral strategies are the leading methods for mapping neural circuits. Viral vehicles combined with genetic tools provide the possibility to visualize entire functional neural networks and monitor and manipulate neural circuit functions by high-resolution cell 
10.1016/j.neures.2022.11.001	AWC thermosensory neuron interferes with information processing in a compact circuit regulating temperature-evoked posture dynamics in the nematode Ca	Neurosciences research	Elucidating how individual neurons encode and integrate sensory information to generate a behavior is crucial for understanding neural logic underlying sensory-dependent behavior. In the nematode Caenorhabditis elegans, information flow from sensory input to b
10.1016/j.bios.2018.08.075	Modular microstructure design to build neuronal networks of defined functional connectivity.	Biosensors & bioelectronics	Theoretical and in vivo neuroscience research suggests that functional information transfer within neuronal networks is influenced by circuit architecture. Due to the dynamic complexities of the brain, it remains a challenge to test the correlation between str
10.1101/175836	Diverse modes of synaptic signaling, regulation, and plasticity distinguish two classes of C. elegans glutamatergic neurons	bioRxiv	Synaptic vesicle release properties vary between neuronal cell types, but in most cases the molecular basis of this heterogeneity is unknown. Here, we compare in vivo synaptic properties of two neuronal classes in the C. elegans central nervous system, using V
10.1007/s13295-014-0064-6	Optogenetic analyses of neuronal network function and synaptic transmission in Caenorhabditis elegans	e-Neuroforum	The transparent nematode Caenorhabditis elegans , with its anatomically well-defined nervous system comprising 302 neurons that regulate quantifiable behaviors, is an ideal model system for the development and application of optogenetic methods. Optogeneticall
10.1101/2020.01.10.902478	Reconstruction of motor control circuits in adult Drosophila using automated transmission electron microscopy	bioRxiv	Many animals use coordinated limb movements to interact with and navigate through the environment. To investigate circuit mechanisms underlying locomotor behavior, we used serial-section electron microscopy (EM) to map synaptic connectivity within a neuronal n
10.7554/elife.00181	Morphologic diversity of cutaneous sensory afferents revealed by genetically directed sparse labeling	eLife	The diversity of cutaneous sensory afferents has been studied by many investigators using behavioral, physiologic, molecular, and genetic approaches. Largely missing, thus far, is an analysis of the complete morphologies of individual afferent arbors. Here we 
10.7554/elife.88143	Hunger- and thirst-sensing neurons modulate a neuroendocrine network to coordinate sugar and water ingestion	eLife	Consumption of food and water is tightly regulated by the nervous system to maintain internal nutrient homeostasis. Although generally considered independently, interactions between hunger and thirst drives are important to coordinate competing needs. In Droso
10.1016/j.jneumeth.2020.108861	Challenges for biophysical modeling of microstructure	Journal of Neuroscience Methods	The biophysical modeling efforts in diffusion MRI have grown considerably over the past 25 years. In this review, we dwell on the various challenges along the journey of bringing a biophysical model from initial design to clinical implementation, identifying b
10.1016/0306-4522(94)90112-0	Double-staining of horizontal and amacrine cells by intracellular injection with lucifer yellow and biocytin in carp retina.	Neuroscience	Horizontal and amacrine cells in the isolated carp retina were impaled with micropipette electrode, identified by their characteristic light responses, and injected iontophoretically with markers for morphological study. Both Lucifer Yellow CH and biocytin wer
10.1016/j.aanat.2006.06.013	A role for synaptopodin and the spine apparatus in hippocampal synaptic plasticity.	Annals of Anatomy	Spines are considered sites of synaptic plasticity in the brain and are capable of remodeling their shape and size. A molecule thathas been implicated in spine plasticity is the actin-associated protein synaptopodin. This article will review a series of studie
10.3389/fcpxs.2025.1636222	Organizational regularities in recurrent neural networks	Frontiers in Complex Systems	Previous work has shown that the dynamical regime of Recurrent Neural Networks (RNNs)—ranging from oscillatory to chaotic and fixed point behavior—can be controlled by the global distribution of weights in connection matrices with statistically independent ele
10.1016/b978-0-12-801075-4.00001-x	Retracing in correlative light electron microscopy: where is my object of interest?	Methods in Cell Biology	Correlative light electron microscopy (CLEM) combines the strengths of light and electron microscopy in a single experiment. There are many ways to perform a CLEM experiment and a variety of microscopy modalities can be combined either on separate instruments 
10.1038/s41593-020-0704-9	Dense neuronal reconstruction through X-ray holographic nano-tomography	Nature Neuroscience	Imaging neuronal networks provides a foundation for understanding the nervous system, but resolving dense nanometer-scale structures over large volumes remains challenging for light microscopy (LM) and electron microscopy (EM). Here we show that X-ray holograp
10.1016/j.conb.2025.103071	Aggression across sexes from a contextual- and circuit-based perspective.	Current Opinion in Neurobiology	Often referred to as a 'fight,' survival involves intense competition over resources. Threat displays and high-intensity attacks are just a few of the aggressive actions exhibited during these contests. Certain motor programs are species-specific, like the vib
10.17875/gup2013-92	Cone-beam x-ray phase contrast tomography of biological samples	Göttingen Series in x-ray Physics	The Gttingen series in x-ray physics is intended as a collection of research monographs in x-ray science, carried out at the Institute for X-ray Physics at the Georg-August-Universitt in Gttingen, and in the framework of its related research networks and colla
10.3389/fncir.2018.00098	Large Volume Electron Microscopy and Neural Microcircuit Analysis	Front. Neural Circuits	One recent technical innovation in neuroscience is microcircuit analysis using three-dimensional reconstructions of neural elements with a large volume Electron microscopy (EM) data set. Large-scale data sets are acquired with newly-developed electron microsco
10.1117/1.nph.12.1.010601	Expansion microscopy reveals neural circuit organization in genetic animal models	Neurophotonics	Abstract. Expansion microscopy is a super-resolution technique in which physically enlarging the samples in an isotropic manner increases inter-molecular distances such that nano-scale structures can be resolved using light microscopy. This is particularly use
10.1038/s41467-023-42753-x	Forgotten memory storage and retrieval in Drosophila	Nature Communications	Inaccessibility of stored memory in ensemble cells through the forgetting process causes animals to be unable to respond to natural recalling cues. While accumulating evidence has demonstrated that reactivating memory-stored cells can switch cells from an inac
10.1109/isbi53787.2023.10230381	Unpaired Image Enhancement for Neurite Segmentation in x-ray Tomography	IEEE International Symposium on Biomedic	As the field of connectomics strives to tackle questions regarding increasingly large neuronal circuits, technologies improving imaging throughput will be vital. X-Ray Holographic Nanotomography (XNH) may play a key role, by allowing for fast, non-destructive,
10.1038/nn.4286	Is cortical connectivity optimized for storing information?	Nature Neuroscience	Cortical networks are thought to be shaped by experience-dependent synaptic plasticity. Theoretical studies have shown that synaptic plasticity allows a network to store a memory of patterns of activity such that they become attractors of the dynamics of the n
10.1101/057166	KIF1A/UNC-104 transports ATG-9 to regulate neurodevelopment and autophagy at synapses	bioRxiv	Autophagy is a cellular degradation process essential for neuronal development and survival. Neurons are highly polarized cells in which autophagosome biogenesis is spatially compartmentalized. The mechanisms and physiological importance of this spatial compar
10.1126/science.1249766	Distinct profiles of myelin distribution along single axons of pyramidal neurons in the neocortex	Science	Patchy Insulation Myelin insulates neuronal axons such that their electrical signals travel faster and more efficiently. However, not all axons are myelinated equally. Tomassy et al. (p. 319; see the Perspective by Fields) obtained detailed images from two sni
10.1126/science.1250298	Discovery of Brainwide Neural-Behavioral Maps via Multiscale Unsupervised Structure Learning	Science	Optogenetic Insights Mapping functional neural circuits for many behaviors has been almost impossible, so Vogelstein et al. (p. 386 , published online 27 March; see the Perspective by O'Leary and Marder ) developed a broadly applicable optogenetic method for n
10.1002/glia.10085	Astrocytes in adult rat brain express type 2 inositol 1,4,5‐trisphosphate receptors	Glia	Abstract Astrocytes respond to neuronal activity by propagating Ca 2+ waves elicited through the inositol 1,4,5‐trisphosphate pathway. We have previously shown that wave propagation is supported by specialized Ca 2+ release sites, where a number of proteins, i
10.1093/cercor/bhac355	A microcircuit model involving parvalbumin, somatostatin, and vasoactive intestinal polypeptide inhibitory interneurons for the modulation of neuronal	Cerebral Cortex	Abstract Various subtypes of inhibitory interneurons contact one another to organize cortical networks. Most cortical inhibitory interneurons express 1 of 3 genes: parvalbumin (PV), somatostatin (SOM), or vasoactive intestinal polypeptide (VIP). This diversity
10.1093/cercor/bhx169	Parvalbumin-Positive Interneurons Regulate Neuronal Ensembles in Visual Cortex	Cerebral Cortex	For efficient cortical processing, neural circuit dynamics must be spatially and temporally regulated with great precision. Although parvalbumin-positive (PV) interneurons can control network synchrony, it remains unclear how they contribute to spatio-temporal
10.1016/j.neuron.2017.06.018	Retrograde synaptic inhibition is mediated by α-Neurexin binding to the α2δ subunits of N-type calcium channels	Neuron	Summary The synaptic adhesion molecules Neurexin and Neuroligin alter the development and function of synapses and are linked to autism in humans. In C. elegans, post-synaptic Neurexin (NRX-1) and pre-synaptic Neuroligin (NLG-1) mediate a retrograde synaptic s
10.3389/fncom.2016.00094	Toward an Integration of Deep Learning and Neuroscience	bioRxiv	Neuroscience has focused on the detailed implementation of computation, studying neural codes, dynamics and circuits. In machine learning, however, artificial neural networks tend to eschew precisely designed codes, dynamics or circuits in favor of brute force
10.1016/j.cophys.2018.08.003	Neural control of sexually dimorphic social behaviors	Current Opinion in Physiology	Sexually reproducing animals display sex differences in behavior. Although many of these sex differences in behavior are acquired with experience, sexually dimorphic behaviors such as mating and aggression are innate in the sense that they can be displayed wit
10.1146/annurev-neuro-062111-150433	Evolution of synapse complexity and diversity.	Annual Review of Neuroscience	Proteomic studies of the composition of mammalian synapses have revealed a high degree of complexity. The postsynaptic and presynaptic terminals are molecular systems with highly organized protein networks producing emergent physiological and behavioral proper
10.1101/2021.09.24.461751	Endotaxis: A neuromorphic algorithm for mapping, goal-learning, navigation, and patrolling	bioRxiv	An animal entering a new environment typically faces three challenges: explore the space for resources, memorize their locations, and navigate towards those targets as needed. Experimental work on exploration, mapping, and navigation has mostly focused on simp
10.1101/2023.10.10.555393	When random variation results in functional significance	bioRxiv	Many functional properties vary dramatically across neurons in cerebral cortex. Two fundamental goals of systems neuroscience are to determine which neurons execute which functions and how the different functional properties of a neuron are related. Often, it 
10.1016/s0896-6273(01)00542-6	Rate, timing, and cooperativity jointly determine cortical synaptic plasticity.	Neuron	Cortical long-term plasticity depends on firing rate, spike timing, and cooperativity among inputs, but how these factors interact during realistic patterns of activity is unknown. Here we monitored plasticity while systematically varying the rate, spike timin
10.1101/2024.02.20.581200	Wider spread of excitatory neuron influence in association cortex than sensory cortex	bioRxiv	The basic structure of local cortical circuits, including the composition of cell types, is highly conserved across the cortical processing hierarchy. However, computational roles and the spatial and temporal properties of population activity differ fundamenta
10.1016/b978-0-12-809324-5.23904-7	Retinal Mosaics Across Fly Species: Variations on a Theme	The Senses: A Comprehensive Reference	
10.1117/1.nph.3.4.041802	Filling the gap: adding super-resolution to array tomography for correlated ultrastructural and molecular identification of electrical synapses at the	Neurophotonics	Abstract. Correlating molecular labeling at the ultrastructural level with high confidence remains challenging. Array tomography (AT) allows for a combination of fluorescence and electron microscopy (EM) to visualize subcellular protein localization on serial 
10.1038/nn.2620	Parallel processing of visual space by neighboring neurons in mouse visual cortex	Nature Neuroscience	Visual cortex shows smooth retinotopic organization on the macroscopic scale, but it is unknown how receptive fields are organized at the level of neighboring neurons. This information is crucial for discriminating among models of visual cortex. We used in viv
10.1016/j.conb.2024.102842	Data-driven multiscale computational models of cortical and subcortical regions.	Current Opinion in Neurobiology	Data-driven computational models of neurons, synapses, microcircuits, and mesocircuits have become essential tools in modern brain research. The goal of these multiscale models is to integrate and synthesize information from different levels of brain organizat
10.1016/j.jtbi.2013.07.007	Stochastic resonance in feedforward-loop neuronal network motifs in astrocyte field.	Journal of Theoretical Biology	Elucidating the underlying dynamical properties of neuronal network motifs, statistically significant patterns of interconnections, is essential to understand the dynamics of the whole networks. Besides, the brain is intrinsically noisy. Various noise-induced 
10.1152/physrev.00039.2020	Heterogeneity of glutamatergic synapses: cellular mechanisms and network consequences.	Physiological Reviews	Chemical synapses are commonly known as a structurally and functionally highly diverse class of cell-cell contacts specialized to mediate communication between neurons. They represent the smallest "computational" unit of the brain and are typically divided int
10.1016/j.ydbio.2021.06.005	A single-cell guide to retinal development: Cell fate decisions of multipotent retinal progenitors in scRNA-seq	Developmental Biology	Recent advances in high throughput single-cell RNA sequencing (scRNA-seq) technology have enabled the simultaneous transcriptomic profiling of thousands of individual cells in a single experiment. To investigate the intrinsic process of retinal development, re
10.1152/jn.00283.2014	Receptive field properties of bipolar cell axon terminals in direction-selective sublaminas of the mouse retina.	Journal of Neurophysiology	Retinal bipolar cells (BCs) transmit visual signals in parallel channels from the outer to the inner retina, where they provide glutamatergic inputs to specific networks of amacrine and ganglion cells. Intricate network computation at BC axon terminals has bee
10.1016/j.cell.2016.06.022	Neuronal Computations Made Visible with Subcellular Resolution.	Cell	Sensory information is gradually processed within dedicated neural circuits to generate specific behaviors. In this issue, Yang et al. push technology boundaries to measure both voltage and calcium signals from subcellular compartments of genetically defined i
10.1038/s41467-021-22856-z	Cellular connectomes as arbiters of local circuit models in the cerebral cortex	Nature Communications	With the availability of cellular-resolution connectivity maps, connectomes, from the mammalian nervous system, it is in question how informative such massive connectomic data can be for the distinction of local circuit models in the mammalian cerebral cortex.
10.1101/580290	The Fruit Fly Brain Observatory: From Structure to Function	bioRxiv	The fruit fly is a key model organism for studying the activity of interconnected brain circuits. A large scattered global research community of neurobiologists and neurogeneticists, computational and theoretical neuroscientists, and computer scientists and en
10.1038/nrn916	Beyond the role of glutamate as a neurotransmitter	Nature Reviews Neuroscience	Glutamate is the principal excitatory neurotransmitter of the central nervous system, but many studies have expanded its functional repertoire by showing that glutamate receptors are present in a variety of non-excitable cells. How does glutamate receptor acti
10.1002/dneu.20963	Casting a Net on Dendritic Spines: The Extracellular Matrix and its Receptors	Developmental Neurobiology	Dendritic spines are dynamic structures that accommodate the majority of excitatory synapses in the brain and are influenced by extracellular signals from presynaptic neurons, glial cells, and the extracellular matrix (ECM). The ECM surrounds dendritic spines 
10.1038/s41586-021-03970-w	Cellular anatomy of the mouse primary motor cortex	Nature	An essential step toward understanding brain function is to establish a structural framework with cellular resolution on which multi-scale datasets spanning molecules, cells, circuits and systems can be integrated and interpreted1. Here, as part of the collabo
10.1038/s41467-018-04993-0	FerriTag is a new genetically-encoded inducible tag for correlative light-electron microscopy	Nature Communications	A current challenge is to develop tags to precisely visualize proteins in cells by light and electron microscopy. Here, we introduce FerriTag, a genetically-encoded chemically-inducible tag for correlative light-electron microscopy. FerriTag is a fluorescent r
10.1016/j.cmpb.2022.106949	Deep learning based domain adaptation for mitochondria segmentation on EM volumes	Comput. Methods Programs Biomed.	BACKGROUND AND OBJECTIVE Accurate segmentation of electron microscopy (EM) volumes of the brain is essential to characterize neuronal structures at a cell or organelle level. While supervised deep learning methods have led to major breakthroughs in that direct
10.1038/s41467-025-68044-1	NTAC: Neuronal type assignment from connectivity	Nature Communications	Recent advances in electron microscopy and computer vision now allow the reconstruction of complete wiring diagrams, or connectomes, of animal brains. This creates an urgent need for methods that can automatically identify neuronal cell types directly from the
10.1371/journal.pbio.3002012	Regulation of sleep by cholinergic neurons located outside the central brain in Drosophila	PLoS Biology	Sleep is a complex and plastic behavior regulated by multiple brain regions and influenced by numerous internal and external stimuli. Thus, to fully uncover the function(s) of sleep, cellular resolution of sleep-regulating neurons needs to be achieved. Doing s
10.1038/s41598-020-80103-9	Thermoresponsive motor behavior is mediated by ring neuron circuits in the central complex of Drosophila	Scientific Reports	Insects are ectothermal animals that are constrained in their survival and reproduction by external temperature fluctuations which require either active avoidance of or movement towards a given heat source. In Drosophila, different thermoreceptors and neurons 
10.1002/embj.201385887	Bassoon‐disruption slows vesicle replenishment and induces homeostatic plasticity at a CNS synapse	EMBO Journal	Endbulb of Held terminals of auditory nerve fibers (ANF) transmit auditory information at hundreds per second to bushy cells (BCs) in the anteroventral cochlear nucleus (AVCN). Here, we studied the structure and function of endbulb synapses in mice that lack t
10.1016/j.ibneur.2026.01.017	Interneuron and glial mechanisms underlying V1 orientation map dynamics	IBRO Neuroscience Reports	The functional architecture of the primary visual cortex (V1)—manifesting as orientation selectivity maps (OS maps) in higher mammals and modular tuning clusters in rodents—provides a window into the rules governing cortical circuit organization. Although OS m
