10.1016/j.media.2023.102768	Unpaired mesh-to-image translation for 3D fluorescent microscopy images of neurons	Medical Image Anal.	While Generative Adversarial Networks (GANs) can now reliably produce realistic images in a multitude of imaging domains, they are ill-equipped to model thin, stochastic textures present in many large 3D fluorescent microscopy (FM) images acquired in biologica
10.1016/j.neuroscience.2017.06.005	A stable brain from unstable components: Emerging concepts and implications for neural computation.	Neuroscience	Neuroscientists have often described the adult brain in similar terms to an electronic circuit board- dependent on fixed, precise connectivity. However, with the advent of technologies allowing chronic measurements of neural structure and function, the emergin
10.1103/physreve.101.042124	Self-consistent formulations for stochastic nonlinear neuronal dynamics.	Physical Review E	Neural dynamics is often investigated with tools from bifurcation theory. However, many neuron models are stochastic, mimicking fluctuations in the input from unknown parts of the brain or the spiking nature of signals. Noise changes the dynamics with respect 
10.1016/j.tins.2015.09.002	Manuscript for TINS Forum: A postulate on the brain’s basic wiring logic	Trends in Neurosciences	How should evolution and development build the brain to be capable of flexible and generative cognition? I wish to put forth a “power-of-two”-based wiring logic that provides the basic computational principle in organizing the microarchitecture of cell assembl
10.1371/journal.pcbi.1006153	Functional triplet motifs underlie accurate predictions of single-trial responses in populations of tuned and untuned V1 neurons	bioRxiv	Visual stimuli are encoded in the activity patterns of neocortical neuronal populations. Trial-averaged neuronal activity is selectively modulated by particular visual stimulus parameters, such as the direction of a moving bar of light, resulting in well-defin
10.1016/j.neuron.2012.06.017	Target-Specific Expression of Presynaptic NMDA Receptors in Neocortical Microcircuits	Neuron	Summary Traditionally, NMDA receptors are located postsynaptically; yet, putatively presynaptic NMDA receptors (preNMDARs) have been reported. Although implicated in controlling synaptic plasticity, their function is not well understood and their expression pa
10.1523/jneurosci.5214-14.2015	Endogenous Sequential Cortical Activity Evoked by Visual Stimuli	Journal of Neuroscience	Although the functional properties of individual neurons in primary visual cortex have been studied intensely, little is known about how neuronal groups could encode changing visual stimuli using temporal activity patterns. To explore this, we used in vivo two
10.1002/cne.23244	ON Cone Bipolar Cell Axonal Synapses in the OFF Inner Plexiform Layer of the Rabbit Retina	The Journal of comparative neurology	Analysis of the rabbit retinal connectome RC1 reveals that the division between the ON and the OFF inner plexiform layer (IPL) is not structurally absolute. ON cone bipolar cells make noncanonical axonal synapses onto specific targets and receive amacrine cell
10.1126/sciadv.abf2806	Stable but not rigid: Chronic in vivo STED nanoscopy reveals extensive remodeling of spines, indicating multiple drivers of plasticity	Science Advances	STED microscopy uncovers a delicate balance of stability and volatility of stable spines in mouse cortex over 1 month. Excitatory synapses on dendritic spines of pyramidal neurons are considered a central memory locus. To foster both continuous adaption and th
10.1016/j.brainres.2014.10.054	Modulation of functional connectivity following visual adaptation: homeostasis in V1.	Brain Research	Sensory neurons exhibit remarkable adaptability in acquiring new optimal selectivity to unfamiliar features when a new stimulus becomes prevalent in the environment. In conventionally prepared adult anesthetized cats, we used visual adaptation to change the pr
10.1016/j.celrep.2018.08.068	Transsynaptic Binding of Orphan Receptor GPR179 to Dystroglycan-Pikachurin Complex Is Essential for the Synaptic Organization of Photoreceptors	Cell Reports	SUMMARY Establishing synaptic contacts between neurons is paramount for nervous system function. This process involves transsynaptic interactions between a host of cell adhesion molecules that act in cooperation with the proteins of the extracellular matrix to
10.1371/journal.pbio.0050119	Imaging the Impact of Cortical Microcirculation on Synaptic Structure and Sensory-Evoked Hemodynamic Responses In Vivo	PLoS Biology	In vivo two-photon microscopy was used to image in real time dendrites and their spines in a mouse photothrombotic stroke model that reduced somatosensory cortex blood flow in discrete regions of cortical functional maps. This approach allowed us to define rel
10.1016/j.ultramic.2023.113877	Optical STEM detection for scanning electron microscopy.	Ultramicroscopy	Recent advances in electron microscopy techniques have led to a significant scale up in volumetric imaging of biological tissue. The throughput of electron microscopes, however, remains a limiting factor for the volume that can be imaged in high resolution wit
10.64898/2026.02.27.708665	From local motifs to global dynamical stability in the mouse brain connectome	bioRxiv	Brain connectomics provides insights into the architectural organization of neural circuits across the brain. But it remains unclear how neurons and their connections give rise to brain-wide activity. Here, using a sparse detailed mouse brain connection map ca
10.1371/journal.pgen.1009456	Neuropeptide F signaling regulates parasitoid-specific germline development and egg-laying in Drosophila	PLoS Genetics	Drosophila larvae and pupae are at high risk of parasitoid infection in nature. To circumvent parasitic stress, fruit flies have developed various survival strategies, including cellular and behavioral defenses. We show that adult Drosophila females exposed to
10.1038/s41586-026-10220-4	Climbing fibres recruit disinhibition to enhance Purkinje cell calcium signals	Nature	Climbing fibre (CF) inputs to Purkinje cells (PCs) instruct plasticity and learning in the cerebellum1, 2–3. Paradoxically, CFs also excite molecular layer interneurons (MLIs)4,5, a cell type that inhibits PCs and can restrict plasticity and learning6,7. Howev
10.1016/j.brainresrev.2007.05.003	Toward a molecular catalogue of synapses.	Brain Research Reviews	1906 was a landmark year in the history of the study of the nervous system, most notably for the first 'neuroscience' Nobel prize given to the anatomists Ramon Y Cajal and Camillo Golgi. 1906 is less well known for another event, also of great significance for
10.1038/nn.3132	State and location dependence of action potential metabolic cost in cortical pyramidal neurons	Nature Neuroscience	Action potential generation and conduction requires large quantities of energy to restore Na(+) and K(+) ion gradients. We investigated the subcellular location and voltage dependence of this metabolic cost in rat neocortical pyramidal neurons. Using Na(+)/K(+
10.1016/j.jsb.2020.107492	Pathology of myelinated axons in the PLP-deficient mouse model of spastic paraplegia type 2 revealed by volume imaging using focused ion beam-scanning	Journal of Structural Biology	Graphical abstract
10.1038/s42003-023-05328-6	Positive and biphasic extracellular waveforms correspond to return currents and axonal spikes	bioRxiv	Multiple biophysical mechanisms may generate non-negative extracellular waveforms during action potentials, but the origin and prevalence of positive spikes and biphasic spikes in the intact brain are unknown. Using extracellular recordings from densely-connec
10.1016/j.neuroscience.2012.04.061	Beyond counts and shapes: Studying pathology of dendritic spines in the context of the surrounding neuropil through serial section electron microscopy	Neuroscience	Because dendritic spines are the sites of excitatory synapses, pathological changes in spine morphology should be considered as part of pathological changes in neuronal circuitry in the forms of synaptic connections and connectivity strength. In the past, spin
10.1016/j.neuron.2016.02.009	Recurrent Network models of sequence generation and memory	Neuron	SUMMARY Sequential activation of neurons is a common feature of network activity during a variety of behaviors, including working memory and decision making. Previous network models for sequences and memory emphasized specialized architectures in which a princ
10.1103/physrevx.4.021039	Balanced Networks of Spiking Neurons with Spatially Dependent Recurrent Connections		Networks of model neurons with balanced recurrent excitation and inhibition produce irregular and asynchronous spiking activity. We extend the analysis of balanced networks to include the known dependence of connection probability on the spatial separation bet
10.1523/jneurosci.5365-12.2013	Two Clusters of GABAergic Ellipsoid Body Neurons Modulate Olfactory Labile Memory in Drosophila	Journal of Neuroscience	In Drosophila , aversive olfactory memory is believed to be stored in a prominent brain structure, the mushroom body (MB), and two pairs of MB intrinsic neurons, the dorsal paired medial (DPM) and the anterior paired lateral (APL) neurons, are found to regulat
10.1016/j.mcn.2018.04.004	New approaches for solving old problems in neuronal protein trafficking	Molecular and cellular neurosciences	&NA; Fundamental cellular properties are determined by the repertoire and abundance of proteins displayed on the cell surface. As such, the trafficking mechanisms for establishing and maintaining the surface proteome must be tightly regulated for cells to resp
10.1016/bs.ctdb.2020.11.010	Development of motor circuits: From neuronal stem cells and neuronal diversity to motor circuit assembly.	Current Topics in Developmental Biology	In this review, we discuss motor circuit assembly starting from neuronal stem cells. Until recently, studies of neuronal stem cells focused on how a relatively small pool of stem cells could give rise to a large diversity of different neuronal identities. Hist
10.1523/jneurosci.4071-12.2013	Functional Heterogeneity in Neighboring Neurons of Cat Primary Visual Cortex in Response to Both Artificial and Natural Stimuli	Journal of Neuroscience	Neurons in primary visual cortex of many mammals are clustered according to their preference to stimulus parameters such as orientation and spatial frequency. Nevertheless, responses to complex visual stimuli are highly heterogeneous between adjacent neurons. 
10.3389/fninf.2011.00004	Informatics and Data Mining Tools and Strategies for the Human Connectome Project	Front. Neuroinform.	The Human Connectome Project (HCP) is a major endeavor that will acquire and analyze connectivity data plus other neuroimaging, behavioral, and genetic data from 1,200 healthy adults. It will serve as a key resource for the neuroscience research community, ena
10.1101/2023.09.12.557402	Toolkits for detailed and high-throughput interrogation of synapses in C. elegans	bioRxiv	Visualizing synaptic connectivity has traditionally relied on time-consuming electron microscopy-based imaging approaches. To scale the analysis of synaptic connectivity, fluorescent protein-based techniques have been established, ranging from the labeling of 
10.1002/cne.24157	Survey of retinal ganglion cell morphology in marmoset	The Journal of comparative neurology	Abstract In primate retina, the midget, parasol, and small bistratified cell populations form the large majority of ganglion cells. In addition, there is a variety of low‐density wide‐field ganglion cell types that are less well characterized. Here we studied 
10.23919/ccc58697.2023.10240396	Self-Organized Criticality in C. Elegans Neural Network	Cybersecurity and Cyberforensics Confere	The self-organized criticality is a fundamental property for organisms to perform normal functional activities. Extensive large-scale biological neural network researches have found the existence of self-organized criticality through avalanche phenomenon, whic
10.1111/jmi.12231	Correlation of two-photon in vivo imaging and FIB/SEM microscopy	Journal of Microscopy	Advances in the understanding of brain functions are closely linked to the technical developments in microscopy. In this study, we describe a correlative microscopy technique that offers a possibility of combining two‐photon in vivo imaging with focus ion beam
10.1016/j.neuron.2024.11.003	Differential behavioral engagement of inhibitory interneuron subtypes in the zebra finch brain	Neuron	Summary: Inhibitory interneurons are highly heterogeneous circuit elements often characterized by cell biological properties, but how these factors relate to specific roles underlying complex behavior remains poorly understood. Using chronic silicon probe reco
10.1002/advs.202511922	vEMINR: Ultra‐Fast Isotropic Reconstruction for Volume Electron Microscopy With Implicit Neural Representation	Advancement of science	Volume electron microscopy (vEM) is a powerful technique that enables 3D visualization of biological structures at the nanometer scale. However, vEM imaging relies on sequential scanning of 2D images, and due to section thickness limitations, the axial resolut
10.1007/978-1-4939-3615-1_16	Rapid and Semi-Automated Extraction of Neuronal Cell Bodies and Nuclei from Electron Microscopy Image Stacks	Methods in molecular biology	Connectomics—the study of how neurons wire together in the brain—is at the forefront of modern neuroscience research. However, many connectomics studies are limited by the time and precision needed to correctly segment large volumes of electron microscopy (EM)
10.1016/j.cub.2019.08.048	Spatiotemporally Asymmetric Excitation Supports Mammalian Retinal Motion Sensitivity	Current Biology	Summary The detection of visual motion is a fundamental function of the visual system. How motion speed and direction are computed together at the cellular level, however, remains largely unknown. Here, we suggest a circuit mechanism by which excitatory inputs
10.1101/2024.08.28.610055	Columnar cholinergic neurotransmission onto T5 cells of Drosophila	bioRxiv	Several nicotinic and muscarinic acetylcholine receptors (AChRs) are expressed in the brain of Drosophila melanogaster. However, the contribution of different AChRs to visual information processing remains poorly understood. T5 cells are the primary motion-sen
10.1101/2025.01.14.633085	Causal Spike Timing Dependent Plasticity Prevents Assembly Fusion in Recurrent Networks		The organization of neurons into functionally related assemblies is a fundamental feature of cortical networks, yet our understanding of how these assemblies maintain distinct identities while sharing members remains limited. Here we analyze how spike-timing-d
10.1186/s13040-018-0183-7	A fast forward 3D connection algorithm for mitochondria and synapse segmentations from serial EM images	BioData Mining	It is becoming increasingly clear that the quantification of mitochondria and synapses is of great significance to understand the function of biological nervous systems. Electron microscopy (EM), with the necessary resolution in three directions, is the only a
10.1126/science.1260088	Expansion Microscopy	Science	Overcoming the limits of the microscope The resolution of a light microscope is limited. Physicists have long since worked out what these limits are and which parameters determine the spatial resolution. Many groups have nevertheless made numerous attempts to 
10.1523/jneurosci.0778-19.2019	Connectomic Identification and Three-Dimensional Color Tuning of S-OFF Midget Ganglion Cells in the Primate Retina	Journal of Neuroscience	In the trichromatic primate retina, the “midget” retinal ganglion cell is the classical substrate for red–green color signaling, with a circuitry that enables antagonistic responses between long (L)- and medium (M)-wavelength-sensitive cone inputs. Previous ph
10.1016/j.tins.2016.11.007	Weighing the Evidence in Peters’ Rule: Does Neuronal Morphology Predict Connectivity?	Trends in Neurosciences	Although the importance of network connectivity is increasingly recognized, identifying synapses remains challenging relative to the routine characterization of neuronal morphology. Thus, researchers frequently employ axon–dendrite colocations as proxies of po
10.7554/elife.46839	Local synaptic inputs support opposing, network-specific odor representations in a widely projecting modulatory neuron	eLife	Serotonin plays different roles across networks within the same sensory modality. Previously, we used whole-cell electrophysiology in Drosophila to show that serotonergic neurons innervating the first olfactory relay are inhibited by odorants (Zhang and Gaudry
10.1117/1.nph.6.1.015005	Light-sheet fluorescence expansion microscopy: fast mapping of neural circuits at super resolution	Neurophotonics	Abstract. The goal of understanding the architecture of neural circuits at the synapse level with a brain-wide perspective has powered the interest in high-speed and large field-of-view volumetric imaging at subcellular resolution. Here, we developed a method 
10.1016/b978-0-12-416026-2.00011-x	Targeted ultramicrotomy: a valuable tool for correlated light and electron microscopy of small model organisms.	Methods in Cell Biology	Correlative light and electron microscopy (CLEM) is used when one needs to combine both imaging modalities on the same sample. When working on living small model organisms, such as Caenorhabditis elegans, specific CLEM protocols are required to acquire high-re
10.1371/journal.pcbi.1007602	Developmental trajectory of Caenorhabditis elegans nervous system governs its structural organization	PLoS Comput. Biol.	A central problem of neuroscience involves uncovering the principles governing the organization of nervous systems which ensure robustness in brain development. The nematode Caenorhabditis elegans provides us with a model organism for studying this question. I
10.1101/2024.09.14.613036	Heterogeneous responses to embryonic critical period perturbations within the Drosophila larval locomotor circuit	bioRxiv	As developing neural circuits become functional, they undergo a phase of heightened plasticity that facilitates network tuning in response to intrinsic and/or extrinsic stimuli. These developmental windows are termed critical periods (CPs), because perturbatio
10.1085/jgp.107.4.535	Pharmacology of the skate electroretinogram indicates independent ON and OFF bipolar cell pathways	The Journal of General Physiology	Organization of afferent information into parallel ON and OFF pathways is a critical feature of the vertebrate visual system. All afferent visual information in the vertebrate retina reaches the inner plexiform layer (IPL) via bipolar cells. It is at the bipol
10.1002/mrd.22455	Three dimensional reconstruction by electron microscopy in the life sciences: An introduction for cell and tissue biologists	Molecular Reproduction and Development	SUMMARY Early applications of transmission electron microscopy (TEM) in the life sciences have contributed tremendously to our current understanding at the subcellular level. Initially limited to two‐dimensional representations of three‐dimensional (3D) object
10.64898/2026.06.12.730308	Developmental Continuity of Brain Network Core Organization in C. elegans	bioRxiv	The brain is the most captivating chef d’oeuvre of nature. Naturally then, the mind wonders about the process that births such a fascinating organ. Neurodevelopment is a complex yet robust phenomenon that conceals answers to our questions in its intricacies. I
10.20948/graphicon-2022-706-714	Generation and Study of the Synthetic Brain Electron Microscopy Dataset for Segmentation Purpose	Proceedings of the 32nd International Co	Advanced microscopy technologies such as electron microscopy have opened up a new field of vision for biomedical researchers. The use of artificial intelligence methods for processing EM data is largely difficult due to the small amount of annotated data at th
10.1016/j.neucom.2022.07.037	STDIN: Spatio-temporal distilled interpolation for electron microscope images	Neurocomputing	
10.7554/elife.38554	MDN brain descending neurons coordinately activate backward and inhibit forward locomotion	eLife	Command-like descending neurons can induce many behaviors, such as backward locomotion, escape, feeding, courtship, egg-laying, or grooming (we define ‘command-like neuron’ as a neuron whose activation elicits or ‘commands’ a specific behavior). In most animal
10.1073/pnas.2022395118	The narrowing of dendrite branches across nodes follows a well-defined scaling law	Proceedings of the National Academy of S	Significance To study the systematic variation of dendrite diameters, we established a superresolution method that allows us to resolve dendrite diameters in Drosophila class IV dendritic arborization neurons, a model cell for studying branching morphogenesis.
10.1093/sleep/zsab235	Identification of Ultrastructural Signatures of Sleep and Wake in the Fly Brain.	Sleep	The cellular consequences of sleep loss are poorly characterized. In the pyramidal neurons of mouse frontal cortex we found that mitochondria and secondary lysosomes occupy a larger proportion of the cytoplasm after chronic sleep restriction compared to sleep,
10.1016/0306-4522(83)90054-4	Dose-dependent effects of intravitreal kainic acid on specific cell types in chicken retina.	Neuroscience	In chicken retina, approximately two thirds of the bipolar cells and most amacrine cells are destroyed after intravitreal injection of from 20 to 60 nmoles of kainic acid. These cells, plus horizontal cells are destroyed after intravitreal injections of 120 nm
10.5772/58266	Big Challenges from the Little Brain — Imaging the Cerebellum		The cerebellum is a compact structure that has about one-ninth of the volume of the neocortex, but comprises more than half of the neurons in the central nervous system. While the cerebel‐ lum has historically been understood to assist with movement and balanc
10.3389/fnana.2022.760279	Automated Synapse Detection Method for Cerebellar Connectomics	Frontiers in Neuroanatomy	The connectomic analyses of large-scale volumetric electron microscope (EM) images enable the discovery of hidden neural connectivity. While the technologies for neuronal reconstruction of EM images are under rapid progress, the technologies for synapse detect
10.1016/j.cell.2015.11.021	Ig Superfamily Ligand and Receptor Pairs Expressed in Synaptic Partners in Drosophila	Cell	Summary Information processing relies on precise patterns of synapses between neurons. The cellular recognition mechanisms regulating this specificity are poorly understood. In the medulla of the Drosophila visual system, different neurons form synaptic connec
10.1007/978-4-431-56469-0_6	Insect Brains: Minute Structures Controlling Complex Behaviors	Diversity and Commonality in Animals	
10.1093/cercor/bhh121	Male-specific volume expansion of the human hippocampus during adolescence.	Cerebral Cortex	To clarify the developmental brain changes during adolescence, brain morphology was compared between healthy younger adolescent and elder adolescent subjects using both voxel-based morphometry (VBM) and volumetric region-of-interest (ROI) analysis of magnetic 
10.1101/2025.10.30.685642	Sensory receptor expansion and neural accommodation in butterfly color vision	bioRxiv	The evolution of complex brains required existing neurons and neural circuits to accommodate new inputs. The genetic and developmental mechanisms that enable such integration are largely unknown. Butterflies evolved more complex retinal mosaics through the add
10.7554/elife.49291	Monosynaptic tracing maps brain-wide afferent oligodendrocyte precursor cell connectivity	bioRxiv	Neurons form bona fide synapses with oligodendrocyte precursor cells (OPCs), but the circuit context of these neuron to OPC synapses remains incompletely understood. Using monosynaptically-restricted rabies virus tracing of OPC afferents, we identified extensi
10.7554/elife.54229	A neuropeptide regulates fighting behavior in Drosophila melanogaster	eLife	Aggressive behavior is regulated by various neuromodulators such as neuropeptides and biogenic amines. Here we found that the neuropeptide Drosulfakinin (Dsk) modulates aggression in Drosophila melanogaster. Knock-out of Dsk or Dsk receptor CCKLR-17D1 reduced 
10.1038/s41380-021-01292-x	Emerging strategies for the genetic dissection of gene functions, cell types, and neural circuits in the mammalian brain	Molecular Psychiatry	The mammalian brain is composed of a large number of highly diverse cell types with different molecular, anatomical, and functional features. Distinct cellular identities are generated during development under the regulation of intricate genetic programs and m
10.1016/j.neuroimage.2013.05.109	Connectomic approaches before the connectome	NeuroImage	Connectome is a term with a short history but a long past. Since the origins of neuroscience the concept of a 'map of neural connections' has been a constant inspiring idea for those who believed the brain as the organ of intellect. A myriad of proto-connectom
10.1523/jneurosci.06-02-00331.1986	The rod pathway in the rabbit retina: a depolarizing bipolar and amacrine cell	Journal of Neuroscience	Anatomical and electrophysiological techniques were combined to study the morphology, synaptic connections, and response properties of two neurons in the rod pathway of the rabbit retina: the rod bipolar cell and the narrow-field, bistratified (NFB) amacrine c
10.1093/cercor/bhz343	Volume Electron Microscopy Study of the Relationship Between Synapses and Astrocytes in the Developing Rat Somatosensory Cortex	Cerebral Cortex	Abstract In recent years, numerous studies have shown that astrocytes play an important role in neuronal processing of information. One of the most interesting findings is the existence of bidirectional interactions between neurons and astrocytes at synapses, 
10.1038/s41467-023-40527-z	A circuit suppressing retinal drive to the optokinetic system during fast image motion	Nature Communications	Optokinetic nystagmus (OKN) assists stabilization of the retinal image during head rotation. OKN is driven by ON direction selective retinal ganglion cells (ON DSGCs), which encode both the direction and speed of global retinal slip. The synaptic circuits resp
10.1101/2020.08.21.260984	Whole-animal connectome and cell-type complement of the three-segmented Platynereis dumerilii larva	bioRxiv	Nervous systems coordinate effectors across the body during movements. We know little about the cellular-level structure of synaptic circuits for such body-wide control. Here we describe the whole-body synaptic connectome and cell-type complement of a three-se
10.1038/srep43621	Automated sub-5 nm image registration in integrated correlative fluorescence and electron microscopy using cathodoluminescence pointers	Scientific Reports	In the biological sciences, data from fluorescence and electron microscopy is correlated to allow fluorescence biomolecule identification within the cellular ultrastructure and/or ultrastructural analysis following live-cell imaging. High-accuracy (sub-100 nm)
10.1007/978-3-642-33712-3_56	Globally Optimal Closed-Surface Segmentation for Connectomics	Lecture Notes in Computer Science	
10.1007/978-1-62703-517-0_9	Intracellular Loading and Rapid Calcium Imaging in Processes of Hippocampal Astrocytes	Neuromethods	In the brain, astrocytes modulate the transfer of information between neurons at the level of the synapse. Following their activation via receptors during synaptic transmission, these glial cells encode and in turn regulate the efficacy of transmission through
10.1371/journal.pcbi.1004347	Decreasing-Rate Pruning Optimizes the Construction of Efficient and Robust Distributed Networks	PLoS Comput. Biol.	Robust, efficient, and low-cost networks are advantageous in both biological and engineered systems. During neural network development in the brain, synapses are massively over-produced and then pruned-back over time. This strategy is not commonly used when de
10.1038/s41467-020-15648-4	Structural basis of astrocytic Ca2+ signals at tripartite synapses	Nature Communications	Astrocytic Ca2+ signals can be fast and local, supporting the idea that astrocytes have the ability to regulate single synapses. However, the anatomical basis of such specific signaling remains unclear, owing to difficulties in resolving the spongiform domain 
10.1016/j.neuroscience.2007.07.059	Reversible reduction in dendritic spines in CA1 of rat and ground squirrel subjected to hypothermia-normothermia in vivo: A three-dimensional electron	Neuroscience	A study was made at electron microscope level of changes in the three-dimensional (3-D) morphology of dendritic spines and postsynaptic densities (PSDs) in CA1 of the hippocampus in ground squirrels, taken either at low temperature during hibernation (brain te
10.1109/isbi.2019.8759576	Learning Metric Graphs for Neuron Segmentation in Electron Microscopy Images	IEEE International Symposium on Biomedic	In the deep metric learning approach to image segmentation, a convolutional net densely generates feature vectors at the pixels of an image. Pairs of feature vectors are trained to be similar or different, depending on whether the corresponding pixels belong t
10.1146/annurev-cellbio-100913-013020	Development of dendritic form and function.	Annual Review of Cell and Developmental 	The nervous system is populated by numerous types of neurons, each bearing a dendritic arbor with a characteristic morphology. These type-specific features influence many aspects of a neuron's function, including the number and identity of presynaptic inputs a
10.1038/s41586-025-09029-4	Whole-body physics simulation of fruit fly locomotion	Nature	The body of an animal influences how its nervous system generates behaviour1. Accurately modelling the neural control of sensorimotor behaviour requires an anatomically detailed biomechanical representation of the body. Here we introduce a whole-body model of 
10.1002/ar.24192	Contributions of Lorente de Nó to the Nonlinear Circuitry of the Brain	The Anatomical Record	Rafael Lorente de Nó, the youngest disciple of Santiago Ramón y Cajal, made significant and versatile contributions to the broad area of neuroscience. Present assay highlights the groundbreaking contributions of this Spanish investigator to neuronal connectivi
10.1038/s41592-019-0625-2	Simultaneous mesoscopic and two-photon imaging of neuronal activity in cortical circuits	Nature Methods	Spontaneous and sensory-evoked activity propagates across varying spatial scales in the mammalian cortex, but technical challenges have limited conceptual links between the function of local neuronal circuits and brain-wide network dynamics. We present a metho
10.1101/2024.03.27.586991	Circadian control of a sex-specific behavior in Drosophila	bioRxiv	An endogenous circadian clock controls many of the behavioral traits of Drosophila melanogaster. This “clock” relies on the activity of interconnected clusters of neurons that harbor the clock machinery. The hierarchy among clusters involved in the control of 
10.1007/s10827-017-0649-5	Exact analytical results for integrate-and-fire neurons driven by excitatory shot noise	Journal of Computational Neuroscience	A neuron receives input from other neurons via electrical pulses, so-called spikes. The pulse-like nature of the input is frequently neglected in analytical studies; instead, the input is usually approximated to be Gaussian. Recent experimental studies have sh
10.1038/s41598-021-99531-2	Compartment specific regulation of sleep by mushroom body requires GABA and dopaminergic signaling	Scientific Reports	Sleep is a fundamental behavioral state important for survival and is universal in animals with sufficiently complex nervous systems. As a highly conserved neurobehavioral state, sleep has been described in species ranging from jellyfish to humans. Biogenic am
10.1126/science.1193378	From the Connectome to the Synaptome: An Epic Love Story	Science	Connections by Degree A recent explosion of data and of large projects dealing with the problem of connectivity in the human brain has not yet led to clear strategies to study connectomes. DeFelipe (p. 1198 ) reviews the intellectual history of the field, from
10.1101/2024.10.14.618245	Direct segmentation of cortical cytoarchitectonic domains using ultra-high-resolution whole-brain diffusion MRI		Abstract We assess the potential of detecting cortical laminar patterns and areal borders by directly clustering voxel values of microstructural parameters derived from high-resolution mean apparent propagator (MAP) magnetic resonance imaging (MRI), as an alte
10.3389/fnins.2025.1750272	Structure–function relationships across scales: implications for atlases	Frontiers in Neuroscience	Neuroscience aims to understand how the structural and functional organization of the brain relates to behavior. Structural studies at the cellular level establish the neurobiological framework for understanding function. Structure is only part of the story ho
10.1109/cvpr.2016.26	Affinity CNN: Learning Pixel-Centric Pairwise Relations for Figure/Ground Embedding	Computer Vision and Pattern Recognition	Spectral embedding provides a framework for solving perceptual organization problems, including image segmentation and figure/ground organization. From an affinity matrix describing pairwise relationships between pixels, it clusters pixels into regions, and, u
10.1016/j.neurobiolaging.2016.12.001	Ultrastructural Evidence for Impaired Mitochondrial Fission in the Aged Rhesus Monkey Dorsolateral Prefrontal Cortex	Neurobiology of Aging	Dorsolateral prefrontal cortex (dlPFC) mediates high-order cognitive functions that are impaired early in the aging process in monkeys and humans. Here, we report pronounced changes in mitochondrial morphology in dendrites of dlPFC neurons from aged rhesus mac
10.1523/eneuro.0227-23.2023	Ultrastructure of Synaptic Connectivity within Subregions of the Suprachiasmatic Nucleus Revealed by a Genetically Encoded Tag and Serial Blockface El	eNeuro	Abstract The hypothalamic suprachiasmatic nucleus (SCN) is the central circadian pacemaker in vertebrates. The SCN receives photic information exclusively through melanopsin-expressing retinal ganglion cells (mRGCs) to synchronize circadian rhythms with the en
10.1038/nature24626	Ultra-selective looming detection from radial motion opponency	Nature	Nervous systems combine lower-level sensory signals to detect higher-order stimulus features critical to survival, such as the visual looming motion created by an imminent collision or approaching predator. Looming-sensitive neurons have been identified in div
10.1083/jcb.201803152	Fueling thought: Management of glycolysis and oxidative phosphorylation in neuronal metabolism	Journal of Cell Biology	Yellen reviews how cellular metabolism responds acutely to the intense energy requirements of neurons when they are stimulated.
10.1186/s12915-021-01110-4	Interspecies variation of larval locomotion kinematics in the genus Drosophila and its relation to habitat temperature	BMC Biology	Speed and trajectory of locomotion are the characteristic traits of individual species. Locomotion kinematics may have been shaped during evolution towards increased survival in the habitats of each species. Although kinematics of locomotion is thought to be i
10.7554/elife.26414	SynEM, automated synapse detection for connectomics	eLife	Nerve tissue contains a high density of chemical synapses, about 1 per µm3 in the mammalian cerebral cortex. Thus, even for small blocks of nerve tissue, dense connectomic mapping requires the identification of millions to billions of synapses. While the focus
10.1093/cercor/bhaa271	Excess Neuronal Branching Allows for Local Innervation of Specific Dendritic Compartments in Mature Cortex.	Cerebral Cortex	The connectivity of cortical microcircuits is a major determinant of brain function; defining how activity propagates between different cell types is key to scaling our understanding of individual neuronal behavior to encompass functional networks. Furthermore
10.1101/2020.12.22.424048	Heterogeneity of Neuronal Populations Within Columns of Primate V1 Revealed by High-Density Recordings	bioRxiv	Primary visual cortex (V1) has been the focus of extensive neurophysiological investigation, and its laminar organization provides a key exemplar of the functional logic of neocortical microcircuits. Using newly developed high-density, linear array probes, we 
10.1038/nprot.2013.086	Using transmission electron microscopy and 3View to determine collagen fibril size and three-dimensional organization	Nature Protocols	Collagen fibrils are the major tensile element in vertebrate tissues, in which they occur as ordered bundles in the extracellular matrix. Abnormal fibril assembly and organization results in scarring, fibrosis, poor wound healing and connective tissue diseases
10.1016/j.eurpsy.2018.02.003	The tetrapartite synapse: a key concept in the pathophysiology of schizophrenia	European psychiatry	Abstract Growing evidence points to synaptic pathology as a core component of the pathophysiology of schizophrenia (SZ). Significant reductions of dendritic spine density and altered expression of their structural and molecular components have been reported in
10.1371/journal.pcbi.1011480	Emergent spatial goals in an integrative model of the insect central complex	PLoS Comput. Biol.	The insect central complex appears to encode and process spatial information through vector manipulation. Here, we draw on recent insights into circuit structure to fuse previous models of sensory-guided navigation, path integration and vector memory. Specific
10.1016/j.bbr.2013.06.020	Monogenic heritable autism gene neuroligin impacts Drosophila social behaviour.	Behavioural Brain Research	Autism spectrum disorders (ASDs) are characterized by deficits in social interactions, language development and repetitive behaviours. Multiple genes involved in the formation, specification and maintenance of synapses have been identified as risk factors for 
