segment_id,volume_um3,has_soma,touches_boundary
501159,18.7579,0,0
501160,1152.9000,1,1
501161,10.0084,0,0
501162,356.8095,1,0
501163,10.8985,0,0
501164,0.0397,0,0
501165,0.4422,0,1
501166,295.7079,1,0
501167,0.0433,0,0
501168,377.3097,1,0
501169,7.5903,0,0
501170,3.8904,0,1
501171,850.7526,1,0
501172,0.0128,0,0
501173,575.3956,1,0
501174,1.5239,0,1
501175,0.1155,0,0
501176,38.2423,0,0
501177,4.7706,0,0
501178,10.0311,0,0
501179,11.8170,0,0
501180,47.1515,0,1
501181,0.0193,0,1
501182,0.0628,0,0
501183,0.3134,0,0
501184,92.2171,0,1
501185,1.2907,0,1
501186,0.0478,0,0
501187,0.0445,0,0
501188,0.1067,0,0
501189,3.0835,0,1
501190,1.4560,0,1
501191,1.2054,0,0
501192,0.3428,0,0
501193,26.0510,0,0
501194,16.8848,0,0
501195,80.2634,0,0
501196,0.2128,0,0
501197,15.1934,0,0
501198,671.2903,1,0
501199,10.3465,0,1
501200,0.0658,0,0
501201,32.4149,0,1
501202,1.4537,0,1
501203,87.8839,0,1
501204,61.8235,0,0
501205,0.0177,0,0
501206,1196.5043,1,0
501207,21.4193,0,0
501208,6.4653,0,0
501209,0.0613,0,0
501210,1.6554,0,0
501211,61.1426,0,1
501212,3.8429,0,0
501213,37.3876,0,1
501214,1552.3383,1,0
501215,6.8596,0,0
501216,0.7603,0,0
501217,1.8288,0,0
501218,0.2190,0,0
501219,6.8685,0,1
501220,73.5486,0,0
501221,16.4500,0,0
501222,6.7545,0,0
501223,0.0969,0,1
501224,48.0378,0,0
501225,1227.0570,1,0
501226,1365.9786,1,0
501227,1079.0757,1,0
501228,1079.6199,1,1
501229,0.4490,0,1
501230,0.1118,0,1
501231,503.9154,1,0
501232,1.2846,0,0
501233,2.8481,0,0
501234,1.2342,0,0
501235,16.3170,0,0
501236,1.8632,0,0
501237,4.4438,0,0
501238,1.2845,0,0
501239,30.5961,0,0
501240,6.1020,0,0
501241,0.0167,0,0
501242,0.0109,0,0
501243,0.5355,0,0
501244,844.0311,1,0
501245,0.2358,0,0
501246,3.2504,0,1
501247,6.9269,0,0
501248,0.1074,0,0
501249,1018.3033,1,0
501250,0.2311,0,1
501251,679.1981,1,1
501252,0.0111,0,0
501253,0.2802,0,0
501254,0.2363,0,0
501255,19.2580,0,1
501256,0.0770,0,0
501257,0.0508,0,1
501258,0.0206,0,0
501259,37.9543,0,0
501260,0.5974,0,0
501261,564.8073,1,0
501262,0.0118,0,0
501263,30.1700,0,1
501264,32.2436,0,0
501265,0.5919,0,0
501266,446.5579,1,0
501267,3.4044,0,0
501268,75.7147,0,0
501269,78.3238,0,0
501270,73.5508,0,0
501271,79.0096,0,0
501272,34.9995,0,0
501273,3.0176,0,0
501274,1.1350,0,1
501275,3.1786,0,0
501276,0.2911,0,0
501277,1290.4335,1,1
501278,0.0212,0,0
501279,0.0748,0,0
501280,40.9848,0,1
501281,0.0200,0,0
501282,998.8619,1,0
501283,0.4292,0,1
501284,0.2292,0,0
501285,227.8648,1,0
501286,0.0881,0,0
501287,3.3538,0,0
501288,894.8332,1,1
501289,0.1797,0,0
501290,92.7747,0,1
501291,55.4474,0,0
501292,0.1180,0,0
501293,23.8999,0,1
501294,0.0557,0,1
501295,6.1369,0,0
501296,0.1714,0,0
501297,0.0574,0,1
501298,16.6083,0,1
501299,214.1274,1,1
501300,735.8454,1,0
501301,0.4427,0,0
501302,423.8716,1,0
501303,1.9060,0,0
501304,506.1928,1,0
501305,62.4346,0,1
501306,1115.8664,1,0
501307,1.7654,0,1
501308,15.1091,0,0
501309,1458.9300,1,0
501310,20.4261,0,1
501311,10.8387,0,0
501312,0.0183,0,0
501313,469.3499,1,0
501314,721.6698,1,0
501315,17.2005,0,1
501316,6.3040,0,0
501317,0.1404,0,0
501318,0.4304,0,1
501319,42.3622,0,1
501320,1228.1484,1,0
501321,0.1586,0,0
501322,56.6205,0,0
501323,285.9857,1,0
501324,1.1159,0,0
501325,12.9823,0,0
501326,18.6830,0,1
501327,1.9957,0,0
501328,45.5946,0,0
501329,0.0124,0,0
501330,2.2482,0,1
501331,1.7895,0,0
501332,232.3384,1,1
501333,7.5965,0,0
501334,1.6783,0,0
501335,8.1045,0,0
501336,1288.2832,1,0
501337,0.0232,0,0
501338,447.2886,1,1
501339,0.6035,0,0
501340,65.8167,0,0
501341,212.6084,1,1
501342,0.0103,0,0
501343,0.0526,0,1
501344,531.9486,1,0
501345,41.2028,0,0
501346,9.3454,0,0
501347,0.0406,0,0
501348,0.5698,0,1
501349,274.4527,1,0
501350,17.6400,0,0
501351,0.0683,0,0
501352,0.2517,0,0
501353,658.2979,1,0
501354,0.1221,0,0
501355,1.3663,0,0
501356,243.1257,1,1
501357,54.0839,0,0
501358,91.9638,0,0
501359,0.0136,0,0
501360,3.7762,0,0
501361,64.2691,0,0
501362,16.1812,0,1
501363,27.3386,0,0
501364,1455.8168,1,0
501365,0.1599,0,0
501366,0.0351,0,0
501367,1.8502,0,0
501368,20.1872,0,1
501369,0.0635,0,0
501370,2.3156,0,0
501371,0.0347,0,1
501372,367.6750,1,0
501373,59.3827,0,0
501374,12.4491,0,1
501375,846.7312,1,0
501376,3.0994,0,0
501377,0.1747,0,1
501378,0.1197,0,0
501379,1441.9309,1,1
501380,0.0173,0,1
501381,34.3234,0,0
501382,4.5976,0,1
501383,4.7302,0,0
501384,24.9545,0,1
501385,0.0132,0,0
501386,25.8970,0,1
501387,3.1548,0,0
501388,0.3066,0,0
501389,0.4354,0,0
501390,335.4616,1,1
501391,14.4942,0,1
501392,0.0232,0,0
501393,9.3336,0,1
501394,20.3334,0,0
501395,21.4805,0,0
501396,0.2297,0,0
501397,5.4771,0,0
501398,625.5683,1,1
501399,37.7069,0,0
501400,525.3013,1,0
501401,0.5971,0,0
501402,0.5004,0,0
501403,2.3738,0,1
501404,1440.0163,1,0
501405,0.6042,0,1
501406,43.6066,0,1
501407,12.2293,0,0
501408,0.0385,0,0
501409,243.6491,1,1
501410,1.8172,0,0
501411,0.0790,0,0
501412,56.2501,0,0
501413,1.1962,0,1
501414,2.6338,0,0
501415,0.0208,0,0
501416,0.2033,0,1
501417,0.1874,0,0
501418,40.9754,0,0
501419,0.1133,0,0
501420,0.1363,0,1
501421,1011.9078,1,0
501422,0.0211,0,0
501423,38.4367,0,0
501424,35.3103,0,0
501425,20.7449,0,0
501426,1475.5619,1,0
501427,0.0948,0,0
501428,16.7970,0,0
501429,66.9422,0,0
501430,45.3318,0,1
501431,910.1085,1,0
501432,633.2531,1,0
501433,28.2030,0,0
501434,0.0651,0,0
501435,0.0279,0,1
501436,645.9510,1,1
501437,0.5890,0,0
501438,3.3927,0,0
501439,1067.5778,1,0
501440,270.2418,1,1
501441,84.9985,0,1
501442,0.3843,0,1
501443,3.4713,0,0
501444,0.0102,0,0
501445,4.2409,0,1
501446,0.1344,0,0
501447,0.0786,0,0
501448,14.1204,0,0
501449,0.0432,0,0
501450,1091.7621,1,1
501451,0.0305,0,0
501452,538.4502,1,0
501453,1.7310,0,0
501454,0.3288,0,0
501455,0.0603,0,1
501456,2.2331,0,0
501457,912.6815,1,0
501458,34.6122,0,0
501459,0.0134,0,0
501460,1.9127,0,0
501461,26.1716,0,0
501462,0.5938,0,0
501463,237.6294,1,0
501464,28.1987,0,0
501465,838.2325,1,0
501466,31.6743,0,1
501467,9.6363,0,0
501468,579.5225,1,0
501469,1106.0209,1,0
501470,10.5448,0,0
501471,2.7038,0,1
501472,0.0202,0,1
501473,53.3209,0,0
501474,0.4866,0,0
501475,0.0904,0,0
501476,0.1228,0,0
501477,0.1793,0,0
501478,22.8085,0,1
501479,2.9924,0,1
501480,0.6970,0,1
501481,0.0129,0,1
501482,249.5775,1,1
501483,14.3745,0,0
501484,0.1185,0,0
501485,3.4627,0,0
501486,1.2843,0,1
501487,820.8205,1,0
501488,1363.4180,1,0
501489,81.1758,0,0
501490,8.2339,0,0
501491,307.0036,1,0
501492,703.9494,1,0
501493,0.0135,0,0
501494,48.1261,0,0
501495,17.0272,0,0
501496,0.1819,0,0
501497,1427.9412,1,0
501498,0.0249,0,0
501499,10.4210,0,0
501500,0.2492,0,0
501501,0.1448,0,0
501502,0.6673,0,0
501503,983.0612,1,0
501504,1.4725,0,0
501505,53.6490,0,0
501506,24.0788,0,0
501507,1.9514,0,0
501508,0.1589,0,1
501509,17.1574,0,0
501510,0.5014,0,0
501511,12.0136,0,1
501512,1016.9855,1,1
501513,28.9106,0,0
501514,0.1645,0,0
501515,39.8262,0,0
501516,0.0483,0,1
501517,10.2974,0,0
501518,2.1299,0,0
501519,2.7381,0,0
501520,4.0233,0,1
501521,3.8265,0,0
501522,95.6423,0,0
501523,2.1689,0,1
501524,544.6644,1,0
501525,9.7009,0,0
501526,413.7714,1,0
501527,8.6010,0,0
501528,3.9698,0,0
501529,1.0017,0,0
501530,531.6506,1,0
501531,22.1282,0,0
501532,4.1999,0,1
501533,4.0162,0,0
501534,22.8943,0,1
501535,327.8961,1,0
501536,37.4739,0,0
501537,835.8692,1,0
501538,0.0437,0,1
501539,0.0440,0,1
501540,0.2497,0,1
501541,1.2654,0,0
501542,20.2405,0,0
501543,0.6906,0,0
501544,0.0418,0,0
501545,2.8090,0,0
501546,0.1044,0,0
501547,1438.0545,1,0
501548,0.3110,0,0
501549,0.1761,0,0
501550,50.3384,0,0
501551,1.3032,0,0
501552,32.5371,0,0
501553,56.2786,0,0
501554,0.6528,0,0
501555,0.1093,0,1
501556,0.3068,0,0
501557,0.1144,0,0
501558,0.0365,0,0
501559,0.2227,0,0
501560,0.0629,0,0
501561,7.4879,0,0
501562,5.6910,0,0
501563,13.8443,0,0
501564,259.8084,1,0
501565,0.0120,0,0
501566,0.0193,0,0
501567,1439.2693,1,0
501568,40.4658,0,0
501569,0.0694,0,0
501570,14.8830,0,1
501571,1018.5610,1,0
501572,3.6954,0,0
501573,2.3819,0,1
501574,2.6053,0,0
501575,80.7197,0,0
501576,305.5880,1,0
501577,1149.6578,1,1
501578,1.3285,0,0
501579,0.3897,0,0
501580,34.0610,0,1
501581,1.3543,0,0
501582,3.5577,0,1
501583,11.6151,0,1
501584,400.0077,1,1
501585,929.0811,1,0
501586,0.0296,0,1
501587,1573.1977,1,0
501588,4.1304,0,0
501589,0.2435,0,1
501590,0.2172,0,0
501591,917.9195,1,1
501592,12.9732,0,1
501593,0.0319,0,1
501594,0.2781,0,0
501595,1.1686,0,0
501596,4.4379,0,1
501597,0.0820,0,1
501598,4.2200,0,0
501599,0.2984,0,0
501600,6.5066,0,1
501601,850.2892,1,0
501602,0.3870,0,0
501603,0.1976,0,0
501604,0.3251,0,1
501605,490.0167,1,1
501606,11.9173,0,0
501607,15.8005,0,0
501608,4.6827,0,0
501609,37.4440,0,0
501610,0.0386,0,0
501611,1.5569,0,0
501612,441.7058,1,0
501613,0.2500,0,1
501614,0.0284,0,0
501615,43.7383,0,0
501616,5.6901,0,0
501617,1163.3568,1,0
501618,31.5995,0,1
501619,4.5429,0,0
501620,24.3172,0,0
501621,0.3986,0,0
501622,11.9184,0,1
501623,0.0364,0,1
501624,0.0519,0,1
501625,15.4278,0,0
501626,0.0907,0,0
501627,23.2870,0,0
501628,658.7884,1,0
501629,0.3236,0,0
501630,13.1243,0,0
501631,1.5185,0,0
501632,0.0117,0,1
501633,8.5533,0,0
501634,0.1128,0,1
501635,799.5184,1,1
501636,27.3007,0,1
501637,0.1050,0,0
501638,1.1462,0,0
501639,12.3738,0,0
501640,9.0675,0,0
501641,0.0581,0,0
501642,0.0810,0,0
501643,464.8798,1,0
501644,83.9245,0,0
501645,1.1283,0,0
501646,369.0419,1,0
501647,0.0355,0,0
501648,0.0653,0,0
501649,0.0434,0,0
501650,0.0285,0,1
501651,1.0257,0,0
501652,89.7097,0,0
501653,31.7019,0,0
501654,760.3367,1,0
501655,2.2431,0,1
501656,16.3517,0,0
501657,1450.6380,1,0
501658,3.4499,0,1
501659,0.0897,0,0
501660,660.8365,1,1
501661,1.1189,0,0
501662,460.8839,1,1
501663,529.1904,1,0
501664,0.0285,0,0
501665,0.2037,0,1
501666,15.3567,0,0
501667,22.8002,0,0
501668,216.5319,1,0
501669,0.0910,0,1
501670,16.7826,0,0
501671,0.3397,0,0
501672,0.0124,0,1
501673,0.6272,0,0
501674,16.9090,0,0
501675,1200.9954,1,0
501676,1.9366,0,1
501677,5.3041,0,1
501678,3.8148,0,1
501679,8.4751,0,0
501680,0.6622,0,0
501681,7.2956,0,0
501682,580.6962,1,0
501683,6.4036,0,1
501684,31.9359,0,0
501685,1.5609,0,1
501686,16.0455,0,0
501687,23.3008,0,0
501688,0.5207,0,1
501689,1.9326,0,0
501690,227.0267,1,0
501691,4.9440,0,0
501692,0.3366,0,1
501693,40.2755,0,0
501694,9.8467,0,0
501695,13.2776,0,0
501696,757.5023,1,0
501697,37.4366,0,0
501698,0.2387,0,0
501699,0.0252,0,0
501700,14.5369,0,1
501701,496.9435,1,0
501702,0.3314,0,1
501703,5.7384,0,0
501704,32.2974,0,0
501705,0.0975,0,0
501706,1.0596,0,0
501707,62.9310,0,0
501708,0.2727,0,0
501709,0.0984,0,0
501710,0.4624,0,0
501711,18.9977,0,0
501712,14.5803,0,0
501713,47.2358,0,0
501714,0.0627,0,0
501715,375.7627,1,1
501716,1.7748,0,0
501717,2.3812,0,1
501718,1.8498,0,0
501719,1450.9203,1,0
501720,0.0556,0,0
501721,1.9267,0,0
501722,0.1340,0,1
501723,271.9176,1,0
501724,9.4967,0,0
501725,2.7298,0,0
501726,13.8756,0,1
501727,1.3981,0,1
501728,265.3029,1,0
501729,607.1995,1,1
501730,10.1071,0,0
501731,26.1576,0,0
501732,0.4085,0,0
501733,0.0356,0,0
501734,33.2419,0,1
501735,38.8330,0,0
501736,1423.7034,1,0
501737,17.6238,0,0
501738,0.5135,0,0
501739,1.7852,0,1
501740,1191.9040,1,0
501741,18.2747,0,0
501742,0.2449,0,0
501743,13.3868,0,0
501744,3.4616,0,0
501745,509.5691,1,0
501746,0.0538,0,0
501747,1177.1013,1,0
501748,1186.3620,1,0
501749,54.1163,0,0
501750,4.5267,0,0
501751,303.6523,1,0
501752,7.1358,0,0
501753,781.6906,1,1
501754,3.3170,0,0
501755,801.0957,1,0
501756,3.0675,0,0
501757,2.0006,0,0
501758,3.9900,0,0
501759,7.2733,0,1
501760,21.4063,0,1
501761,9.1430,0,0
501762,510.4565,1,0
501763,2.0099,0,0
501764,1320.9659,1,0
501765,1.2314,0,0
501766,0.2913,0,0
501767,4.2655,0,0
501768,287.6189,1,0
501769,0.7255,0,0
501770,0.0978,0,0
501771,0.2247,0,1
501772,7.1236,0,0
501773,86.1394,0,0
501774,0.1856,0,0
501775,36.7290,0,0
501776,3.2977,0,0
501777,16.2234,0,1
501778,10.3087,0,1
501779,0.1407,0,1
501780,1021.6048,1,0
501781,11.9453,0,0
501782,498.9473,1,0
501783,0.1694,0,0
501784,5.5877,0,0
501785,24.0914,0,0
501786,851.0565,1,0
501787,813.5685,1,0
501788,2.1621,0,0
501789,0.0479,0,1
501790,0.0591,0,0
501791,0.3187,0,0
501792,507.6088,1,0
501793,70.4887,0,0
501794,0.4331,0,1
501795,1.0166,0,1
501796,3.7632,0,0
501797,0.0455,0,0
501798,3.9936,0,0
501799,0.0318,0,0
501800,0.0162,0,0
501801,0.0121,0,1
501802,250.8554,1,0
501803,0.6686,0,0
501804,74.4000,0,0
501805,1.6020,0,0
501806,13.4291,0,0
501807,0.0263,0,0
501808,68.4933,0,1
501809,0.4949,0,1
501810,16.2568,0,0
501811,0.0138,0,1
501812,0.2217,0,0
501813,0.0479,0,1
501814,525.2535,1,0
501815,2.6538,0,0
501816,1021.6348,1,0
501817,4.2903,0,0
501818,49.1799,0,1
501819,1101.2879,1,0
501820,556.8043,1,0
501821,0.1444,0,0
501822,0.2650,0,0
501823,0.0893,0,0
501824,0.5556,0,0
501825,868.4755,1,0
501826,3.5053,0,0
501827,0.0534,0,0
501828,94.9098,0,0
501829,7.9494,0,1
501830,7.7095,0,0
501831,17.9542,0,0
501832,0.0406,0,0
501833,2.5672,0,1
501834,17.7160,0,0
501835,0.2547,0,0
501836,0.0257,0,1
501837,1.0493,0,0
501838,0.2802,0,0
501839,12.6464,0,0
501840,0.1891,0,1
501841,0.0270,0,0
501842,0.0658,0,0
501843,1166.6718,1,0
501844,1.7463,0,0
501845,0.0414,0,0
501846,91.5509,0,0
501847,1.4653,0,1
501848,8.6802,0,1
501849,0.1176,0,1
501850,7.2101,0,1
501851,0.4038,0,0
501852,17.2890,0,1
501853,476.8440,1,0
501854,0.0237,0,0
501855,0.0597,0,0
501856,0.1727,0,1
501857,1.9082,0,1
501858,84.3019,0,0
501859,11.1093,0,0
501860,4.7271,0,0
501861,10.4473,0,1
501862,202.0024,1,0
501863,0.0621,0,0
501864,764.3501,1,0
501865,1006.0761,1,1
501866,4.9511,0,0
501867,0.2133,0,0
501868,1.4223,0,0
501869,497.3951,1,0
501870,567.0270,1,0
501871,0.3114,0,1
501872,886.2722,1,0
501873,3.1502,0,0
501874,0.6101,0,1
501875,217.1288,1,0
501876,0.0568,0,0
501877,0.3268,0,1
501878,761.4933,1,0
501879,0.1643,0,0
501880,15.5942,0,0
501881,4.2999,0,0
501882,0.0335,0,0
501883,8.8174,0,0
501884,914.3140,1,0
501885,0.3753,0,0
501886,1.2736,0,1
501887,42.2427,0,1
501888,4.5452,0,0
501889,21.9012,0,1
501890,1568.9960,1,0
501891,0.5344,0,0
501892,33.4472,0,1
501893,0.0671,0,0
501894,841.5493,1,1
501895,3.9822,0,0
501896,0.0376,0,1
501897,0.1169,0,0
501898,0.0440,0,1
501899,10.8834,0,1
501900,0.3118,0,0
501901,791.8959,1,0
501902,0.1143,0,1
501903,0.3208,0,0
501904,802.4152,1,1
501905,3.4131,0,1
501906,0.0141,0,0
501907,772.6313,1,0
501908,0.5863,0,1
501909,91.4509,0,1
501910,0.4299,0,0
501911,258.1749,1,0
501912,574.2394,1,0
501913,0.4583,0,0
501914,0.3537,0,0
501915,0.0661,0,1
501916,527.3084,1,0
501917,608.4882,1,0
501918,2.9917,0,0
501919,6.7546,0,0
501920,2.9032,0,0
501921,0.4921,0,0
501922,69.4797,0,0
501923,1.4922,0,0
501924,2.8478,0,0
501925,832.4323,1,0
501926,42.5816,0,0
501927,0.3075,0,1
501928,14.3325,0,0
501929,14.2516,0,0
501930,0.1523,0,1
501931,4.1657,0,0
501932,509.2280,1,0
501933,0.0150,0,1
501934,61.7937,0,0
501935,0.0229,0,0
501936,0.6893,0,0
501937,0.0165,0,1
501938,6.8728,0,1
501939,0.0865,0,1
501940,0.1781,0,0
501941,81.4649,0,0
501942,1256.9982,1,0
501943,483.7805,1,0
501944,367.9977,1,0
501945,625.9950,1,0
501946,1.2839,0,0
501947,0.1142,0,0
501948,33.0543,0,0
501949,0.0165,0,0
501950,0.1264,0,0
501951,12.0632,0,0
501952,1.0087,0,0
501953,5.2917,0,0
501954,0.6758,0,0
501955,3.4705,0,0
501956,83.2358,0,1
501957,0.5810,0,0
501958,0.1034,0,0
501959,0.2471,0,0
501960,3.6426,0,0
501961,0.2772,0,1
501962,0.0379,0,0
501963,1038.9632,1,0
501964,1.4120,0,1
501965,2.6373,0,0
501966,8.1284,0,0
501967,418.5736,1,0
501968,1.5397,0,0
501969,79.5073,0,0
501970,1358.8737,1,0
501971,3.4573,0,0
501972,0.0248,0,1
501973,52.7923,0,1
501974,0.0724,0,0
501975,1.3151,0,1
501976,1.0371,0,0
501977,0.6057,0,1
501978,0.2589,0,0
501979,0.2557,0,1
501980,1387.2865,1,0
501981,1.7801,0,0
501982,15.1029,0,1
501983,0.1245,0,1
501984,0.0293,0,1
501985,2.7177,0,0
501986,47.2861,0,1
501987,0.3573,0,0
501988,0.0207,0,0
501989,3.6279,0,0
501990,510.1437,1,1
501991,56.0332,0,0
501992,16.6492,0,0
501993,19.3208,0,1
501994,0.5821,0,0
501995,476.6068,1,1
501996,945.9595,1,0
501997,26.1449,0,0
501998,21.3243,0,0
501999,388.7773,1,0
502000,13.9669,0,0
