synapse_id,pre_segment_id,post_segment_id,cleft_score,size_vx
5741,500521,500667,161,325
28103,500405,501227,45,155
13341,501171,500318,109,252
9947,500064,500747,176,567
2044,500057,501440,167,764
23187,501529,500207,122,409
13461,500533,501364,8,163
26485,501830,500003,124,201
21451,500132,501615,183,1120
10071,501878,501191,147,714
3173,500416,500743,160,392
24029,501060,500465,69,337
12468,500251,501504,119,614
12955,500400,501885,50,218
13516,501068,501760,138,303
10554,501426,501892,139,263
11851,501082,500236,151,242
24414,501787,501892,123,542
5590,501409,500650,137,676
14214,501953,501452,165,969
29481,500471,500837,123,305
13489,501458,501747,111,695
24162,501162,501640,159,306
21461,501173,501758,159,109
28370,903855,501864,225,312
23557,500832,500068,177,104
16337,500179,501287,184,484
21689,500070,500997,37,100
9952,501513,501425,196,320
22782,501554,501193,34,77
1406,501448,501973,169,319
23015,501788,501785,114,1259
23746,501533,501476,30,97
23976,500116,501276,28,106
21172,500085,501365,64,104
3991,501944,501745,185,402
4706,501136,500384,111,274
5967,500184,500266,199,489
13935,500993,500757,160,196
2771,500115,501379,166,621
5434,501840,501194,23,220
21835,501883,500760,174,584
26772,500018,500739,118,895
23601,501051,501679,178,756
2094,501728,500709,246,307
29638,501845,501267,41,220
26584,501941,500222,184,282
13142,500669,500064,72,66
19014,501778,500327,130,346
20558,501209,500906,29,200
15523,500582,501164,33,267
5406,500395,500318,137,426
25844,901914,500633,118,472
4276,501568,500159,68,464
2667,501780,500296,140,1037
28768,500074,501010,87,383
27878,501657,501348,28,160
7705,501953,500844,42,360
20937,500326,501114,151,283
20563,500323,500731,29,41
5770,500433,501685,163,743
20300,500522,500628,117,254
9201,500371,501717,192,172
29885,501986,500518,150,257
18939,501639,500564,145,812
19527,500821,501844,195,831
18193,501963,501628,167,365
6455,500244,500446,146,159
26519,500164,501599,27,71
29933,500281,500202,182,370
5035,500969,501063,124,608
18791,501364,500702,101,417
18984,500253,501291,140,243
7457,501274,500670,158,724
22514,501685,501507,118,730
7368,500934,501391,145,555
2164,501550,501568,154,151
3893,501524,500138,158,502
21456,500548,500548,143,292
6632,501141,500449,110,431
18514,501564,501574,106,300
25292,501039,500561,175,1153
17495,500501,500441,101,283
24342,501727,501157,98,526
18809,501754,501895,50,176
29641,501419,501987,52,166
25112,500904,501796,150,550
23780,500874,500330,141,589
15805,501152,501695,114,392
8545,500164,500529,175,126
10393,500314,500433,45,202
18477,501207,501792,147,269
12724,501807,500683,23,94
18591,500470,500968,207,608
7202,500745,501490,123,380
13384,501268,501282,166,233
16515,500179,500345,165,365
25434,501622,501519,136,346
26963,501904,500959,113,337
19366,501287,501942,146,473
7006,902370,500219,135,405
2233,500845,501735,128,335
2828,501135,501450,63,153
25810,500970,501819,148,462
10064,501616,501929,119,400
22657,501907,500160,150,151
20714,501068,501139,152,549
19702,500744,500285,38,121
23344,500553,500577,129,476
23772,500479,500466,158,491
13357,500704,501330,125,249
11087,500518,500291,129,171
26047,501199,501580,189,892
5184,501349,501739,109,214
21160,501718,501751,76,308
6041,500759,501952,147,649
24432,501587,500037,136,289
17510,501393,501722,0,123
1724,500322,501346,98,507
13713,500839,501495,156,130
12489,500923,501553,124,620
4570,501598,500521,136,243
28782,500451,500552,47,108
1849,500944,501964,120,406
17980,501715,500982,193,1132
9224,501576,500248,49,146
6876,501261,501264,13,71
779,500452,501415,39,64
18358,501999,500943,175,274
12559,501033,501224,136,233
14427,501038,500746,141,715
28451,500183,500385,120,884
3012,501542,501925,174,244
10059,500172,501249,107,396
24209,500941,500974,121,591
16448,500605,501489,191,631
11996,501798,501814,156,184
5106,501375,501926,150,214
21551,501125,500203,171,188
13298,501739,501403,138,353
16821,500253,500254,35,120
21911,501632,500439,56,141
4029,501992,500771,114,254
15946,500687,500516,151,368
4633,501212,501740,159,1128
28456,500126,501298,227,754
4334,501612,501528,125,518
8915,500841,501033,82,333
14812,500932,500524,148,325
13604,500609,500134,134,235
16063,500080,501203,159,515
13586,501670,500681,155,379
27144,500064,501237,31,126
7021,500312,500580,30,138
24034,501766,501572,58,144
23122,500918,500494,35,118
8325,500566,501162,167,485
15122,500910,500401,162,737
210,500114,500648,23,76
1704,500193,500729,66,160
7507,500542,501466,143,502
13512,500446,500158,14,156
1949,501244,501679,67,525
26934,500262,501752,113,312
24373,501818,501113,148,399
17286,501884,501644,124,438
6758,500560,500933,70,64
14563,501955,500470,132,453
18408,501668,501662,169,211
20965,501547,501228,112,1417
18346,501873,501681,155,783
17719,500133,501524,104,328
4994,501773,501634,49,141
22111,500339,501507,18,127
27738,501341,501122,189,284
3010,500460,500338,118,155
28735,501880,501983,32,104
16449,501868,501551,89,551
1718,501929,500006,99,422
27113,500227,500530,6,80
1130,500677,500717,20,34
15907,500576,501163,126,282
21806,501828,500916,184,388
3858,500609,501280,41,114
20767,501995,501711,131,334
5665,501495,500485,224,326
15205,501335,501956,137,294
19490,501109,501460,107,231
20583,500704,501345,90,761
18786,501682,501622,13,110
17796,500954,501529,76,573
2950,501357,501127,18,144
18188,501768,501290,150,438
21214,501567,501268,96,727
24991,500610,501048,185,550
17362,500581,500462,197,420
20737,501394,500034,153,369
13524,500633,501630,92,361
19678,500339,500460,68,474
7157,501918,500440,113,650
29846,501777,501299,135,757
4262,501315,500280,145,565
19524,500466,500579,59,72
25266,500115,500987,121,680
7322,501702,501357,43,122
11762,500734,501667,189,169
5418,500227,500726,29,239
13162,501662,501712,133,328
24024,501273,501356,57,160
12491,501143,501923,110,142
29759,501729,500435,201,715
18714,501757,501213,42,220
24281,501588,501782,154,381
29300,500013,500805,123,457
7158,500294,501052,193,466
27364,501326,500487,146,469
118,500932,501646,89,710
6594,501023,501109,83,304
22341,501002,500546,151,194
13436,500457,500922,117,278
18131,500140,500503,171,217
26336,500255,500091,143,310
28879,500447,500259,102,335
11537,501505,500280,95,799
25519,500255,500678,58,48
18649,501029,501721,174,744
13069,501162,500950,154,376
24014,501057,500414,189,687
3079,500064,501121,131,691
28171,500067,500256,108,304
15958,500432,501441,147,441
26033,501081,501745,117,310
28089,500680,500183,108,1310
20135,901181,501860,32,107
3630,501039,501414,134,421
484,501858,501051,39,109
2459,501901,501249,110,331
25605,500304,500248,13,113
4821,500190,501970,127,661
13260,501600,500155,110,380
12874,500527,501002,166,432
18018,501328,500460,139,448
28880,501221,501982,147,365
25212,501148,500848,143,879
25308,500912,501713,99,583
18039,501996,500966,37,82
19758,501990,501353,139,710
3334,500646,501754,100,261
17844,500583,500738,107,691
9860,501889,500681,46,113
16864,501731,500174,95,877
24047,501319,500133,107,619
28550,501361,500449,137,767
15942,500532,501989,122,522
2720,501997,501615,126,318
15886,500779,501740,167,229
9767,500506,501213,154,229
2299,500140,500026,150,382
24716,500021,500924,170,338
14974,500519,500931,125,183
2468,500538,500774,153,308
20574,501135,501993,108,348
29425,501324,501655,78,367
29140,500993,500880,101,513
20032,501311,500701,129,959
23596,500842,500530,166,358
2400,500160,501886,100,692
6684,501651,500942,152,179
19538,501528,501298,28,80
25054,501478,500799,196,314
1523,500032,500760,163,176
15606,500124,500402,167,365
840,501837,501943,151,661
793,500200,500466,125,172
23612,500052,500453,26,132
4623,500712,500679,136,294
24857,904458,501756,190,489
10950,501545,501584,165,275
20560,501518,500962,111,397
19368,500447,501099,0,71
21375,500502,501490,171,448
21546,501713,500293,26,165
8244,501384,501643,135,305
1281,501134,501478,145,150
17192,500470,500249,137,1180
28075,501223,500988,19,461
114,500261,501938,176,1282
8790,501887,500974,149,741
13488,500943,501430,175,434
15550,500994,501106,170,433
28013,500670,501084,134,504
16735,501839,500238,133,584
20742,501762,500228,158,275
9400,501007,500214,129,425
23112,501652,500497,167,533
8324,500065,500009,12,91
14305,500408,501218,18,161
1983,501829,500144,196,452
19088,501999,500109,60,118
14480,500144,501028,187,896
6278,500542,501074,41,108
22191,501220,500786,129,869
28530,500848,501178,151,540
13534,500912,501130,111,308
16391,500109,501820,231,477
889,500583,500173,170,1175
3742,500616,501335,72,399
4574,500651,500199,208,169
13560,501045,500599,200,255
23909,500518,500891,130,137
9285,501495,500166,174,290
12414,501587,501024,94,279
12061,501159,501211,158,398
9568,501090,500371,178,504
7974,501909,500596,24,172
14998,500739,500606,147,1228
19150,901605,501132,104,550
10556,501605,500679,187,622
9530,500723,501749,151,556
11436,501925,501815,134,379
7754,501923,501160,100,846
1118,501784,501730,132,326
1975,500199,500046,129,312
7764,501786,500841,138,552
28949,500789,500154,23,319
12566,500199,500211,194,558
18233,501971,500149,163,225
16155,500896,501447,11,165
19931,501536,500802,44,61
5276,500206,500219,179,842
25672,501094,500891,141,721
14284,500019,500543,162,312
14475,501620,500395,122,415
1053,500416,500074,122,471
7423,501654,501505,130,449
18166,500211,500544,128,279
8783,500506,500907,31,196
17837,501236,501706,109,423
22891,500132,501843,166,584
18304,500381,500318,124,216
12660,501189,500941,186,340
548,500239,500138,172,293
9377,501264,500502,147,221
15366,501793,500232,120,280
5039,500064,501162,160,130
15091,500752,500581,111,291
1069,500580,501072,134,569
10876,500239,501440,213,764
18394,500222,501055,147,157
11626,500593,500117,131,388
18979,500699,501909,50,141
26413,501424,501887,190,521
8149,501149,501964,132,448
9104,500037,500063,146,323
14361,500979,500316,181,374
22961,501504,500697,25,65
28754,500008,500466,136,328
1773,501117,501463,162,208
15871,501672,501446,70,105
17636,501700,500804,89,661
22369,501658,501830,146,502
26503,500005,500932,191,496
22920,501107,501485,176,323
12889,500680,501707,157,348
18814,501853,500300,151,486
10522,500487,500064,83,308
11158,500135,501424,130,396
15938,500871,501542,113,395
23545,500505,501694,191,290
6230,501156,501174,39,95
28294,500896,501595,57,1391
9181,501534,501656,159,296
7693,500989,500640,157,438
19973,500022,501255,114,937
29920,501221,501578,136,519
11764,501692,501726,48,68
20572,500522,500886,66,152
5659,500478,501028,137,283
942,501537,501963,30,165
27912,500493,500502,101,487
22268,500365,501108,129,385
28839,501237,500354,155,303
8197,501620,501240,173,302
14142,500516,500287,223,261
19995,500645,501202,122,331
21194,501058,501357,166,361
28360,501410,500346,170,401
18768,501964,501743,188,212
17334,501408,500431,46,160
8502,501690,500020,125,344
4804,500721,500886,104,505
10972,501905,501735,138,615
14554,500006,501580,233,357
5159,501272,501578,101,686
1700,501006,501757,100,795
14360,501136,500462,36,65
1329,500050,500022,157,308
11559,501251,500720,135,248
57,500332,500750,147,274
14388,501711,500203,185,313
29675,500170,501783,34,43
29909,501706,501828,110,469
14758,501755,500213,112,490
17668,500466,501119,166,136
21503,500982,501587,214,256
2059,501839,500487,169,667
13032,500415,501943,97,546
25813,501091,500298,95,583
2347,500233,501663,155,478
4770,500767,500279,148,532
22676,501535,501333,150,1102
5368,500752,501213,99,654
7953,501486,501495,150,858
19137,501174,501094,119,465
12718,500115,500520,122,352
16249,500806,500687,145,353
26851,500304,500005,122,976
8077,501269,500066,102,413
13427,500346,501387,103,348
21481,501880,501545,113,864
13967,500664,501560,10,89
25728,501171,500528,146,214
5247,500088,500667,123,385
8045,501712,500018,112,317
29213,501039,501055,133,665
14235,500824,500320,198,437
17206,500857,501323,149,507
3922,501547,500706,86,207
23973,501865,500025,54,161
5440,500466,501023,151,347
4591,501102,500947,196,339
15531,501084,500990,180,404
23672,500251,500020,87,452
7694,501904,500190,127,224
17982,500476,501967,139,414
1312,500965,501975,107,291
19367,501717,501349,122,320
1585,501494,501483,112,928
20911,500346,501011,102,1030
7616,500639,501213,191,301
3034,501488,500399,127,850
17382,500166,500950,181,347
9070,500993,500896,108,769
16671,501191,501550,91,283
28926,501341,501964,128,324
27126,500415,501336,84,349
4139,500365,501011,117,216
28468,500666,500974,56,102
4475,500751,501547,143,457
5802,501636,500420,120,282
15377,501704,500370,151,328
6534,501588,500675,157,439
12958,501248,500529,42,223
22899,500691,500026,89,351
14990,501083,501396,36,56
29182,500308,501991,121,257
23004,500683,500241,148,525
10833,500723,500989,102,323
10211,500405,501707,65,93
24117,500359,501658,142,478
6700,500164,500678,177,280
6451,500679,501244,123,696
14168,501752,501998,116,500
1211,501176,501789,57,147
12997,501432,500995,161,376
16811,501866,500746,75,253
28860,500343,500444,95,491
6024,500190,501929,159,477
22516,500204,501746,42,166
28624,500493,500770,128,580
15158,500726,500653,155,207
6205,500597,501575,129,547
10246,500689,501036,45,82
3798,500178,501494,182,828
15420,500274,500650,98,324
6649,500858,501782,150,225
576,501184,501811,44,95
9942,500184,501272,110,429
28413,500415,500500,32,209
9157,500013,500965,116,508
137,500006,501541,157,627
12301,501440,500601,75,321
2054,501646,501028,12,77
21334,501355,500431,123,349
1460,501077,500034,28,113
10832,501423,501102,229,639
10769,501356,500287,22,157
858,501563,500139,223,380
614,501604,500706,18,143
28887,501107,500833,170,342
16762,500466,501785,155,248
17169,501598,500180,153,230
8817,500658,501515,25,197
386,501073,501482,91,726
25862,500344,501971,104,230
11036,500352,500117,8,122
3352,501208,500578,85,306
22273,501668,500811,96,409
2633,500405,500489,50,64
23823,501547,501450,176,676
5472,500822,501495,65,146
15707,500841,500181,192,355
7745,500435,501244,113,214
22663,500936,501093,112,214
15988,501542,501020,125,417
11426,501881,500325,52,50
17475,500478,501948,117,854
19474,500086,501131,19,201
14202,500941,500289,31,224
25162,904325,501423,116,453
5137,500110,501062,189,344
17472,501612,500244,178,339
19417,501524,500302,89,449
2701,500833,501019,136,628
27107,501028,501894,137,558
2600,500966,501007,255,325
12831,500081,500464,55,154
8460,501857,500676,132,468
5797,501072,501149,145,301
11704,501700,501816,169,647
20699,501304,500782,181,721
5670,501775,501777,107,318
25059,501567,500343,102,336
4380,500821,500875,18,205
10316,501111,500499,6,210
20505,500947,500222,112,260
22993,501805,500718,205,512
14023,501847,501808,188,749
22030,501299,501409,226,287
22898,500201,500567,81,562
19289,500925,500139,123,478
541,500506,500134,132,1006
9637,501920,501302,165,628
18855,501024,500564,87,282
8649,500012,501494,25,118
7599,501552,500328,143,170
14684,500120,501666,144,318
7216,500753,500149,154,476
4053,501640,500968,141,258
22203,500690,501731,106,924
10580,501997,500198,177,458
7008,501335,500908,156,163
8954,501131,501423,141,257
25216,500704,500435,54,272
5956,500365,500783,112,447
10662,500037,500424,165,376
8032,501663,500661,123,711
5092,500470,500501,164,1152
1602,500116,501431,119,1226
537,500919,500155,70,280
8630,501323,500036,121,567
22192,501088,501684,112,426
26038,500851,500971,43,86
12663,500907,500965,150,323
19517,501456,500050,140,231
11370,500535,500010,150,276
9215,501259,501907,152,283
809,501611,500899,141,1166
6688,500980,500435,131,504
5908,500842,500538,249,278
29169,501552,501299,170,1644
17148,500298,501750,157,401
15897,501488,500280,139,357
5367,501706,501316,147,365
28304,501085,500481,141,494
20930,501469,500531,180,469
10073,500176,501967,91,138
4697,501254,500507,40,132
7265,501690,500204,109,1138
7957,501644,500733,70,364
25548,500530,500153,65,441
17599,501046,501592,72,520
13055,501263,501997,97,99
1650,500009,501262,31,126
22158,501674,500381,107,258
23354,500546,501861,158,399
12794,501455,500824,78,221
5917,501367,500359,155,426
16583,500331,500200,143,282
22769,500314,501837,145,110
28944,501409,501547,115,667
21647,500930,500962,186,1388
5679,500064,501793,135,1191
18982,500262,501741,114,145
7707,501632,500460,54,128
18366,501302,500524,145,454
4610,501881,500619,166,288
3027,501504,501133,204,340
12155,500544,501817,137,477
29972,500756,500783,198,584
20722,500550,501309,77,249
27552,501161,501207,105,174
1780,500220,501788,20,59
18465,500998,500193,154,474
28069,501226,501932,176,414
4143,501261,501492,161,751
6629,500616,500281,121,316
2201,501069,501739,179,613
16535,501406,501423,135,425
29292,500744,501397,48,169
24314,500132,501843,139,552
11161,501441,500149,130,161
21803,501479,501381,109,579
15547,500846,500008,138,690
20044,500346,501518,152,558
20588,500659,500642,161,201
5308,501733,501444,31,182
29765,500334,501383,37,267
16522,501233,501507,106,341
29338,500963,501605,0,62
11393,500305,501190,163,887
25132,501922,501830,157,888
21084,501701,500817,133,519
5371,501945,500669,153,501
20958,501956,501607,152,886
29283,500080,500987,178,537
713,500647,501658,147,688
19094,500629,500029,131,143
23524,501602,501791,47,85
15159,501652,501545,129,349
5240,500268,500547,42,54
9844,501237,501576,197,309
217,501570,500792,155,175
9599,500965,500830,249,566
21771,501580,501429,193,843
28702,501429,501127,44,163
29570,500249,501507,97,499
4125,500333,501147,154,979
13886,500678,500140,113,966
12899,501376,500392,67,246
3747,501765,501433,190,1091
29118,500250,501998,37,72
6539,501981,501808,198,898
24548,501442,500644,27,186
3417,500296,500846,104,308
2426,500949,500218,161,372
4713,500214,501349,25,74
41,501011,501232,186,365
19408,501574,501046,125,483
19080,501350,501345,25,93
1189,501575,500061,211,1190
28090,500949,500739,150,291
3550,500479,501667,147,909
670,500678,501576,118,911
16563,500611,500094,133,570
2443,501404,500657,89,314
22076,500232,501326,100,620
5560,500949,500446,111,486
25869,902247,501045,80,312
28598,501340,501765,89,196
23820,501275,500966,195,333
18187,500304,501032,28,121
17773,500701,500371,152,378
8712,500816,501992,136,457
17630,501928,500528,116,513
8601,501397,500069,30,115
25335,501355,500249,125,235
21289,500386,501473,109,325
16016,500318,501661,132,289
21496,501195,500687,177,544
388,501796,500574,208,199
24317,500115,500737,115,495
20286,500981,500382,118,316
28303,500812,501370,107,216
10070,501423,500691,139,98
27467,500089,500293,30,193
14932,501461,501107,171,390
4953,501598,500466,131,1420
1216,500517,501625,135,165
24424,500403,500138,159,254
7397,500788,501326,116,735
23164,500794,501653,13,95
11929,501157,501657,174,391
21528,500351,500118,19,231
10959,501762,501228,144,302
16136,500398,501343,52,98
7930,500330,501457,138,394
29990,501970,501062,140,435
25784,501177,501752,180,214
4654,501227,501575,140,299
13118,500013,500960,109,227
2338,501652,500516,148,520
17080,501765,501272,134,128
16200,500487,501938,190,245
28538,500010,501162,37,291
16218,501384,500960,160,584
26110,501472,501072,0,354
23455,500244,501965,155,183
9454,501925,500041,140,256
142,501163,500663,129,439
28759,500726,501912,123,494
10229,501355,501741,28,108
10577,500329,500030,51,67
25172,501413,501059,135,248
10788,500314,501515,138,257
15909,500382,500962,181,431
17251,500520,501650,15,142
9946,500359,501136,164,1640
26394,500371,501448,33,113
28286,501924,501271,110,508
8150,500145,500081,19,75
27632,500274,501431,172,353
22834,501436,501844,115,547
21163,501122,501690,171,413
16830,500374,500770,130,307
16453,500415,500816,134,746
14031,501425,501744,160,479
1022,500484,501121,125,321
10792,500767,500949,130,470
11310,501791,501070,52,209
27922,500480,501280,165,528
15165,500920,500447,180,547
28589,500954,501859,109,1017
7925,501828,501084,143,158
21083,500854,500979,61,288
582,500025,500858,209,465
22452,500972,501233,118,540
26306,501193,501453,184,509
5806,500651,500488,47,233
1547,500937,500816,177,398
604,501938,500464,158,695
20307,501492,501895,104,342
14001,500524,500579,170,373
3085,501400,501236,176,517
28937,500127,500380,154,252
21836,500008,500854,186,249
20495,500433,501982,187,626
22147,501630,501917,160,399
687,500065,501051,205,278
16835,500051,500019,122,407
14084,501532,500252,131,204
8028,501919,501734,168,541
20094,501999,500783,163,320
12685,500180,501497,136,193
15421,501581,501483,123,236
10058,501704,500804,22,108
9755,501452,500550,176,266
1421,501029,500204,81,324
2640,500138,501875,70,110
11490,501588,501145,132,448
28575,501967,501965,127,373
1496,501945,501135,101,266
25122,500505,501349,189,314
4573,501370,501518,125,294
22705,501752,500806,115,687
111,500212,500159,64,327
12210,501052,500211,70,117
688,501528,500093,113,616
1857,500601,500971,102,970
15476,501793,500088,89,365
19178,501090,501917,119,420
17574,500586,501280,114,374
8368,501845,501648,56,106
24288,501582,501509,129,616
7991,500441,500037,148,521
27284,501355,501805,50,96
5732,501796,500465,69,204
2101,501740,500264,206,667
14187,500636,500962,10,137
11593,500639,501736,187,283
179,501118,501733,3,53
22791,500024,500303,37,248
21135,501834,501251,138,530
29670,500661,500593,175,321
14265,500642,500295,164,940
16588,500746,501965,148,277
26592,500005,501055,123,147
15993,500267,500559,105,491
21720,500126,501686,202,670
4789,500109,501490,68,118
24436,500920,501251,103,359
21762,500710,500734,163,450
13575,501041,501000,33,66
11508,501201,501875,96,363
29516,501325,501149,101,550
14285,501740,500802,64,87
8118,501174,500178,28,104
17869,501204,500423,142,464
3108,501749,501215,187,420
28292,500094,501105,128,332
19523,501764,501174,114,684
4740,500460,500885,144,481
3251,500540,501608,105,670
8485,500334,500799,171,508
17172,500173,500206,103,443
20604,500065,501993,50,525
19544,501085,500302,133,280
21280,500244,500023,189,342
12321,501288,500808,93,530
19921,500953,500781,171,198
29953,501740,501016,156,482
3554,500470,500980,157,858
669,500482,501416,36,112
12787,500599,500173,192,239
2350,501012,501323,159,574
8245,501016,500401,142,366
13956,500300,501709,31,288
10038,501846,501202,120,522
9179,501056,501368,92,471
2171,501217,500756,128,563
27111,500969,500496,136,338
12042,501147,500105,79,326
4195,501921,501444,54,126
4966,501010,501144,148,415
27043,501924,501152,127,238
23137,501141,500723,88,288
22300,500249,500366,143,173
11440,501127,501489,11,154
6746,500536,500733,34,137
10991,501996,501331,102,191
461,501646,501559,2,160
25047,500198,501693,117,352
6966,501512,501093,148,415
12407,500133,501752,173,1298
25397,501683,500808,83,270
15835,501985,501404,75,409
16035,501441,501293,88,493
10338,500264,500457,181,577
1175,501585,500779,152,459
28315,501645,500570,129,415
29395,501155,500332,136,920
10996,501191,500564,41,37
5832,500535,501724,115,573
26483,501022,500886,104,290
17036,500056,500657,120,162
15875,501146,501572,103,361
9370,500376,501741,54,120
23720,501962,501813,52,224
3349,501600,500539,46,91
28638,500088,501511,42,322
3056,500873,500517,93,293
650,501691,500927,158,210
1362,500380,500462,134,538
29488,501598,500366,167,474
26603,500194,500071,5,105
20673,501152,501968,146,424
7740,500900,500572,177,397
11951,500745,500057,66,179
29233,501737,500382,111,182
27789,500356,501820,96,380
10993,500294,501304,149,534
25099,500088,501423,160,587
26222,500082,501728,173,198
24865,500291,500384,123,311
26323,501320,500046,167,817
2960,501433,500812,63,273
11541,500204,501439,122,444
8612,500432,501596,116,198
22237,500793,501865,62,214
19461,500735,500493,152,1253
18601,500385,501944,122,307
17003,500179,501564,143,803
21603,500546,501320,128,348
13879,501490,501600,105,301
5656,500804,500163,34,122
26525,500818,500839,145,705
23241,501372,501726,123,242
26811,501039,500530,154,611
25111,501203,501360,120,1037
7166,500449,501918,105,359
11509,500436,500356,138,301
8947,500101,501389,9,168
7857,500376,500814,120,376
4679,501524,500937,176,208
3426,501518,501574,118,312
23305,501646,501792,110,466
7268,500156,500100,146,402
1537,500512,501045,82,414
28525,501482,500765,86,596
9774,500127,501537,100,369
29241,501314,501532,143,721
19405,501441,500153,119,397
27690,500528,501106,89,453
28905,500823,501489,33,180
11986,500116,500336,115,585
9515,501618,501115,113,286
10391,501010,500291,109,959
13096,501526,501132,49,70
8166,500076,501056,162,550
12995,500676,501166,163,331
24433,501452,500672,151,445
23308,500201,501056,128,339
22383,500208,501577,159,325
19269,500701,500818,133,605
8138,501726,500156,41,174
28258,501220,501246,113,453
19889,501576,501542,163,290
17163,501100,501673,48,87
3087,500199,500237,165,479
13269,500365,501173,152,453
12377,501041,501461,146,168
10528,500870,500897,188,1029
26161,501134,500233,152,465
20779,501273,501816,9,105
22570,501887,500471,146,571
22617,501746,500531,35,260
17845,500268,500762,97,493
24498,500745,501492,211,559
4235,500115,501494,7,90
8004,501220,501596,159,283
20151,500890,500886,90,315
4260,501605,500653,184,466
3229,501861,501120,130,322
12886,501925,501334,116,908
26105,501933,501367,45,213
7433,500620,501399,35,181
5983,501748,500095,167,442
13681,501429,500515,135,438
1191,501963,501952,159,530
2250,501335,500359,148,226
21562,500792,500735,133,374
6070,501808,500495,137,172
21100,501412,500725,160,226
1089,500401,500204,149,776
19830,501552,500007,40,81
5438,501201,501941,176,376
20459,500919,500927,70,886
12627,500067,501057,149,290
28676,501612,500581,138,302
7228,501033,500100,162,847
23684,500847,500098,118,306
29448,500548,501747,164,951
15406,501573,500732,166,592
23176,501505,500640,153,1018
27689,500133,500739,189,392
8794,500179,501662,193,1329
20239,501810,501009,79,159
22011,500159,501639,192,394
8706,501561,501010,55,178
3761,501031,500969,58,540
567,501645,500013,143,384
26035,501511,500971,167,106
29327,501103,501038,175,418
28041,500995,501948,137,481
17323,500982,500044,48,108
27744,501598,500115,151,685
19045,501591,500744,49,67
14105,500971,501941,159,181
342,501081,501736,61,75
25280,501081,501198,157,413
16650,501513,500467,119,525
4088,501505,500433,144,1176
18136,500535,501169,122,189
10127,500845,501037,92,382
12920,501654,500376,123,710
16999,500993,501211,159,430
12947,501468,501873,149,336
9375,501364,501964,33,157
1334,501226,501059,49,56
20695,501965,500512,172,380
20506,500543,501306,210,874
17180,501780,501249,169,246
27216,500995,501142,85,429
13509,501370,500051,101,238
15148,501880,501520,143,714
24697,501778,500733,220,477
28755,501712,501907,154,264
19844,501334,500899,163,226
2401,500655,501119,160,604
7883,500382,501118,112,624
90,500225,500990,100,275
15774,501504,500309,142,456
4204,500297,500757,126,482
25074,501162,500673,175,360
11024,501970,501214,138,342
3242,501884,501282,159,188
5330,500519,500616,96,303
24185,501033,501096,99,640
8764,501598,501122,53,233
8107,500769,500093,152,1050
1452,501864,500966,175,369
27017,501384,501822,66,121
10180,501999,501053,159,266
4136,501196,501289,33,221
15564,501683,501951,97,575
14456,501981,501483,109,1279
11877,501660,500709,138,569
20047,501952,500642,102,1320
8906,500714,501712,115,535
12795,500327,501668,144,310
14519,501099,501180,123,638
28140,500533,500139,126,147
10965,501857,501929,94,797
24527,500297,500392,142,864
4868,501711,501453,181,357
25822,501220,501568,176,566
9438,501751,501810,116,188
14727,500422,501062,179,655
9923,501226,501686,139,851
382,501490,500041,134,454
20616,500795,501341,72,178
24979,500070,500518,145,382
2457,500490,501722,17,147
10221,501802,500287,187,436
2200,501571,500191,171,624
28623,500513,500972,154,809
6143,500819,501353,207,214
224,501792,500322,120,453
4388,501833,501971,135,623
23766,500636,500200,78,311
14366,500264,501307,125,873
22230,900925,500324,162,323
7732,501955,501761,155,183
14186,500978,501002,161,333
22615,500484,500237,106,504
12652,500382,500071,141,455
17029,501578,501096,214,772
384,501688,501409,40,128
3970,501464,500743,139,332
15853,501330,500559,165,1096
6167,500613,500332,12,131
26316,500516,500630,42,119
20377,500864,501326,22,61
25242,501158,500516,221,298
12603,501611,500759,118,301
18305,500867,501251,114,582
3776,500691,501098,131,319
4712,501168,501573,68,723
19273,501085,500142,119,546
24114,501703,500662,17,86
26089,501750,501078,47,89
21745,501704,501184,151,758
4731,500725,500026,94,428
9140,501098,501184,165,335
22120,500943,500471,141,772
7663,500510,501403,144,324
15591,501467,500856,181,198
7441,500284,501177,128,260
21698,500094,500256,34,154
21767,500760,500311,98,716
7786,500364,500116,25,47
14824,501370,500962,158,390
10749,501777,500222,173,201
29164,501570,501843,171,578
11015,500661,500114,69,362
16381,501639,501638,134,407
2842,501060,500661,189,289
11711,501177,501034,123,217
25955,500192,501528,160,214
27666,501552,501082,25,228
15016,501765,500624,138,324
29961,501840,501017,19,139
28296,500436,500330,216,990
9011,501995,500207,128,184
9828,500172,500236,180,488
8477,500900,501503,169,662
28492,500765,500295,110,364
7529,501246,500460,109,298
24093,501520,500308,79,423
8177,501235,501431,187,255
5316,501360,501568,50,122
22823,500311,501016,186,399
14325,500531,500399,109,674
21414,500360,501640,191,129
4417,501207,500210,126,548
27506,501939,500887,23,144
19900,501866,501904,138,145
15760,500745,500031,152,889
5714,500989,501238,57,71
23598,501063,500309,27,92
25966,501189,500410,147,277
15340,500895,501964,145,282
12006,500567,501075,135,774
21040,501440,500022,97,493
262,501707,500645,122,750
1351,500133,501170,188,335
3455,501976,500830,99,395
7812,501045,500631,158,358
28079,500495,500339,158,259
8292,501976,500474,20,337
10218,501383,500831,141,104
1140,501932,501657,205,825
22719,500282,501614,9,89
5245,500624,501063,165,846
